context: 2:00 Work response:	2:00 Work
context: What is he going on about at a time like this?\What's wrong with you?!\Shuu!\Tachibana?\Rakkuns here!\Rakkun! Rakkun!\Tachibana! Dont tell me you too...\Rakkun. response:	Rakkun.
context: What's wrong with you?!\Shuu!\Tachibana?\Rakkuns here!\Rakkun! Rakkun!\Tachibana! Dont tell me you too...\Rakkun.\Rakkun. response:	The crazy Rakkun.
context: Shuu!\Tachibana?\Rakkuns here!\Rakkun! Rakkun!\Tachibana! Dont tell me you too...\Rakkun.\Rakkun.\The crazy Rakkun. response:	Kidding.
context: Tachibana?\Rakkuns here!\Rakkun! Rakkun!\Tachibana! Dont tell me you too...\Rakkun.\Rakkun.\The crazy Rakkun.\Kidding. response:	But... that wasn't funny.
context: Rakkuns here!\Rakkun! Rakkun!\Tachibana! Dont tell me you too...\Rakkun.\Rakkun.\The crazy Rakkun.\Kidding.\But... that wasn't funny. response:	Say uncle, Maiko-san.
context: Rakkun! Rakkun!\Tachibana! Dont tell me you too...\Rakkun.\Rakkun.\The crazy Rakkun.\Kidding.\But... that wasn't funny.\Say uncle, Maiko-san. response:	Say it.
context: Tachibana! Dont tell me you too...\Rakkun.\Rakkun.\The crazy Rakkun.\Kidding.\But... that wasn't funny.\Say uncle, Maiko-san.\Say it. response:	If you don't your glasses are going to break.
context: Rakkun.\Rakkun.\The crazy Rakkun.\Kidding.\But... that wasn't funny.\Say uncle, Maiko-san.\Say it.\If you don't your glasses are going to break. response:	Tachibana, stop! Hes done!
context: Rakkun.\The crazy Rakkun.\Kidding.\But... that wasn't funny.\Say uncle, Maiko-san.\Say it.\If you don't your glasses are going to break.\Tachibana, stop! Hes done! response:	Crap! This is worse than I thought it'd be!
context: The crazy Rakkun.\Kidding.\But... that wasn't funny.\Say uncle, Maiko-san.\Say it.\If you don't your glasses are going to break.\Tachibana, stop! Hes done!\Crap! This is worse than I thought it'd be! response:	Ichijou Raku.
context: Kidding.\But... that wasn't funny.\Say uncle, Maiko-san.\Say it.\If you don't your glasses are going to break.\Tachibana, stop! Hes done!\Crap! This is worse than I thought it'd be!\Ichijou Raku. response:	Huh? Oh, Tsugumi!
context: But... that wasn't funny.\Say uncle, Maiko-san.\Say it.\If you don't your glasses are going to break.\Tachibana, stop! Hes done!\Crap! This is worse than I thought it'd be!\Ichijou Raku.\Huh? Oh, Tsugumi! response:	Glad to see you're okay.
context: Say uncle, Maiko-san.\Say it.\If you don't your glasses are going to break.\Tachibana, stop! Hes done!\Crap! This is worse than I thought it'd be!\Ichijou Raku.\Huh? Oh, Tsugumi!\Glad to see you're okay. response:	Y-Yeah. Of course.
context: Say it.\If you don't your glasses are going to break.\Tachibana, stop! Hes done!\Crap! This is worse than I thought it'd be!\Ichijou Raku.\Huh? Oh, Tsugumi!\Glad to see you're okay.\Y-Yeah. Of course. response:	Um, Tsugumi-san. What are you...?
context: If you don't your glasses are going to break.\Tachibana, stop! Hes done!\Crap! This is worse than I thought it'd be!\Ichijou Raku.\Huh? Oh, Tsugumi!\Glad to see you're okay.\Y-Yeah. Of course.\Um, Tsugumi-san. What are you...? response:	Your lips look so soft...
context: Tachibana, stop! Hes done!\Crap! This is worse than I thought it'd be!\Ichijou Raku.\Huh? Oh, Tsugumi!\Glad to see you're okay.\Y-Yeah. Of course.\Um, Tsugumi-san. What are you...?\Your lips look so soft... response:	Nope! She doesn't seem okay in the slightest!
context: Crap! This is worse than I thought it'd be!\Ichijou Raku.\Huh? Oh, Tsugumi!\Glad to see you're okay.\Y-Yeah. Of course.\Um, Tsugumi-san. What are you...?\Your lips look so soft...\Nope! She doesn't seem okay in the slightest! response:	T-Tsugumi... what are you trying to...?
context: Ichijou Raku.\Huh? Oh, Tsugumi!\Glad to see you're okay.\Y-Yeah. Of course.\Um, Tsugumi-san. What are you...?\Your lips look so soft...\Nope! She doesn't seem okay in the slightest!\T-Tsugumi... what are you trying to...? response:	Huh? What do you mean? I'm just going to put my lips against yours.
context: Huh? Oh, Tsugumi!\Glad to see you're okay.\Y-Yeah. Of course.\Um, Tsugumi-san. What are you...?\Your lips look so soft...\Nope! She doesn't seem okay in the slightest!\T-Tsugumi... what are you trying to...?\Huh? What do you mean? I'm just going to put my lips against yours. response:	Just going to put my lips against yours?
context: Glad to see you're okay.\Y-Yeah. Of course.\Um, Tsugumi-san. What are you...?\Your lips look so soft...\Nope! She doesn't seem okay in the slightest!\T-Tsugumi... what are you trying to...?\Huh? What do you mean? I'm just going to put my lips against yours.\Just going to put my lips against yours? response:	Hey!
context: Y-Yeah. Of course.\Um, Tsugumi-san. What are you...?\Your lips look so soft...\Nope! She doesn't seem okay in the slightest!\T-Tsugumi... what are you trying to...?\Huh? What do you mean? I'm just going to put my lips against yours.\Just going to put my lips against yours?\Hey! response:	Seriously!
context: Um, Tsugumi-san. What are you...?\Your lips look so soft...\Nope! She doesn't seem okay in the slightest!\T-Tsugumi... what are you trying to...?\Huh? What do you mean? I'm just going to put my lips against yours.\Just going to put my lips against yours?\Hey!\Seriously! response:	Wait! Wait!
context: Your lips look so soft...\Nope! She doesn't seem okay in the slightest!\T-Tsugumi... what are you trying to...?\Huh? What do you mean? I'm just going to put my lips against yours.\Just going to put my lips against yours?\Hey!\Seriously!\Wait! Wait! response:	Hey, Tsugumi!
context: Nope! She doesn't seem okay in the slightest!\T-Tsugumi... what are you trying to...?\Huh? What do you mean? I'm just going to put my lips against yours.\Just going to put my lips against yours?\Hey!\Seriously!\Wait! Wait!\Hey, Tsugumi! response:	Your lips aren't as soft as I thought they would be.
context: T-Tsugumi... what are you trying to...?\Huh? What do you mean? I'm just going to put my lips against yours.\Just going to put my lips against yours?\Hey!\Seriously!\Wait! Wait!\Hey, Tsugumi!\Your lips aren't as soft as I thought they would be. response:	That was a close one.
context: Huh? What do you mean? I'm just going to put my lips against yours.\Just going to put my lips against yours?\Hey!\Seriously!\Wait! Wait!\Hey, Tsugumi!\Your lips aren't as soft as I thought they would be.\That was a close one. response:	Looks like you have your hands full, huh, Ichijou-kun?
context: Just going to put my lips against yours?\Hey!\Seriously!\Wait! Wait!\Hey, Tsugumi!\Your lips aren't as soft as I thought they would be.\That was a close one.\Looks like you have your hands full, huh, Ichijou-kun? response:	Huh?
context: Hey!\Seriously!\Wait! Wait!\Hey, Tsugumi!\Your lips aren't as soft as I thought they would be.\That was a close one.\Looks like you have your hands full, huh, Ichijou-kun?\Huh? response:	Oh, Miyamoto!
context: Seriously!\Wait! Wait!\Hey, Tsugumi!\Your lips aren't as soft as I thought they would be.\That was a close one.\Looks like you have your hands full, huh, Ichijou-kun?\Huh?\Oh, Miyamoto! response:	I knew youd be all right.
context: Wait! Wait!\Hey, Tsugumi!\Your lips aren't as soft as I thought they would be.\That was a close one.\Looks like you have your hands full, huh, Ichijou-kun?\Huh?\Oh, Miyamoto!\I knew youd be all right. response:	I just had a feeling.
context: Hey, Tsugumi!\Your lips aren't as soft as I thought they would be.\That was a close one.\Looks like you have your hands full, huh, Ichijou-kun?\Huh?\Oh, Miyamoto!\I knew youd be all right.\I just had a feeling. response:	Yes, of course.
context: Your lips aren't as soft as I thought they would be.\That was a close one.\Looks like you have your hands full, huh, Ichijou-kun?\Huh?\Oh, Miyamoto!\I knew youd be all right.\I just had a feeling.\Yes, of course. response:	But Japan is in a sticky situation right now.
context: That was a close one.\Looks like you have your hands full, huh, Ichijou-kun?\Huh?\Oh, Miyamoto!\I knew youd be all right.\I just had a feeling.\Yes, of course.\But Japan is in a sticky situation right now. response:	What?
context: Looks like you have your hands full, huh, Ichijou-kun?\Huh?\Oh, Miyamoto!\I knew youd be all right.\I just had a feeling.\Yes, of course.\But Japan is in a sticky situation right now.\What? response:	Our growing pile of national debt is at its breaking point.
context: Huh?\Oh, Miyamoto!\I knew youd be all right.\I just had a feeling.\Yes, of course.\But Japan is in a sticky situation right now.\What?\Our growing pile of national debt is at its breaking point. response:	There are still no signs of improvement in our current employment rates.
context: Oh, Miyamoto!\I knew youd be all right.\I just had a feeling.\Yes, of course.\But Japan is in a sticky situation right now.\What?\Our growing pile of national debt is at its breaking point.\There are still no signs of improvement in our current employment rates. response:	And the fact that Japanese birth rates are in decline is causing all kinds of bad things to happen in society.
context: I knew youd be all right.\I just had a feeling.\Yes, of course.\But Japan is in a sticky situation right now.\What?\Our growing pile of national debt is at its breaking point.\There are still no signs of improvement in our current employment rates.\And the fact that Japanese birth rates are in decline is causing all kinds of bad things to happen in society. response:	Plus, all the government cares about is raising the taxes!
context: I just had a feeling.\Yes, of course.\But Japan is in a sticky situation right now.\What?\Our growing pile of national debt is at its breaking point.\There are still no signs of improvement in our current employment rates.\And the fact that Japanese birth rates are in decline is causing all kinds of bad things to happen in society.\Plus, all the government cares about is raising the taxes! response:	And
