context: Ashirogi Muto response:	Ashirogi Muto
context: it'll be extremely easy for the votes to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\There isn't a case like this too often, is there?\The editorial department wants to see how they'd fare against new series.\We'll make our goal to be getting higher than the new series!\Understood.\Okay. Then let's start the meeting for how to alter TEN into a one-shot form!\We'll condense chapter 1 into 45 pages. response:	Condense 58 pages into 45 pages?
context: it'll be extremely easy for the votes to flow toward the new series.\There isn't a case like this too often, is there?\The editorial department wants to see how they'd fare against new series.\We'll make our goal to be getting higher than the new series!\Understood.\Okay. Then let's start the meeting for how to alter TEN into a one-shot form!\We'll condense chapter 1 into 45 pages.\Condense 58 pages into 45 pages? response:	If there's a stronger gag element, it won't matter if the story is stretched thin.
context: There isn't a case like this too often, is there?\The editorial department wants to see how they'd fare against new series.\We'll make our goal to be getting higher than the new series!\Understood.\Okay. Then let's start the meeting for how to alter TEN into a one-shot form!\We'll condense chapter 1 into 45 pages.\Condense 58 pages into 45 pages?\If there's a stronger gag element, it won't matter if the story is stretched thin. response:	First, in the opening scene...
context: The editorial department wants to see how they'd fare against new series.\We'll make our goal to be getting higher than the new series!\Understood.\Okay. Then let's start the meeting for how to alter TEN into a one-shot form!\We'll condense chapter 1 into 45 pages.\Condense 58 pages into 45 pages?\If there's a stronger gag element, it won't matter if the story is stretched thin.\First, in the opening scene... response:	Aoki-san...
context: We'll make our goal to be getting higher than the new series!\Understood.\Okay. Then let's start the meeting for how to alter TEN into a one-shot form!\We'll condense chapter 1 into 45 pages.\Condense 58 pages into 45 pages?\If there's a stronger gag element, it won't matter if the story is stretched thin.\First, in the opening scene...\Aoki-san... response:	A-Aoki-san!
context: Understood.\Okay. Then let's start the meeting for how to alter TEN into a one-shot form!\We'll condense chapter 1 into 45 pages.\Condense 58 pages into 45 pages?\If there's a stronger gag element, it won't matter if the story is stretched thin.\First, in the opening scene...\Aoki-san...\A-Aoki-san! response:	This is Miura from Shounen Jack.
context: Okay. Then let's start the meeting for how to alter TEN into a one-shot form!\We'll condense chapter 1 into 45 pages.\Condense 58 pages into 45 pages?\If there's a stronger gag element, it won't matter if the story is stretched thin.\First, in the opening scene...\Aoki-san...\A-Aoki-san!\This is Miura from Shounen Jack. response:	This is hard to ask of a sensei who's been serialized, but...
context: We'll condense chapter 1 into 45 pages.\Condense 58 pages into 45 pages?\If there's a stronger gag element, it won't matter if the story is stretched thin.\First, in the opening scene...\Aoki-san...\A-Aoki-san!\This is Miura from Shounen Jack.\This is hard to ask of a sensei who's been serialized, but... response:	Sorry for the wait. I'm Takahama.
context: Condense 58 pages into 45 pages?\If there's a stronger gag element, it won't matter if the story is stretched thin.\First, in the opening scene...\Aoki-san...\A-Aoki-san!\This is Miura from Shounen Jack.\This is hard to ask of a sensei who's been serialized, but...\Sorry for the wait. I'm Takahama. response:	Nice to meet you.
context: If there's a stronger gag element, it won't matter if the story is stretched thin.\First, in the opening scene...\Aoki-san...\A-Aoki-san!\This is Miura from Shounen Jack.\This is hard to ask of a sensei who's been serialized, but...\Sorry for the wait. I'm Takahama.\Nice to meet you. response:	Oh, so you worked as Ashirogi-kun's assistant?
context: First, in the opening scene...\Aoki-san...\A-Aoki-san!\This is Miura from Shounen Jack.\This is hard to ask of a sensei who's been serialized, but...\Sorry for the wait. I'm Takahama.\Nice to meet you.\Oh, so you worked as Ashirogi-kun's assistant? response:	Yeah.
context: Aoki-san...\A-Aoki-san!\This is Miura from Shounen Jack.\This is hard to ask of a sensei who's been serialized, but...\Sorry for the wait. I'm Takahama.\Nice to meet you.\Oh, so you worked as Ashirogi-kun's assistant?\Yeah. response:	I'm Katou, I'll be working as an assistant with you.
context: A-Aoki-san!\This is Miura from Shounen Jack.\This is hard to ask of a sensei who's been serialized, but...\Sorry for the wait. I'm Takahama.\Nice to meet you.\Oh, so you worked as Ashirogi-kun's assistant?\Yeah.\I'm Katou, I'll be working as an assistant with you. response:	It's very nice to meet you.
context: This is Miura from Shounen Jack.\This is hard to ask of a sensei who's been serialized, but...\Sorry for the wait. I'm Takahama.\Nice to meet you.\Oh, so you worked as Ashirogi-kun's assistant?\Yeah.\I'm Katou, I'll be working as an assistant with you.\It's very nice to meet you. response:	Sorry, it's only you two right now.
context: This is hard to ask of a sensei who's been serialized, but...\Sorry for the wait. I'm Takahama.\Nice to meet you.\Oh, so you worked as Ashirogi-kun's assistant?\Yeah.\I'm Katou, I'll be working as an assistant with you.\It's very nice to meet you.\Sorry, it's only you two right now. response:	I'm really sorry I had to have you come, Nakai-san.
