context: But listen to me. response:	Ever since you left Grand Ziming Palace
context: and suffered severe injuries.\I'm very worried about him.\A-Yin.\When you are with me\why are nine out of ten sentences about Mo Yuan?\Are they? I just have a good relationship with my master.\- Isn't it normal? - A-Yin.\You finally came to visit me. Yet, you brought someone along. response:	Now I can't even talk to you properly.
context: I'm very worried about him.\A-Yin.\When you are with me\why are nine out of ten sentences about Mo Yuan?\Are they? I just have a good relationship with my master.\- Isn't it normal? - A-Yin.\You finally came to visit me. Yet, you brought someone along.\Now I can't even talk to you properly. response:	Xuan Nu is watching.
context: A-Yin.\When you are with me\why are nine out of ten sentences about Mo Yuan?\Are they? I just have a good relationship with my master.\- Isn't it normal? - A-Yin.\You finally came to visit me. Yet, you brought someone along.\Now I can't even talk to you properly.\Xuan Nu is watching. response:	Xuan Nu, is that the sound of the cranes at the back mountain?
context: When you are with me\why are nine out of ten sentences about Mo Yuan?\Are they? I just have a good relationship with my master.\- Isn't it normal? - A-Yin.\You finally came to visit me. Yet, you brought someone along.\Now I can't even talk to you properly.\Xuan Nu is watching.\Xuan Nu, is that the sound of the cranes at the back mountain? response:	It seems to be.
context: why are nine out of ten sentences about Mo Yuan?\Are they? I just have a good relationship with my master.\- Isn't it normal? - A-Yin.\You finally came to visit me. Yet, you brought someone along.\Now I can't even talk to you properly.\Xuan Nu is watching.\Xuan Nu, is that the sound of the cranes at the back mountain?\It seems to be. response:	I have urgent business. I need to go.
context: Are they? I just have a good relationship with my master.\- Isn't it normal? - A-Yin.\You finally came to visit me. Yet, you brought someone along.\Now I can't even talk to you properly.\Xuan Nu is watching.\Xuan Nu, is that the sound of the cranes at the back mountain?\It seems to be.\I have urgent business. I need to go. response:	You just arrived. You're leaving already?
context: - Isn't it normal? - A-Yin.\You finally came to visit me. Yet, you brought someone along.\Now I can't even talk to you properly.\Xuan Nu is watching.\Xuan Nu, is that the sound of the cranes at the back mountain?\It seems to be.\I have urgent business. I need to go.\You just arrived. You're leaving already? response:	Yes, Senior and the others are keeping a close watch.
context: You finally came to visit me. Yet, you brought someone along.\Now I can't even talk to you properly.\Xuan Nu is watching.\Xuan Nu, is that the sound of the cranes at the back mountain?\It seems to be.\I have urgent business. I need to go.\You just arrived. You're leaving already?\Yes, Senior and the others are keeping a close watch. response:	If you are bored, then go exploring.
context: Now I can't even talk to you properly.\Xuan Nu is watching.\Xuan Nu, is that the sound of the cranes at the back mountain?\It seems to be.\I have urgent business. I need to go.\You just arrived. You're leaving already?\Yes, Senior and the others are keeping a close watch.\If you are bored, then go exploring. response:	A leisurely stroll?
context: Xuan Nu is watching.\Xuan Nu, is that the sound of the cranes at the back mountain?\It seems to be.\I have urgent business. I need to go.\You just arrived. You're leaving already?\Yes, Senior and the others are keeping a close watch.\If you are bored, then go exploring.\A leisurely stroll? response:	Am I not afraid of coming across your Senior and getting beaten up again?
context: Xuan Nu, is that the sound of the cranes at the back mountain?\It seems to be.\I have urgent business. I need to go.\You just arrived. You're leaving already?\Yes, Senior and the others are keeping a close watch.\If you are bored, then go exploring.\A leisurely stroll?\Am I not afraid of coming across your Senior and getting beaten up again? response:	If you're afraid of being beaten up, then be careful.
context: It seems to be.\I have urgent business. I need to go.\You just arrived. You're leaving already?\Yes, Senior and the others are keeping a close watch.\If you are bored, then go exploring.\A leisurely stroll?\Am I not afraid of coming across your Senior and getting beaten up again?\If you're afraid of being beaten up, then be careful. response:	I can't talk anymore. I'm going now.
context: I have urgent business. I need to go.\You just arrived. You're leaving already?\Yes, Senior and the others are keeping a close watch.\If you are bored, then go exploring.\A leisurely stroll?\Am I not afraid of coming across your Senior and getting beaten up again?\If you're afraid of being beaten up, then be careful.\I can't talk anymore. I'm going now. response:	Let's go, Xuan Nu.
context: You just arrived. You're leaving already?\Yes, Senior and the others are keeping a close watch.\If you are bored, then go exploring.\A leisurely stroll?\Am I not afraid of coming across your Senior and getting beaten up again?\If you're afraid of being beaten up, then be careful.\I can't talk anymore. I'm going now.\Let's go, Xuan Nu. response:	- Senior. - Senior.
context: Yes, Senior and the others are keeping a close watch.\If you are bored, then go exploring.\A leisurely stroll?\Am I not afraid of coming across your Senior and getting beaten up again?\If you're afraid of being beaten up, then be careful.\I can't talk anymore. I'm going now.\Let's go, Xuan Nu.\- Senior. - Senior. response:	You're well-behaved today. You're back so early.
context: If you are bored, then go exploring.\A leisurely stroll?\Am I not afraid of coming across your Senior and getting beaten up again?\If you're afraid of being beaten up, then be careful.\I can't talk anymore. I'm going now.\Let's go, Xuan Nu.\- Senior. - Senior.\You're well-behaved today. You're back so early. response:	I heard the cranes calling. I thought Master came out.
context: A leisurely stroll?\Am I not afraid of coming across your Senior and getting beaten up again?\If you're afraid of being beaten up, then be careful.\I can't talk anymore. I'm going now.\Let's go, Xuan Nu.\- Senior. - Senior.\You're well-behaved today. You're back so early.\I heard the cranes calling. I thought Master came out. response:	Who knew it turned out to be just Zi Lan playing with them.
context: Am I not afraid of coming across your Senior and getting beaten up again?\If you're afraid of being beaten up, then be careful.\I can't talk anymore. I'm going now.\Let's go, Xuan Nu.\- Senior. - Senior.\You're well-behaved today. You're back so early.\I heard the cranes calling. I thought Master came out.\Who knew it turned out to be just Zi Lan playing with them. response:	Don't worry. I will tell Master all about your filial heart.
context: If you're afraid of being beaten up, then be careful.\I can't talk anymore. I'm going now.\Let's go, Xuan Nu.\- Senior. - Senior.\You're well-behaved today. You're back so early.\I heard the cranes calling. I thought Master came out.\Who knew it turned out to be just Zi Lan playing with them.\Don't worry. I will tell Master all about your filial heart. response:	That isn't my reason.
