context: So far, he's hit a right fly and been struck-out. response:	So far, he's hit a right fly and been struck-out. Something's off.
context: Impossible\Impossible I haven't touched my homework. Whatever, it doesn't matter anymore.\I haven't touched my homework. Whatever, it doesn't matter anymore.\If we're just going to do it all over again, then there's no point to doing it.\Whether tomorrow comes or not, I'll leave it to the me at that time to deal with it.\Sora kara ochite kitanda It fell from the sky\subete no negai wo nosete With all of the wishes that were made upon it\hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star response:	yappari nanika henda yo Something just doesn't seem right
context: Impossible I haven't touched my homework. Whatever, it doesn't matter anymore.\I haven't touched my homework. Whatever, it doesn't matter anymore.\If we're just going to do it all over again, then there's no point to doing it.\Whether tomorrow comes or not, I'll leave it to the me at that time to deal with it.\Sora kara ochite kitanda It fell from the sky\subete no negai wo nosete With all of the wishes that were made upon it\hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\yappari nanika henda yo Something just doesn't seem right response:	kokoro no kimi ga kieta The image of you in my mind has vanished
context: I haven't touched my homework. Whatever, it doesn't matter anymore.\If we're just going to do it all over again, then there's no point to doing it.\Whether tomorrow comes or not, I'll leave it to the me at that time to deal with it.\Sora kara ochite kitanda It fell from the sky\subete no negai wo nosete With all of the wishes that were made upon it\hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\yappari nanika henda yo Something just doesn't seem right\kokoro no kimi ga kieta The image of you in my mind has vanished response:	tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?
context: If we're just going to do it all over again, then there's no point to doing it.\Whether tomorrow comes or not, I'll leave it to the me at that time to deal with it.\Sora kara ochite kitanda It fell from the sky\subete no negai wo nosete With all of the wishes that were made upon it\hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\yappari nanika henda yo Something just doesn't seem right\kokoro no kimi ga kieta The image of you in my mind has vanished\tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly? response:	Tomare! Stop!
context: Whether tomorrow comes or not, I'll leave it to the me at that time to deal with it.\Sora kara ochite kitanda It fell from the sky\subete no negai wo nosete With all of the wishes that were made upon it\hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\yappari nanika henda yo Something just doesn't seem right\kokoro no kimi ga kieta The image of you in my mind has vanished\tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop! response:	Kako wa jibun no mono The past belongs to me
context: Sora kara ochite kitanda It fell from the sky\subete no negai wo nosete With all of the wishes that were made upon it\hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\yappari nanika henda yo Something just doesn't seem right\kokoro no kimi ga kieta The image of you in my mind has vanished\tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me response:	touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else
context: subete no negai wo nosete With all of the wishes that were made upon it\hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\yappari nanika henda yo Something just doesn't seem right\kokoro no kimi ga kieta The image of you in my mind has vanished\tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else response:	nazenara That's because
context: hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\yappari nanika henda yo Something just doesn't seem right\kokoro no kimi ga kieta The image of you in my mind has vanished\tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\nazenara That's because response:	basudei datta watashitachi niwa It was my birthday, and when we saw each other
context: yappari nanika henda yo Something just doesn't seem right\kokoro no kimi ga kieta The image of you in my mind has vanished\tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\nazenara That's because\basudei datta watashitachi niwa It was my birthday, and when we saw each other response:	deai ga umareta toki ni We could see the first dream
context: kokoro no kimi ga kieta The image of you in my mind has vanished\tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\nazenara That's because\basudei datta watashitachi niwa It was my birthday, and when we saw each other\deai ga umareta toki ni We could see the first dream response:	hajimete no yume ga mieru That we had when we were born
