context: OZ is a virtual world that can be enjoyed response:	by people from all over the world.
context: No... it's a line from The Seven Samurai.\Tasuke-ojisan.\Hmm?\Do you stock computers at your store?\Of course.\Do you have any better than this?\Of course we do.\Kazuma-kun. response:	We need to fight him.
context: Tasuke-ojisan.\Hmm?\Do you stock computers at your store?\Of course.\Do you have any better than this?\Of course we do.\Kazuma-kun.\We need to fight him. response:	This is revenge.
context: Hmm?\Do you stock computers at your store?\Of course.\Do you have any better than this?\Of course we do.\Kazuma-kun.\We need to fight him.\This is revenge. response:	Honestly, that Mansuke. What in the world was he thinking?
context: Do you stock computers at your store?\Of course.\Do you have any better than this?\Of course we do.\Kazuma-kun.\We need to fight him.\This is revenge.\Honestly, that Mansuke. What in the world was he thinking? response:	There aren't any good pictures here.
context: Of course.\Do you have any better than this?\Of course we do.\Kazuma-kun.\We need to fight him.\This is revenge.\Honestly, that Mansuke. What in the world was he thinking?\There aren't any good pictures here. response:	Hey, how about this one?
context: Do you have any better than this?\Of course we do.\Kazuma-kun.\We need to fight him.\This is revenge.\Honestly, that Mansuke. What in the world was he thinking?\There aren't any good pictures here.\Hey, how about this one? response:	Ah, this was the one taken for that one award ceremony.
context: Of course we do.\Kazuma-kun.\We need to fight him.\This is revenge.\Honestly, that Mansuke. What in the world was he thinking?\There aren't any good pictures here.\Hey, how about this one?\Ah, this was the one taken for that one award ceremony. response:	That'll do the trick.
context: Kazuma-kun.\We need to fight him.\This is revenge.\Honestly, that Mansuke. What in the world was he thinking?\There aren't any good pictures here.\Hey, how about this one?\Ah, this was the one taken for that one award ceremony.\That'll do the trick. response:	April 1600,
context: We need to fight him.\This is revenge.\Honestly, that Mansuke. What in the world was he thinking?\There aren't any good pictures here.\Hey, how about this one?\Ah, this was the one taken for that one award ceremony.\That'll do the trick.\April 1600, response:	Tokugawa Hidetada's army of 38,000
context: This is revenge.\Honestly, that Mansuke. What in the world was he thinking?\There aren't any good pictures here.\Hey, how about this one?\Ah, this was the one taken for that one award ceremony.\That'll do the trick.\April 1600,\Tokugawa Hidetada's army of 38,000 response:	struck at Ueda Castle.
context: Honestly, that Mansuke. What in the world was he thinking?\There aren't any good pictures here.\Hey, how about this one?\Ah, this was the one taken for that one award ceremony.\That'll do the trick.\April 1600,\Tokugawa Hidetada's army of 38,000\struck at Ueda Castle. response:	Our forces at the time numbered a paltry 2,000 men.
context: There aren't any good pictures here.\Hey, how about this one?\Ah, this was the one taken for that one award ceremony.\That'll do the trick.\April 1600,\Tokugawa Hidetada's army of 38,000\struck at Ueda Castle.\Our forces at the time numbered a paltry 2,000 men. response:	Then how did our ancestors face this battle?
context: Hey, how about this one?\Ah, this was the one taken for that one award ceremony.\That'll do the trick.\April 1600,\Tokugawa Hidetada's army of 38,000\struck at Ueda Castle.\Our forces at the time numbered a paltry 2,000 men.\Then how did our ancestors face this battle? response:	After deliberately luring the enemy into the castle,
context: Ah, this was the one taken for that one award ceremony.\That'll do the trick.\April 1600,\Tokugawa Hidetada's army of 38,000\struck at Ueda Castle.\Our forces at the time numbered a paltry 2,000 men.\Then how did our ancestors face this battle?\After deliberately luring the enemy into the castle, response:	they closed and locked the gates, trapping them inside.
context: That'll do the trick.\April 1600,\Tokugawa Hidetada's army of 38,000\struck at Ueda Castle.\Our forces at the time numbered a paltry 2,000 men.\Then how did our ancestors face this battle?\After deliberately luring the enemy into the castle,\they closed and locked the gates, trapping them inside. response:	Trapped like rats, Tokugawa's army
context: April 1600,\Tokugawa Hidetada's army of 38,000\struck at Ueda Castle.\Our forces at the time numbered a paltry 2,000 men.\Then how did our ancestors face this battle?\After deliberately luring the enemy into the castle,\they closed and locked the gates, trapping them inside.\Trapped like rats, Tokugawa's army response:	lost its will to fight and was defeated.
context: Tokugawa Hidetada's army of 38,000\struck at Ueda Castle.\Our forces at the time numbered a paltry 2,000 men.\Then how did our ancestors face this battle?\After deliberately luring the enemy into the castle,\they closed and locked the gates, trapping them inside.\Trapped like rats, Tokugawa's army\lost its will to fight and was defeated. response:	That was the second siege of Ueda.
context: struck at Ueda Castle.\Our forces at the time numbered a paltry 2,000 men.\Then how did our ancestors face this battle?\After deliberately luring the enemy into the castle,\they closed and locked the gates, trapping them inside.\Trapped like rats, Tokugawa's army\lost its will to fight and was defeated.\That was the second siege of Ueda. response:	Did that help any?
context: Our forces at the time numbered a paltry 2,000 men.\Then how did our ancestors face this battle?\After deliberately luring the enemy into the castle,\they closed and locked the gates, trapping them inside.\Trapped like rats, Tokugawa's army\lost its will to fight and was defeated.\That was the second siege of Ueda.\Did that help any? response:	That's a good idea.
context: Then how did our ancestors face this battle?\After deliberately luring the enemy into the castle,\they closed and locked the gates, trapping them inside.\Trapped like rats, Tokugawa's army\lost its will to fight and was defeated.\That was the second siege of Ueda.\Did that help any?\That's a good idea. response:	Then with that in mind...
context: After deliberately luring the enemy into the castle,\they closed and locked the gates, trapping them inside.\Trapped like rats, Tokugawa's army\lost its will to fight and was defeated.\That was the second siege of Ueda.\Did that help any?\That's a good idea.\Then with that in mind... response:	Hello, Sakuma?
context: they closed and locked the gates, trapping them inside.\Trapped like rats, Tokugawa's army\lost its will to fight and was defeated.\That was the second siege of Ueda.\Did that help any?\That's a good idea.\Then with that in mind...\Hello, Sakuma? response:	What're you starting now?
context: Trapped like rats, Tokugawa's army\lost its will to fight and was defeated.\That was the second siege of Ueda.\Did that help any?\That's a good idea.\Then with that in mind...\Hello, Sakuma?\What're you starting now? response:	A war.
context: lost its will to fight and was defeated.\That was the second siege of Ueda.\Did that help any?\That's a good idea.\Then with that in mind...\Hello, Sakuma?\What're you starting now?\A war. response:	Do you think this will do for the bedside decorations?
context: That was the second siege of Ueda.\Did that help any?\That's a good idea.\Then with that in mind...\Hello, Sakuma?\What're you starting now?\A war.\Do you think this will do for the bedside decorations? response:	Well, I guess it will do.
context: Did that help any?\That's a good idea.\Then with that in mind...\Hello, Sakuma?\What're you starting now?\A war.\Do you think this will do for the bedside decorations?\Well, I guess it will do. response:	Even though she's passed on, her face looks so peaceful.
