context: Sign: Broadcasting Room response:	Sign: Cool guys only
context: If I go and have fun at a party during a time like this,\I don't think the club members will look up to me anymore.\Also, I have to practise for a match I have after New Year's.\Minorin...\Y-You don't need to help out, just come for the party and -\I won't be going to the party.\Then, I'll help you guys set stuff up.\Ami-chan, you're going to? response:	Then, I'll help too!
context: I don't think the club members will look up to me anymore.\Also, I have to practise for a match I have after New Year's.\Minorin...\Y-You don't need to help out, just come for the party and -\I won't be going to the party.\Then, I'll help you guys set stuff up.\Ami-chan, you're going to?\Then, I'll help too! response:	I'm really looking forward to the party!
context: Also, I have to practise for a match I have after New Year's.\Minorin...\Y-You don't need to help out, just come for the party and -\I won't be going to the party.\Then, I'll help you guys set stuff up.\Ami-chan, you're going to?\Then, I'll help too!\I'm really looking forward to the party! response:	We'll heat it up using the power of Class 2-C!
context: Minorin...\Y-You don't need to help out, just come for the party and -\I won't be going to the party.\Then, I'll help you guys set stuff up.\Ami-chan, you're going to?\Then, I'll help too!\I'm really looking forward to the party!\We'll heat it up using the power of Class 2-C! response:	Oh, my...
context: Y-You don't need to help out, just come for the party and -\I won't be going to the party.\Then, I'll help you guys set stuff up.\Ami-chan, you're going to?\Then, I'll help too!\I'm really looking forward to the party!\We'll heat it up using the power of Class 2-C!\Oh, my... response:	What's with that look?
context: I won't be going to the party.\Then, I'll help you guys set stuff up.\Ami-chan, you're going to?\Then, I'll help too!\I'm really looking forward to the party!\We'll heat it up using the power of Class 2-C!\Oh, my...\What's with that look? response:	You don't want to be with me?
context: Then, I'll help you guys set stuff up.\Ami-chan, you're going to?\Then, I'll help too!\I'm really looking forward to the party!\We'll heat it up using the power of Class 2-C!\Oh, my...\What's with that look?\You don't want to be with me? response:	Let me make this clear, Takasu-kun.
context: Ami-chan, you're going to?\Then, I'll help too!\I'm really looking forward to the party!\We'll heat it up using the power of Class 2-C!\Oh, my...\What's with that look?\You don't want to be with me?\Let me make this clear, Takasu-kun. response:	It's in your best interest to be nice to me.
context: Then, I'll help too!\I'm really looking forward to the party!\We'll heat it up using the power of Class 2-C!\Oh, my...\What's with that look?\You don't want to be with me?\Let me make this clear, Takasu-kun.\It's in your best interest to be nice to me. response:	Why?
context: I'm really looking forward to the party!\We'll heat it up using the power of Class 2-C!\Oh, my...\What's with that look?\You don't want to be with me?\Let me make this clear, Takasu-kun.\It's in your best interest to be nice to me.\Why? response:	This sort of plan is my specialty.
context: We'll heat it up using the power of Class 2-C!\Oh, my...\What's with that look?\You don't want to be with me?\Let me make this clear, Takasu-kun.\It's in your best interest to be nice to me.\Why?\This sort of plan is my specialty. response:	I'll determine whether the party will be a success or not,
context: Oh, my...\What's with that look?\You don't want to be with me?\Let me make this clear, Takasu-kun.\It's in your best interest to be nice to me.\Why?\This sort of plan is my specialty.\I'll determine whether the party will be a success or not, response:	and it's also up to me to get that unhappy somebody to come.
context: What's with that look?\You don't want to be with me?\Let me make this clear, Takasu-kun.\It's in your best interest to be nice to me.\Why?\This sort of plan is my specialty.\I'll determine whether the party will be a success or not,\and it's also up to me to get that unhappy somebody to come. response:	Huh? What's wrong?
context: You don't want to be with me?\Let me make this clear, Takasu-kun.\It's in your best interest to be nice to me.\Why?\This sort of plan is my specialty.\I'll determine whether the party will be a success or not,\and it's also up to me to get that unhappy somebody to come.\Huh? What's wrong? response:	Oh, so you want to join us?
context: Let me make this clear, Takasu-kun.\It's in your best interest to be nice to me.\Why?\This sort of plan is my specialty.\I'll determine whether the party will be a success or not,\and it's also up to me to get that unhappy somebody to come.\Huh? What's wrong?\Oh, so you want to join us? response:	If that's the case, we'd be glad to have you.
context: It's in your best interest to be nice to me.\Why?\This sort of plan is my specialty.\I'll determine whether the party will be a success or not,\and it's also up to me to get that unhappy somebody to come.\Huh? What's wrong?\Oh, so you want to join us?\If that's the case, we'd be glad to have you. response:	I said I'm not going to.
context: Why?\This sort of plan is my specialty.\I'll determine whether the party will be a success or not,\and it's also up to me to get that unhappy somebody to come.\Huh? What's wrong?\Oh, so you want to join us?\If that's the case, we'd be glad to have you.\I said I'm not going to. response:	Minorin!
context: This sort of plan is my specialty.\I'll determine whether the party will be a success or not,\and it's also up to me to get that unhappy somebody to come.\Huh? What's wrong?\Oh, so you want to join us?\If that's the case, we'd be glad to have you.\I said I'm not going to.\Minorin! response:	Wait, Minorin!
context: I'll determine whether the party will be a success or not,\and it's also up to me to get that unhappy somebody to come.\Huh? What's wrong?\Oh, so you want to join us?\If that's the case, we'd be glad to have you.\I said I'm not going to.\Minorin!\Wait, Minorin! response:	Huh? Ryuu-chan, you're going out?
context: and it's also up to me to get that unhappy somebody to come.\Huh? What's wrong?\Oh, so you want to join us?\If that's the case, we'd be glad to have you.\I said I'm not going to.\Minorin!\Wait, Minorin!\Huh? Ryuu-chan, you're going out? response:	Taiga-chan is going too?
context: Huh? What's wrong?\Oh, so you want to join us?\If that's the case, we'd be glad to have you.\I said I'm not going to.\Minorin!\Wait, Minorin!\Huh? Ryuu-chan, you're going out?\Taiga-chan is going too? response:	Yeah, to study for our finals.
context: Oh, so you want to join us?\If that's the case, we'd be glad to have you.\I said I'm not going to.\Minorin!\Wait, Minorin!\Huh? Ryuu-chan, you're going out?\Taiga-chan is going too?\Yeah, to study for our finals. response:	We're meeting Kitamura and the others at the restaurant we always go to.
context: If that's the case, we'd be glad to have you.\I said I'm not going to.\Minorin!\Wait, Minorin!\Huh? Ryuu-chan, you're going out?\Taiga-chan is going too?\Yeah, to study for our finals.\We're meeting Kitamura and the others at the restaurant we always go to. response:	There's a salmon fillet in the frying pan, remember to heat it up before you eat it.
context: I said I'm not going to.\Minorin!\Wait, Minorin!\Huh? Ryuu-chan, you're going out?\Taiga-chan is going too?\Yeah, to study for our finals.\We're meeting Kitamura and the others at the restaurant we always go to.\There's a salmon fillet in the frying pan, remember to heat it up before you eat it. response:	Eh? Ya-chan will be giza lonely gansu!
context: Minorin!\Wait, Minorin!\Huh? Ryuu-chan, you're going out?\Taiga-chan is going too?\Yeah, to study for our finals.\We're meeting Kitamura and the others at the restaurant we always go to.\There's a salmon fillet in the frying pan, remember to heat it up before you eat it.\Eh? Ya-chan will be giza lonely gansu! response:	W-What's with that giza and gansu?
context: Wait, Minorin!\Huh? Ryuu-chan, you're going out?\Taiga-chan is going too?\Yeah, to study for our finals.\We're meeting Kitamura and the others at the restaurant we always go to.\There's a salmon fillet in the frying pan, remember to heat it up before you eat it.\Eh? Ya-chan will be giza lonely gansu!\W-What's with that giza and gansu? response:	Ryuu-chan, don't you know?
