context: Your Highness. response:	- Is Fifth Sister here? - Aunt?
context: I wish to do something useful for the world, just as my father did.\It is precisely because your father made sacrifices for the Celestial Tribe\that I have even more reason to not allow you to do so.\The south poses trouble from the Mermaid Clan\while the north is in such unrest.\The Celestial Tribe is in need of manpower.\Do not hesitate any longer, Your Majesty.\I am willing to do this. I have absolutely no complaints. response:	You do not understand, child.
context: It is precisely because your father made sacrifices for the Celestial Tribe\that I have even more reason to not allow you to do so.\The south poses trouble from the Mermaid Clan\while the north is in such unrest.\The Celestial Tribe is in need of manpower.\Do not hesitate any longer, Your Majesty.\I am willing to do this. I have absolutely no complaints.\You do not understand, child. response:	This is an important life decision.
context: that I have even more reason to not allow you to do so.\The south poses trouble from the Mermaid Clan\while the north is in such unrest.\The Celestial Tribe is in need of manpower.\Do not hesitate any longer, Your Majesty.\I am willing to do this. I have absolutely no complaints.\You do not understand, child.\This is an important life decision. response:	You must not act rashly.
context: The south poses trouble from the Mermaid Clan\while the north is in such unrest.\The Celestial Tribe is in need of manpower.\Do not hesitate any longer, Your Majesty.\I am willing to do this. I have absolutely no complaints.\You do not understand, child.\This is an important life decision.\You must not act rashly. response:	If...
context: while the north is in such unrest.\The Celestial Tribe is in need of manpower.\Do not hesitate any longer, Your Majesty.\I am willing to do this. I have absolutely no complaints.\You do not understand, child.\This is an important life decision.\You must not act rashly.\If... response:	If Your Majesty feels you owe me a debt
context: The Celestial Tribe is in need of manpower.\Do not hesitate any longer, Your Majesty.\I am willing to do this. I have absolutely no complaints.\You do not understand, child.\This is an important life decision.\You must not act rashly.\If...\If Your Majesty feels you owe me a debt response:	could you allow me this?
context: Do not hesitate any longer, Your Majesty.\I am willing to do this. I have absolutely no complaints.\You do not understand, child.\This is an important life decision.\You must not act rashly.\If...\If Your Majesty feels you owe me a debt\could you allow me this? response:	In the future, no matter what wish I may have
context: I am willing to do this. I have absolutely no complaints.\You do not understand, child.\This is an important life decision.\You must not act rashly.\If...\If Your Majesty feels you owe me a debt\could you allow me this?\In the future, no matter what wish I may have response:	Your Majesty will grant it to me.
context: You do not understand, child.\This is an important life decision.\You must not act rashly.\If...\If Your Majesty feels you owe me a debt\could you allow me this?\In the future, no matter what wish I may have\Your Majesty will grant it to me. response:	Why didn't I notice you were injured when I took you in?
context: This is an important life decision.\You must not act rashly.\If...\If Your Majesty feels you owe me a debt\could you allow me this?\In the future, no matter what wish I may have\Your Majesty will grant it to me.\Why didn't I notice you were injured when I took you in? response:	When I took in those birds, I also used this herbal medicine on them
context: You must not act rashly.\If...\If Your Majesty feels you owe me a debt\could you allow me this?\In the future, no matter what wish I may have\Your Majesty will grant it to me.\Why didn't I notice you were injured when I took you in?\When I took in those birds, I also used this herbal medicine on them response:	and they were healed within 10 days.
context: If...\If Your Majesty feels you owe me a debt\could you allow me this?\In the future, no matter what wish I may have\Your Majesty will grant it to me.\Why didn't I notice you were injured when I took you in?\When I took in those birds, I also used this herbal medicine on them\and they were healed within 10 days. response:	Bear with it for a while. I'll be done soon.
context: If Your Majesty feels you owe me a debt\could you allow me this?\In the future, no matter what wish I may have\Your Majesty will grant it to me.\Why didn't I notice you were injured when I took you in?\When I took in those birds, I also used this herbal medicine on them\and they were healed within 10 days.\Bear with it for a while. I'll be done soon. response:	This is the yellowseed herb found only in the far east.
context: could you allow me this?\In the future, no matter what wish I may have\Your Majesty will grant it to me.\Why didn't I notice you were injured when I took you in?\When I took in those birds, I also used this herbal medicine on them\and they were healed within 10 days.\Bear with it for a while. I'll be done soon.\This is the yellowseed herb found only in the far east. response:	It can remove rotting flesh.
context: In the future, no matter what wish I may have\Your Majesty will grant it to me.\Why didn't I notice you were injured when I took you in?\When I took in those birds, I also used this herbal medicine on them\and they were healed within 10 days.\Bear with it for a while. I'll be done soon.\This is the yellowseed herb found only in the far east.\It can remove rotting flesh. response:	It must be used with the juice of berries with a regenerative effect to be useful.
