context: Dang... I finally climbed up the ladder enough to get a TV appearance. response:	These greenrooms sure do make you restless, though.
context: He's actually answering the questions.\What kind of problems did people come to you with?\Stiff shoulders, spirit photos, and stuff.\Did they see any results?\Those cases have been solved.\Any particular case that stands out?\Getting rid of some urban legends.\Have you ever had any conflicts with your clients? response:	I have not.
context: What kind of problems did people come to you with?\Stiff shoulders, spirit photos, and stuff.\Did they see any results?\Those cases have been solved.\Any particular case that stands out?\Getting rid of some urban legends.\Have you ever had any conflicts with your clients?\I have not. response:	Have you ever sold any expensive salt or prayer beads?
context: Stiff shoulders, spirit photos, and stuff.\Did they see any results?\Those cases have been solved.\Any particular case that stands out?\Getting rid of some urban legends.\Have you ever had any conflicts with your clients?\I have not.\Have you ever sold any expensive salt or prayer beads? response:	I have not.
context: Did they see any results?\Those cases have been solved.\Any particular case that stands out?\Getting rid of some urban legends.\Have you ever had any conflicts with your clients?\I have not.\Have you ever sold any expensive salt or prayer beads?\I have not. response:	Apparently, information about when you were a student is spreading over the Internet.
context: Those cases have been solved.\Any particular case that stands out?\Getting rid of some urban legends.\Have you ever had any conflicts with your clients?\I have not.\Have you ever sold any expensive salt or prayer beads?\I have not.\Apparently, information about when you were a student is spreading over the Internet. response:	That doesn't matter.
context: Any particular case that stands out?\Getting rid of some urban legends.\Have you ever had any conflicts with your clients?\I have not.\Have you ever sold any expensive salt or prayer beads?\I have not.\Apparently, information about when you were a student is spreading over the Internet.\That doesn't matter. response:	According to your graduation essay, you wrote this...
context: Getting rid of some urban legends.\Have you ever had any conflicts with your clients?\I have not.\Have you ever sold any expensive salt or prayer beads?\I have not.\Apparently, information about when you were a student is spreading over the Internet.\That doesn't matter.\According to your graduation essay, you wrote this... response:	I want to be somebody.
context: Have you ever had any conflicts with your clients?\I have not.\Have you ever sold any expensive salt or prayer beads?\I have not.\Apparently, information about when you were a student is spreading over the Internet.\That doesn't matter.\According to your graduation essay, you wrote this...\I want to be somebody. response:	What made you get into the psychic business?
context: I have not.\Have you ever sold any expensive salt or prayer beads?\I have not.\Apparently, information about when you were a student is spreading over the Internet.\That doesn't matter.\According to your graduation essay, you wrote this...\I want to be somebody.\What made you get into the psychic business? response:	Why?
context: Have you ever sold any expensive salt or prayer beads?\I have not.\Apparently, information about when you were a student is spreading over the Internet.\That doesn't matter.\According to your graduation essay, you wrote this...\I want to be somebody.\What made you get into the psychic business?\Why? response:	Reigen-san looks pretty pale...
context: I have not.\Apparently, information about when you were a student is spreading over the Internet.\That doesn't matter.\According to your graduation essay, you wrote this...\I want to be somebody.\What made you get into the psychic business?\Why?\Reigen-san looks pretty pale... response:	D-Don't keep making the media outlets your enemy.
context: Apparently, information about when you were a student is spreading over the Internet.\That doesn't matter.\According to your graduation essay, you wrote this...\I want to be somebody.\What made you get into the psychic business?\Why?\Reigen-san looks pretty pale...\D-Don't keep making the media outlets your enemy. response:	How wonderful. He's at a loss for words.
context: That doesn't matter.\According to your graduation essay, you wrote this...\I want to be somebody.\What made you get into the psychic business?\Why?\Reigen-san looks pretty pale...\D-Don't keep making the media outlets your enemy.\How wonderful. He's at a loss for words. response:	Something's wrong. He doesn't have his usual zing.
context: According to your graduation essay, you wrote this...\I want to be somebody.\What made you get into the psychic business?\Why?\Reigen-san looks pretty pale...\D-Don't keep making the media outlets your enemy.\How wonderful. He's at a loss for words.\Something's wrong. He doesn't have his usual zing. response:	Great Master Reigen...
context: I want to be somebody.\What made you get into the psychic business?\Why?\Reigen-san looks pretty pale...\D-Don't keep making the media outlets your enemy.\How wonderful. He's at a loss for words.\Something's wrong. He doesn't have his usual zing.\Great Master Reigen... response:	What's wrong?
context: What made you get into the psychic business?\Why?\Reigen-san looks pretty pale...\D-Don't keep making the media outlets your enemy.\How wonderful. He's at a loss for words.\Something's wrong. He doesn't have his usual zing.\Great Master Reigen...\What's wrong? response:	Why did I decide to live as a psychic?
