context: Come home soon, Father. response:	Oh, shut up! Stop ringing!
context: I made a pact with Archer last night, so please list me officially as a Master.\Very well.\Then, what are your plans?\Would you care to stop by?\I have something for you that your parents left in my care.\You mean Father's will?\I already deciphered it and found what he left, so that's fine.\I'll stop by if I'm ever in the mood, so I'll see you then. response:	Wait, Rin
context: Very well.\Then, what are your plans?\Would you care to stop by?\I have something for you that your parents left in my care.\You mean Father's will?\I already deciphered it and found what he left, so that's fine.\I'll stop by if I'm ever in the mood, so I'll see you then.\Wait, Rin response:	Are you going to school?
context: Then, what are your plans?\Would you care to stop by?\I have something for you that your parents left in my care.\You mean Father's will?\I already deciphered it and found what he left, so that's fine.\I'll stop by if I'm ever in the mood, so I'll see you then.\Wait, Rin\Are you going to school? response:	Yes.
context: Would you care to stop by?\I have something for you that your parents left in my care.\You mean Father's will?\I already deciphered it and found what he left, so that's fine.\I'll stop by if I'm ever in the mood, so I'll see you then.\Wait, Rin\Are you going to school?\Yes. response:	Is that a problem?
context: I have something for you that your parents left in my care.\You mean Father's will?\I already deciphered it and found what he left, so that's fine.\I'll stop by if I'm ever in the mood, so I'll see you then.\Wait, Rin\Are you going to school?\Yes.\Is that a problem? response:	No, but isn't a school
context: You mean Father's will?\I already deciphered it and found what he left, so that's fine.\I'll stop by if I'm ever in the mood, so I'll see you then.\Wait, Rin\Are you going to school?\Yes.\Is that a problem?\No, but isn't a school response:	a location where it would be difficult to prepare for surprise attacks?
context: I already deciphered it and found what he left, so that's fine.\I'll stop by if I'm ever in the mood, so I'll see you then.\Wait, Rin\Are you going to school?\Yes.\Is that a problem?\No, but isn't a school\a location where it would be difficult to prepare for surprise attacks? response:	We avoid public battles with other Masters, don't we?
context: I'll stop by if I'm ever in the mood, so I'll see you then.\Wait, Rin\Are you going to school?\Yes.\Is that a problem?\No, but isn't a school\a location where it would be difficult to prepare for surprise attacks?\We avoid public battles with other Masters, don't we? response:	So I think if we're somewhere as public as a school,
context: Wait, Rin\Are you going to school?\Yes.\Is that a problem?\No, but isn't a school\a location where it would be difficult to prepare for surprise attacks?\We avoid public battles with other Masters, don't we?\So I think if we're somewhere as public as a school, response:	there's little chance of a sneak attack.
context: Are you going to school?\Yes.\Is that a problem?\No, but isn't a school\a location where it would be difficult to prepare for surprise attacks?\We avoid public battles with other Masters, don't we?\So I think if we're somewhere as public as a school,\there's little chance of a sneak attack. response:	Purely hypothetically,
context: Yes.\Is that a problem?\No, but isn't a school\a location where it would be difficult to prepare for surprise attacks?\We avoid public battles with other Masters, don't we?\So I think if we're somewhere as public as a school,\there's little chance of a sneak attack.\Purely hypothetically, response:	if there is an enemy in this haven, what will you do?
context: Is that a problem?\No, but isn't a school\a location where it would be difficult to prepare for surprise attacks?\We avoid public battles with other Masters, don't we?\So I think if we're somewhere as public as a school,\there's little chance of a sneak attack.\Purely hypothetically,\if there is an enemy in this haven, what will you do? response:	That won't happen.
context: No, but isn't a school\a location where it would be difficult to prepare for surprise attacks?\We avoid public battles with other Masters, don't we?\So I think if we're somewhere as public as a school,\there's little chance of a sneak attack.\Purely hypothetically,\if there is an enemy in this haven, what will you do?\That won't happen. response:	There's only one mage family in this city besides the Tohsaka.
context: a location where it would be difficult to prepare for surprise attacks?\We avoid public battles with other Masters, don't we?\So I think if we're somewhere as public as a school,\there's little chance of a sneak attack.\Purely hypothetically,\if there is an enemy in this haven, what will you do?\That won't happen.\There's only one mage family in this city besides the Tohsaka. response:	That family is a shadow of its former self.
context: We avoid public battles with other Masters, don't we?\So I think if we're somewhere as public as a school,\there's little chance of a sneak attack.\Purely hypothetically,\if there is an enemy in this haven, what will you do?\That won't happen.\There's only one mage family in this city besides the Tohsaka.\That family is a shadow of its former self. response:	They could never produce a Master.
context: So I think if we're somewhere as public as a school,\there's little chance of a sneak attack.\Purely hypothetically,\if there is an enemy in this haven, what will you do?\That won't happen.\There's only one mage family in this city besides the Tohsaka.\That family is a shadow of its former self.\They could never produce a Master. response:	Then what you're saying is that there is indeed another mage at your school.
