context: Next up is the inter-club relay race. response:	On your mark! Get set!
context: Umm, if it's possible, I'd like to have a less prominent role...\No way! We're going to have you play a really flashy role.\You're kind of like our Brigade's trademark, after all.\You might want to practice your autograph.\When we have our premier showing, I'm sure that people will want it.\Where are you planning on holding that?\But I can't act.\It's all right. I'll be sure to give you perfect direction. response:	Oh, but Yuki and Koizumi don't seem to be very serious about this.
context: No way! We're going to have you play a really flashy role.\You're kind of like our Brigade's trademark, after all.\You might want to practice your autograph.\When we have our premier showing, I'm sure that people will want it.\Where are you planning on holding that?\But I can't act.\It's all right. I'll be sure to give you perfect direction.\Oh, but Yuki and Koizumi don't seem to be very serious about this. response:	I told them this took priority.
context: You're kind of like our Brigade's trademark, after all.\You might want to practice your autograph.\When we have our premier showing, I'm sure that people will want it.\Where are you planning on holding that?\But I can't act.\It's all right. I'll be sure to give you perfect direction.\Oh, but Yuki and Koizumi don't seem to be very serious about this.\I told them this took priority. response:	I guess I'll have to give them a mild warning for showing up late because of their classes.
context: You might want to practice your autograph.\When we have our premier showing, I'm sure that people will want it.\Where are you planning on holding that?\But I can't act.\It's all right. I'll be sure to give you perfect direction.\Oh, but Yuki and Koizumi don't seem to be very serious about this.\I told them this took priority.\I guess I'll have to give them a mild warning for showing up late because of their classes. response:	I think it's stranger that Miss Asahina and I are here, right now.
context: When we have our premier showing, I'm sure that people will want it.\Where are you planning on holding that?\But I can't act.\It's all right. I'll be sure to give you perfect direction.\Oh, but Yuki and Koizumi don't seem to be very serious about this.\I told them this took priority.\I guess I'll have to give them a mild warning for showing up late because of their classes.\I think it's stranger that Miss Asahina and I are here, right now. response:	Is it okay for you to not participate in your class's meeting, Miss Asahina?
context: Where are you planning on holding that?\But I can't act.\It's all right. I'll be sure to give you perfect direction.\Oh, but Yuki and Koizumi don't seem to be very serious about this.\I told them this took priority.\I guess I'll have to give them a mild warning for showing up late because of their classes.\I think it's stranger that Miss Asahina and I are here, right now.\Is it okay for you to not participate in your class's meeting, Miss Asahina? response:	Yes. I'm just going to be a waitress, so I just need to get sized for my outfit.
context: But I can't act.\It's all right. I'll be sure to give you perfect direction.\Oh, but Yuki and Koizumi don't seem to be very serious about this.\I told them this took priority.\I guess I'll have to give them a mild warning for showing up late because of their classes.\I think it's stranger that Miss Asahina and I are here, right now.\Is it okay for you to not participate in your class's meeting, Miss Asahina?\Yes. I'm just going to be a waitress, so I just need to get sized for my outfit. response:	I wonder what the outfit is going to be like.
context: It's all right. I'll be sure to give you perfect direction.\Oh, but Yuki and Koizumi don't seem to be very serious about this.\I told them this took priority.\I guess I'll have to give them a mild warning for showing up late because of their classes.\I think it's stranger that Miss Asahina and I are here, right now.\Is it okay for you to not participate in your class's meeting, Miss Asahina?\Yes. I'm just going to be a waitress, so I just need to get sized for my outfit.\I wonder what the outfit is going to be like. response:	I'm kind of looking forward to it.
context: Oh, but Yuki and Koizumi don't seem to be very serious about this.\I told them this took priority.\I guess I'll have to give them a mild warning for showing up late because of their classes.\I think it's stranger that Miss Asahina and I are here, right now.\Is it okay for you to not participate in your class's meeting, Miss Asahina?\Yes. I'm just going to be a waitress, so I just need to get sized for my outfit.\I wonder what the outfit is going to be like.\I'm kind of looking forward to it. response:	The slightly embarrassed smile on Miss Asahina's face
context: I told them this took priority.\I guess I'll have to give them a mild warning for showing up late because of their classes.\I think it's stranger that Miss Asahina and I are here, right now.\Is it okay for you to not participate in your class's meeting, Miss Asahina?\Yes. I'm just going to be a waitress, so I just need to get sized for my outfit.\I wonder what the outfit is going to be like.\I'm kind of looking forward to it.\The slightly embarrassed smile on Miss Asahina's face response:	seems to point to her being used to cosplay now.
