context: We don't know Eto Sensei, do we? response:	Right, Nodame's Sensei is Tanioka Sensei, you know.
context: Your instructor is Harisen\But I attend the other classes\like children education...\I told you, you don't suit that job\You don't suit to be a teacher\Why is that?\How could you possibly advise children for education?\You'll be disrespected and bullied by the children! response:	That way you can't be a teacher!
context: But I attend the other classes\like children education...\I told you, you don't suit that job\You don't suit to be a teacher\Why is that?\How could you possibly advise children for education?\You'll be disrespected and bullied by the children!\That way you can't be a teacher! response:	Nodame will be a kindergarten teacher
context: like children education...\I told you, you don't suit that job\You don't suit to be a teacher\Why is that?\How could you possibly advise children for education?\You'll be disrespected and bullied by the children!\That way you can't be a teacher!\Nodame will be a kindergarten teacher response:	If I were a parent...
context: I told you, you don't suit that job\You don't suit to be a teacher\Why is that?\How could you possibly advise children for education?\You'll be disrespected and bullied by the children!\That way you can't be a teacher!\Nodame will be a kindergarten teacher\If I were a parent... response:	only to you, I certainly won't entrust my kid!
context: You don't suit to be a teacher\Why is that?\How could you possibly advise children for education?\You'll be disrespected and bullied by the children!\That way you can't be a teacher!\Nodame will be a kindergarten teacher\If I were a parent...\only to you, I certainly won't entrust my kid! response:	Today Nodame will go home by myself.
context: Why is that?\How could you possibly advise children for education?\You'll be disrespected and bullied by the children!\That way you can't be a teacher!\Nodame will be a kindergarten teacher\If I were a parent...\only to you, I certainly won't entrust my kid!\Today Nodame will go home by myself. response:	Let's split up!
context: How could you possibly advise children for education?\You'll be disrespected and bullied by the children!\That way you can't be a teacher!\Nodame will be a kindergarten teacher\If I were a parent...\only to you, I certainly won't entrust my kid!\Today Nodame will go home by myself.\Let's split up! response:	O-oh, please do that favour for me! I'll go home by myself too!
context: You'll be disrespected and bullied by the children!\That way you can't be a teacher!\Nodame will be a kindergarten teacher\If I were a parent...\only to you, I certainly won't entrust my kid!\Today Nodame will go home by myself.\Let's split up!\O-oh, please do that favour for me! I'll go home by myself too! response:	Let's live separately too!
context: That way you can't be a teacher!\Nodame will be a kindergarten teacher\If I were a parent...\only to you, I certainly won't entrust my kid!\Today Nodame will go home by myself.\Let's split up!\O-oh, please do that favour for me! I'll go home by myself too!\Let's live separately too! response:	It's divorce!
context: Nodame will be a kindergarten teacher\If I were a parent...\only to you, I certainly won't entrust my kid!\Today Nodame will go home by myself.\Let's split up!\O-oh, please do that favour for me! I'll go home by myself too!\Let's live separately too!\It's divorce! response:	(I noticed this is Roppongi Hills)
context: If I were a parent...\only to you, I certainly won't entrust my kid!\Today Nodame will go home by myself.\Let's split up!\O-oh, please do that favour for me! I'll go home by myself too!\Let's live separately too!\It's divorce!\(I noticed this is Roppongi Hills) response:	Silly girl...
context: only to you, I certainly won't entrust my kid!\Today Nodame will go home by myself.\Let's split up!\O-oh, please do that favour for me! I'll go home by myself too!\Let's live separately too!\It's divorce!\(I noticed this is Roppongi Hills)\Silly girl... response:	You're definitely suitable to be a music performer...
context: Today Nodame will go home by myself.\Let's split up!\O-oh, please do that favour for me! I'll go home by myself too!\Let's live separately too!\It's divorce!\(I noticed this is Roppongi Hills)\Silly girl...\You're definitely suitable to be a music performer... response:	But the way she is now, it can't be...
context: Let's split up!\O-oh, please do that favour for me! I'll go home by myself too!\Let's live separately too!\It's divorce!\(I noticed this is Roppongi Hills)\Silly girl...\You're definitely suitable to be a music performer...\But the way she is now, it can't be... response:	How much talent she has...
context: O-oh, please do that favour for me! I'll go home by myself too!\Let's live separately too!\It's divorce!\(I noticed this is Roppongi Hills)\Silly girl...\You're definitely suitable to be a music performer...\But the way she is now, it can't be...\How much talent she has... response:	but as long as she does not wish it to be...
context: Let's live separately too!\It's divorce!\(I noticed this is Roppongi Hills)\Silly girl...\You're definitely suitable to be a music performer...\But the way she is now, it can't be...\How much talent she has...\but as long as she does not wish it to be... response:	Even if I drag and pull her up...
context: It's divorce!\(I noticed this is Roppongi Hills)\Silly girl...\You're definitely suitable to be a music performer...\But the way she is now, it can't be...\How much talent she has...\but as long as she does not wish it to be...\Even if I drag and pull her up... response:	in the end, the thing which can change her..
context: (I noticed this is Roppongi Hills)\Silly girl...\You're definitely suitable to be a music performer...\But the way she is now, it can't be...\How much talent she has...\but as long as she does not wish it to be...\Even if I drag and pull her up...\in the end, the thing which can change her.. response:	will be her own effort to get better...
context: Silly girl...\You're definitely suitable to be a music performer...\But the way she is now, it can't be...\How much talent she has...\but as long as she does not wish it to be...\Even if I drag and pull her up...\in the end, the thing which can change her..\will be her own effort to get better... response:	Oh, the person from Chiaki Senpai's Oke...
context: You're definitely suitable to be a music performer...\But the way she is now, it can't be...\How much talent she has...\but as long as she does not wish it to be...\Even if I drag and pull her up...\in the end, the thing which can change her..\will be her own effort to get better...\Oh, the person from Chiaki Senpai's Oke... response:	Noda...Megumi-chan...
context: But the way she is now, it can't be...\How much talent she has...\but as long as she does not wish it to be...\Even if I drag and pull her up...\in the end, the thing which can change her..\will be her own effort to get better...\Oh, the person from Chiaki Senpai's Oke...\Noda...Megumi-chan... response:	Oh, good evening...
context: How much talent she has...\but as long as she does not wish it to be...\Even if I drag and pull her up...\in the end, the thing which can change her..\will be her own effort to get better...\Oh, the person from Chiaki Senpai's Oke...\Noda...Megumi-chan...\Oh, good evening... response:	Good evening...
context: but as long as she does not wish it to be...\Even if I drag and pull her up...\in the end, the thing which can change her..\will be her own effort to get better...\Oh, the person from Chiaki Senpai's Oke...\Noda...Megumi-chan...\Oh, good evening...\Good evening... response:	Ahh...
context: Even if I drag and pull her up...\in the end, the thing which can change her..\will be her own effort to get better...\Oh, the person from Chiaki Senpai's Oke...\Noda...Megumi-chan...\Oh, good evening...\Good evening...\Ahh... response:	I'm Kuroki Yasunori from Morimitsu Music Academy,
context: in the end, the thing which can change her..\will be her own effort to get better...\Oh, the person from Chiaki Senpai's Oke...\Noda...Megumi-chan...\Oh, good evening...\Good evening...\Ahh...\I'm Kuroki Yasunori from Morimitsu Music Academy, response:	Thank you for the food for lunch...
context: will be her own effort to get better...\Oh, the person from Chiaki Senpai's Oke...\Noda...Megumi-chan...\Oh, good evening...\Good evening...\Ahh...\I'm Kuroki Yasunori from Morimitsu Music Academy,\Thank you for the food for lunch... response:	Don't mention it, don't mention it
context: Oh, the person from Chiaki Senpai's Oke...\Noda...Megumi-chan...\Oh, good evening...\Good evening...\Ahh...\I'm Kuroki Yasunori from Morimitsu Music Academy,\Thank you for the food for lunch...\Don't mention it, don't mention it response:	That...and this.
context: Noda...Megumi-chan...\Oh, good evening...\Good evening...\Ahh...\I'm Kuroki Yasunori from Morimitsu Music Academy,\Thank you for the food for lunch...\Don't mention it, don't mention it\That...and this. response:	When I was taking a walk outside, I saw it accidentally in a flower shop...
context: Oh, good evening...\Good evening...\Ahh...\I'm Kuroki Yasunori from Morimitsu Music Academy,\Thank you for the food for lunch...\Don't mention it, don't mention it\That...and this.\When I was taking a walk outside, I saw it accidentally in a flower shop... response:	Do you know
context: Good evening...\Ahh...\I'm Kuroki Yasunori from Morimitsu Music Academy,\Thank you for the food for lunch...\Don't mention it, don't mention it\That...and this.\When I was taking a walk outside, I saw it accidentally in a flower shop...\Do you know response:	Lily of the Valley's flower message?
