context: Intro response:	The heck is this?
context: Huh?\No, no, no!\There's nothing wrong with Uniclo!\Uniclo is fine too!\But you look cooler than usual today.\My roommate insisted I couldn't possibly wear Uniclo on a date.\So you consider this a date?\Huh? response:	Yeah, I guess...
context: No, no, no!\There's nothing wrong with Uniclo!\Uniclo is fine too!\But you look cooler than usual today.\My roommate insisted I couldn't possibly wear Uniclo on a date.\So you consider this a date?\Huh?\Yeah, I guess... response:	Yesss!
context: There's nothing wrong with Uniclo!\Uniclo is fine too!\But you look cooler than usual today.\My roommate insisted I couldn't possibly wear Uniclo on a date.\So you consider this a date?\Huh?\Yeah, I guess...\Yesss! response:	So, what are we doing?
context: Uniclo is fine too!\But you look cooler than usual today.\My roommate insisted I couldn't possibly wear Uniclo on a date.\So you consider this a date?\Huh?\Yeah, I guess...\Yesss!\So, what are we doing? response:	Let's go to Cafe Dotour.
context: But you look cooler than usual today.\My roommate insisted I couldn't possibly wear Uniclo on a date.\So you consider this a date?\Huh?\Yeah, I guess...\Yesss!\So, what are we doing?\Let's go to Cafe Dotour. response:	It's cheap, and we can relax there.
context: My roommate insisted I couldn't possibly wear Uniclo on a date.\So you consider this a date?\Huh?\Yeah, I guess...\Yesss!\So, what are we doing?\Let's go to Cafe Dotour.\It's cheap, and we can relax there. response:	I'm the one asking you for advice,
context: So you consider this a date?\Huh?\Yeah, I guess...\Yesss!\So, what are we doing?\Let's go to Cafe Dotour.\It's cheap, and we can relax there.\I'm the one asking you for advice, response:	so I'll pick up the tab!
context: Huh?\Yeah, I guess...\Yesss!\So, what are we doing?\Let's go to Cafe Dotour.\It's cheap, and we can relax there.\I'm the one asking you for advice,\so I'll pick up the tab! response:	Don't look down on me. I'm an adult.
context: Yeah, I guess...\Yesss!\So, what are we doing?\Let's go to Cafe Dotour.\It's cheap, and we can relax there.\I'm the one asking you for advice,\so I'll pick up the tab!\Don't look down on me. I'm an adult. response:	I can take care of this.
context: Yesss!\So, what are we doing?\Let's go to Cafe Dotour.\It's cheap, and we can relax there.\I'm the one asking you for advice,\so I'll pick up the tab!\Don't look down on me. I'm an adult.\I can take care of this. response:	Shall we?
context: So, what are we doing?\Let's go to Cafe Dotour.\It's cheap, and we can relax there.\I'm the one asking you for advice,\so I'll pick up the tab!\Don't look down on me. I'm an adult.\I can take care of this.\Shall we? response:	Ah...
context: Let's go to Cafe Dotour.\It's cheap, and we can relax there.\I'm the one asking you for advice,\so I'll pick up the tab!\Don't look down on me. I'm an adult.\I can take care of this.\Shall we?\Ah... response:	M-Maou...
context: It's cheap, and we can relax there.\I'm the one asking you for advice,\so I'll pick up the tab!\Don't look down on me. I'm an adult.\I can take care of this.\Shall we?\Ah...\M-Maou... response:	Yeah?
context: I'm the one asking you for advice,\so I'll pick up the tab!\Don't look down on me. I'm an adult.\I can take care of this.\Shall we?\Ah...\M-Maou...\Yeah? response:	Um...
context: so I'll pick up the tab!\Don't look down on me. I'm an adult.\I can take care of this.\Shall we?\Ah...\M-Maou...\Yeah?\Um... response:	Er...
context: Don't look down on me. I'm an adult.\I can take care of this.\Shall we?\Ah...\M-Maou...\Yeah?\Um...\Er... response:	What's up?
context: I can take care of this.\Shall we?\Ah...\M-Maou...\Yeah?\Um...\Er...\What's up? response:	Could we hold hands?
context: Shall we?\Ah...\M-Maou...\Yeah?\Um...\Er...\What's up?\Could we hold hands? response:	Oh, is that all?
context: Ah...\M-Maou...\Yeah?\Um...\Er...\What's up?\Could we hold hands?\Oh, is that all? response:	Sure, why not?
context: M-Maou...\Yeah?\Um...\Er...\What's up?\Could we hold hands?\Oh, is that all?\Sure, why not? response:	Something wrong?
context: Yeah?\Um...\Er...\What's up?\Could we hold hands?\Oh, is that all?\Sure, why not?\Something wrong? response:	Huh?
context: Um...\Er...\What's up?\Could we hold hands?\Oh, is that all?\Sure, why not?\Something wrong?\Huh? response:	Oh, n-nothing. Never mind.
context: Er...\What's up?\Could we hold hands?\Oh, is that all?\Sure, why not?\Something wrong?\Huh?\Oh, n-nothing. Never mind. response:	Thanks!
context: What's up?\Could we hold hands?\Oh, is that all?\Sure, why not?\Something wrong?\Huh?\Oh, n-nothing. Never mind.\Thanks! response:	Yeah, we might get separated if we don't.
context: Could we hold hands?\Oh, is that all?\Sure, why not?\Something wrong?\Huh?\Oh, n-nothing. Never mind.\Thanks!\Yeah, we might get separated if we don't. response:	There's a lot of people here.
context: Oh, is that all?\Sure, why not?\Something wrong?\Huh?\Oh, n-nothing. Never mind.\Thanks!\Yeah, we might get separated if we don't.\There's a lot of people here. response:	Of course.
context: Sure, why not?\Something wrong?\Huh?\Oh, n-nothing. Never mind.\Thanks!\Yeah, we might get separated if we don't.\There's a lot of people here.\Of course. response:	I kinda knew you were gonna say that.
context: Something wrong?\Huh?\Oh, n-nothing. Never mind.\Thanks!\Yeah, we might get separated if we don't.\There's a lot of people here.\Of course.\I kinda knew you were gonna say that. response:	What are you doing here?
context: Huh?\Oh, n-nothing. Never mind.\Thanks!\Yeah, we might get separated if we don't.\There's a lot of people here.\Of course.\I kinda knew you were gonna say that.\What are you doing here? response:	Emilia?!
context: Oh, n-nothing. Never mind.\Thanks!\Yeah, we might get separated if we don't.\There's a lot of people here.\Of course.\I kinda knew you were gonna say that.\What are you doing here?\Emilia?! response:	Stop calling me by my real name.
context: Thanks!\Yeah, we might get separated if we don't.\There's a lot of people here.\Of course.\I kinda knew you were gonna say that.\What are you doing here?\Emilia?!\Stop calling me by my real name. response:	You're acting mighty suspicious right now.
context: Yeah, we might get separated if we don't.\There's a lot of people here.\Of course.\I kinda knew you were gonna say that.\What are you doing here?\Emilia?!\Stop calling me by my real name.\You're acting mighty suspicious right now. response:	Are you tailing someone?
context: There's a lot of people here.\Of course.\I kinda knew you were gonna say that.\What are you doing here?\Emilia?!\Stop calling me by my real name.\You're acting mighty suspicious right now.\Are you tailing someone? response:	That's none of your business!
context: Of course.\I kinda knew you were gonna say that.\What are you doing here?\Emilia?!\Stop calling me by my real name.\You're acting mighty suspicious right now.\Are you tailing someone?\That's none of your business! response:	Do you really think I, the Hero, would ignore you guys after seeing you act all suspicious?
context: I kinda knew you were gonna say that.\What are you doing here?\Emilia?!\Stop calling me by my real name.\You're acting mighty suspicious right now.\Are you tailing someone?\That's none of your business!\Do you really think I, the Hero, would ignore you guys after seeing you act all suspicious? response:	Could you overlook this so I don't lose face?
context: What are you doing here?\Emilia?!\Stop calling me by my real name.\You're acting mighty suspicious right now.\Are you tailing someone?\That's none of your business!\Do you really think I, the Hero, would ignore you guys after seeing you act all suspicious?\Could you overlook this so I don't lose face? response:	That demonic face you had back in Ente Isla? I'd much rather you lost it.
context: Emilia?!\Stop calling me by my real name.\You're acting mighty suspicious right now.\Are you tailing someone?\That's none of your business!\Do you really think I, the Hero, would ignore you guys after seeing you act all suspicious?\Could you overlook this so I don't lose face?\That demonic face you had back in Ente Isla? I'd much rather you lost it. response:	Hey!
context: Stop calling me by my real name.\You're acting mighty suspicious right now.\Are you tailing someone?\That's none of your business!\Do you really think I, the Hero, would ignore you guys after seeing you act all suspicious?\Could you overlook this so I don't lose face?\That demonic face you had back in Ente Isla? I'd much rather you lost it.\Hey! response:	What?!
