context: What a weird dream. response:	My name is Iwatani Naofumi.
context: Guess I'll sleep.\Early start tomorrow and all.\Time to get some breakfast and head out!\Huh?\Gone...\It's gone!\The silvers, the chain mail,\and even my own clothes I'd kept for a rainy day are gone! response:	No way...
context: Early start tomorrow and all.\Time to get some breakfast and head out!\Huh?\Gone...\It's gone!\The silvers, the chain mail,\and even my own clothes I'd kept for a rainy day are gone!\No way... response:	I got robbed in my sleep?!
context: Time to get some breakfast and head out!\Huh?\Gone...\It's gone!\The silvers, the chain mail,\and even my own clothes I'd kept for a rainy day are gone!\No way...\I got robbed in my sleep?! response:	Big trouble, Myne! Our money and equipment is gone!
context: Huh?\Gone...\It's gone!\The silvers, the chain mail,\and even my own clothes I'd kept for a rainy day are gone!\No way...\I got robbed in my sleep?!\Big trouble, Myne! Our money and equipment is gone! response:	Are you still asleep?
context: Gone...\It's gone!\The silvers, the chain mail,\and even my own clothes I'd kept for a rainy day are gone!\No way...\I got robbed in my sleep?!\Big trouble, Myne! Our money and equipment is gone!\Are you still asleep? response:	Wake up, Myne! We've got big trouble!
context: It's gone!\The silvers, the chain mail,\and even my own clothes I'd kept for a rainy day are gone!\No way...\I got robbed in my sleep?!\Big trouble, Myne! Our money and equipment is gone!\Are you still asleep?\Wake up, Myne! We've got big trouble! response:	You're knights from the castle, right?
context: The silvers, the chain mail,\and even my own clothes I'd kept for a rainy day are gone!\No way...\I got robbed in my sleep?!\Big trouble, Myne! Our money and equipment is gone!\Are you still asleep?\Wake up, Myne! We've got big trouble!\You're knights from the castle, right? response:	I'm glad you're here. Listen to this...
context: and even my own clothes I'd kept for a rainy day are gone!\No way...\I got robbed in my sleep?!\Big trouble, Myne! Our money and equipment is gone!\Are you still asleep?\Wake up, Myne! We've got big trouble!\You're knights from the castle, right?\I'm glad you're here. Listen to this... response:	The Shield Hero, yes?
context: No way...\I got robbed in my sleep?!\Big trouble, Myne! Our money and equipment is gone!\Are you still asleep?\Wake up, Myne! We've got big trouble!\You're knights from the castle, right?\I'm glad you're here. Listen to this...\The Shield Hero, yes? response:	Yeah, why?
context: I got robbed in my sleep?!\Big trouble, Myne! Our money and equipment is gone!\Are you still asleep?\Wake up, Myne! We've got big trouble!\You're knights from the castle, right?\I'm glad you're here. Listen to this...\The Shield Hero, yes?\Yeah, why? response:	The king has issued a summons for you.
context: Big trouble, Myne! Our money and equipment is gone!\Are you still asleep?\Wake up, Myne! We've got big trouble!\You're knights from the castle, right?\I'm glad you're here. Listen to this...\The Shield Hero, yes?\Yeah, why?\The king has issued a summons for you. response:	Come with us.
context: Are you still asleep?\Wake up, Myne! We've got big trouble!\You're knights from the castle, right?\I'm glad you're here. Listen to this...\The Shield Hero, yes?\Yeah, why?\The king has issued a summons for you.\Come with us. response:	Huh?
context: Wake up, Myne! We've got big trouble!\You're knights from the castle, right?\I'm glad you're here. Listen to this...\The Shield Hero, yes?\Yeah, why?\The king has issued a summons for you.\Come with us.\Huh? response:	That hurts!
context: You're knights from the castle, right?\I'm glad you're here. Listen to this...\The Shield Hero, yes?\Yeah, why?\The king has issued a summons for you.\Come with us.\Huh?\That hurts! response:	What's going on?
context: I'm glad you're here. Listen to this...\The Shield Hero, yes?\Yeah, why?\The king has issued a summons for you.\Come with us.\Huh?\That hurts!\What's going on? response:	Myne! You're okay?
context: The Shield Hero, yes?\Yeah, why?\The king has issued a summons for you.\Come with us.\Huh?\That hurts!\What's going on?\Myne! You're okay? response:	Myne?
context: Yeah, why?\The king has issued a summons for you.\Come with us.\Huh?\That hurts!\What's going on?\Myne! You're okay?\Myne? response:	Yo, King!
context: The king has issued a summons for you.\Come with us.\Huh?\That hurts!\What's going on?\Myne! You're okay?\Myne?\Yo, King! response:	I had all my money and equipment other than the shield stolen while I was asleep!
context: Come with us.\Huh?\That hurts!\What's going on?\Myne! You're okay?\Myne?\Yo, King!\I had all my money and equipment other than the shield stolen while I was asleep! response:	Please find the thief
context: Huh?\That hurts!\What's going on?\Myne! You're okay?\Myne?\Yo, King!\I had all my money and equipment other than the shield stolen while I was asleep!\Please find the thief response:	Quiet, scumbag!
context: That hurts!\What's going on?\Myne! You're okay?\Myne?\Yo, King!\I had all my money and equipment other than the shield stolen while I was asleep!\Please find the thief\Quiet, scumbag! response:	What's that about?
context: What's going on?\Myne! You're okay?\Myne?\Yo, King!\I had all my money and equipment other than the shield stolen while I was asleep!\Please find the thief\Quiet, scumbag!\What's that about? response:	Myne, you poor adventurer,
context: Myne! You're okay?\Myne?\Yo, King!\I had all my money and equipment other than the shield stolen while I was asleep!\Please find the thief\Quiet, scumbag!\What's that about?\Myne, you poor adventurer, response:	could you please testify once more for us?
context: Myne?\Yo, King!\I had all my money and equipment other than the shield stolen while I was asleep!\Please find the thief\Quiet, scumbag!\What's that about?\Myne, you poor adventurer,\could you please testify once more for us? response:	Th-The Shield Hero barged into my room drunk and pinned me down...
context: Yo, King!\I had all my money and equipment other than the shield stolen while I was asleep!\Please find the thief\Quiet, scumbag!\What's that about?\Myne, you poor adventurer,\could you please testify once more for us?\Th-The Shield Hero barged into my room drunk and pinned me down... response:	Huh?
context: I had all my money and equipment other than the shield stolen while I was asleep!\Please find the thief\Quiet, scumbag!\What's that about?\Myne, you poor adventurer,\could you please testify once more for us?\Th-The Shield Hero barged into my room drunk and pinned me down...\Huh? response:	He said, The night is still young,
context: Please find the thief\Quiet, scumbag!\What's that about?\Myne, you poor adventurer,\could you please testify once more for us?\Th-The Shield Hero barged into my room drunk and pinned me down...\Huh?\He said, The night is still young, response:	and tore my clothes off!
context: Quiet, scumbag!\What's that about?\Myne, you poor adventurer,\could you please testify once more for us?\Th-The Shield Hero barged into my room drunk and pinned me down...\Huh?\He said, The night is still young,\and tore my clothes off! response:	I somehow escaped
context: What's that about?\Myne, you poor adventurer,\could you please testify once more for us?\Th-The Shield Hero barged into my room drunk and pinned me down...\Huh?\He said, The night is still young,\and tore my clothes off!\I somehow escaped response:	and ran to Sir Motoyasu, who happened to be staying in the same inn, for help!
context: Myne, you poor adventurer,\could you please testify once more for us?\Th-The Shield Hero barged into my room drunk and pinned me down...\Huh?\He said, The night is still young,\and tore my clothes off!\I somehow escaped\and ran to Sir Motoyasu, who happened to be staying in the same inn, for help! response:	Wh-What the hell?
context: could you please testify once more for us?\Th-The Shield Hero barged into my room drunk and pinned me down...\Huh?\He said, The night is still young,\and tore my clothes off!\I somehow escaped\and ran to Sir Motoyasu, who happened to be staying in the same inn, for help!\Wh-What the hell? response:	If she hadn't asked me to wait till dawn and call the knights,
