context: Over here! response:	Second Disciple!
context: Master wouldn't lose.\I've lost.\I am utterly defeated.\Then please move out of Kunlun Mountain.\Mo Yuan!\What else is there?\Back in the day, during the great war between Celestials and Ghosts...\we were bonded as comrades. response:	Yet now...
context: I've lost.\I am utterly defeated.\Then please move out of Kunlun Mountain.\Mo Yuan!\What else is there?\Back in the day, during the great war between Celestials and Ghosts...\we were bonded as comrades.\Yet now... response:	Now, everything seems to have faded.
context: I am utterly defeated.\Then please move out of Kunlun Mountain.\Mo Yuan!\What else is there?\Back in the day, during the great war between Celestials and Ghosts...\we were bonded as comrades.\Yet now...\Now, everything seems to have faded. response:	We were merely acquaintances. You are overstating.
context: Then please move out of Kunlun Mountain.\Mo Yuan!\What else is there?\Back in the day, during the great war between Celestials and Ghosts...\we were bonded as comrades.\Yet now...\Now, everything seems to have faded.\We were merely acquaintances. You are overstating. response:	Master breaks another woman's heart.
context: Mo Yuan!\What else is there?\Back in the day, during the great war between Celestials and Ghosts...\we were bonded as comrades.\Yet now...\Now, everything seems to have faded.\We were merely acquaintances. You are overstating.\Master breaks another woman's heart. response:	Master dotes on Seventeenth the most.
context: What else is there?\Back in the day, during the great war between Celestials and Ghosts...\we were bonded as comrades.\Yet now...\Now, everything seems to have faded.\We were merely acquaintances. You are overstating.\Master breaks another woman's heart.\Master dotes on Seventeenth the most. response:	Who told her to pick on Seventeenth?
context: Back in the day, during the great war between Celestials and Ghosts...\we were bonded as comrades.\Yet now...\Now, everything seems to have faded.\We were merely acquaintances. You are overstating.\Master breaks another woman's heart.\Master dotes on Seventeenth the most.\Who told her to pick on Seventeenth? response:	All right, that's enough. Master already noticed us.
context: we were bonded as comrades.\Yet now...\Now, everything seems to have faded.\We were merely acquaintances. You are overstating.\Master breaks another woman's heart.\Master dotes on Seventeenth the most.\Who told her to pick on Seventeenth?\All right, that's enough. Master already noticed us. response:	- Get going. - Let's go.
context: Yet now...\Now, everything seems to have faded.\We were merely acquaintances. You are overstating.\Master breaks another woman's heart.\Master dotes on Seventeenth the most.\Who told her to pick on Seventeenth?\All right, that's enough. Master already noticed us.\- Get going. - Let's go. response:	Seventeenth.
context: Now, everything seems to have faded.\We were merely acquaintances. You are overstating.\Master breaks another woman's heart.\Master dotes on Seventeenth the most.\Who told her to pick on Seventeenth?\All right, that's enough. Master already noticed us.\- Get going. - Let's go.\Seventeenth. response:	You're awake? Do you feel better?
context: We were merely acquaintances. You are overstating.\Master breaks another woman's heart.\Master dotes on Seventeenth the most.\Who told her to pick on Seventeenth?\All right, that's enough. Master already noticed us.\- Get going. - Let's go.\Seventeenth.\You're awake? Do you feel better? response:	I'm all right now.
context: Master breaks another woman's heart.\Master dotes on Seventeenth the most.\Who told her to pick on Seventeenth?\All right, that's enough. Master already noticed us.\- Get going. - Let's go.\Seventeenth.\You're awake? Do you feel better?\I'm all right now. response:	I thought I'd be stuck in the water dungeon for another 10 days or so.
context: Master dotes on Seventeenth the most.\Who told her to pick on Seventeenth?\All right, that's enough. Master already noticed us.\- Get going. - Let's go.\Seventeenth.\You're awake? Do you feel better?\I'm all right now.\I thought I'd be stuck in the water dungeon for another 10 days or so. response:	You fell asleep as soon as we returned.
context: Who told her to pick on Seventeenth?\All right, that's enough. Master already noticed us.\- Get going. - Let's go.\Seventeenth.\You're awake? Do you feel better?\I'm all right now.\I thought I'd be stuck in the water dungeon for another 10 days or so.\You fell asleep as soon as we returned. response:	You clung to Master's hand while dreaming and mumbled about being in pain.
context: All right, that's enough. Master already noticed us.\- Get going. - Let's go.\Seventeenth.\You're awake? Do you feel better?\I'm all right now.\I thought I'd be stuck in the water dungeon for another 10 days or so.\You fell asleep as soon as we returned.\You clung to Master's hand while dreaming and mumbled about being in pain. response:	You wouldn't let go no matter what.
context: - Get going. - Let's go.\Seventeenth.\You're awake? Do you feel better?\I'm all right now.\I thought I'd be stuck in the water dungeon for another 10 days or so.\You fell asleep as soon as we returned.\You clung to Master's hand while dreaming and mumbled about being in pain.\You wouldn't let go no matter what. response:	Master was upset when he heart that.
context: Seventeenth.\You're awake? Do you feel better?\I'm all right now.\I thought I'd be stuck in the water dungeon for another 10 days or so.\You fell asleep as soon as we returned.\You clung to Master's hand while dreaming and mumbled about being in pain.\You wouldn't let go no matter what.\Master was upset when he heart that. response:	He stroked your back and comforted you by saying
context: You're awake? Do you feel better?\I'm all right now.\I thought I'd be stuck in the water dungeon for another 10 days or so.\You fell asleep as soon as we returned.\You clung to Master's hand while dreaming and mumbled about being in pain.\You wouldn't let go no matter what.\Master was upset when he heart that.\He stroked your back and comforted you by saying response:	Don't be afraid. Master is here.
context: I'm all right now.\I thought I'd be stuck in the water dungeon for another 10 days or so.\You fell asleep as soon as we returned.\You clung to Master's hand while dreaming and mumbled about being in pain.\You wouldn't let go no matter what.\Master was upset when he heart that.\He stroked your back and comforted you by saying\Don't be afraid. Master is here. response:	You were just like a little girl.
context: I thought I'd be stuck in the water dungeon for another 10 days or so.\You fell asleep as soon as we returned.\You clung to Master's hand while dreaming and mumbled about being in pain.\You wouldn't let go no matter what.\Master was upset when he heart that.\He stroked your back and comforted you by saying\Don't be afraid. Master is here.\You were just like a little girl. response:	I have to see Master.
context: You fell asleep as soon as we returned.\You clung to Master's hand while dreaming and mumbled about being in pain.\You wouldn't let go no matter what.\Master was upset when he heart that.\He stroked your back and comforted you by saying\Don't be afraid. Master is here.\You were just like a little girl.\I have to see Master. response:	Master is dueling with Yao Guang on the summit of Mount Cangwu.
context: You clung to Master's hand while dreaming and mumbled about being in pain.\You wouldn't let go no matter what.\Master was upset when he heart that.\He stroked your back and comforted you by saying\Don't be afraid. Master is here.\You were just like a little girl.\I have to see Master.\Master is dueling with Yao Guang on the summit of Mount Cangwu. response:	I still have to see him.
context: You wouldn't let go no matter what.\Master was upset when he heart that.\He stroked your back and comforted you by saying\Don't be afraid. Master is here.\You were just like a little girl.\I have to see Master.\Master is dueling with Yao Guang on the summit of Mount Cangwu.\I still have to see him. response:	With your cloud jumping abilities
context: Master was upset when he heart that.\He stroked your back and comforted you by saying\Don't be afraid. Master is here.\You were just like a little girl.\I have to see Master.\Master is dueling with Yao Guang on the summit of Mount Cangwu.\I still have to see him.\With your cloud jumping abilities response:	he'll be back before you even reach Mount Cangwu.
