context: Signs response:	OP
context: But I'm...\I'm not into that sort of thing!\What do you mean?\I was just trying to hug Gitah...\I'm sorry! I messed up!\I'm sorry!\Don't worry about it... I'm lucky I got that book on self-defense from Ui...\A-Azu-nyan, are you going to sleep? response:	Want me to sing you a lullaby?
context: I'm not into that sort of thing!\What do you mean?\I was just trying to hug Gitah...\I'm sorry! I messed up!\I'm sorry!\Don't worry about it... I'm lucky I got that book on self-defense from Ui...\A-Azu-nyan, are you going to sleep?\Want me to sing you a lullaby? response:	Sleep... baby... sleep...
context: What do you mean?\I was just trying to hug Gitah...\I'm sorry! I messed up!\I'm sorry!\Don't worry about it... I'm lucky I got that book on self-defense from Ui...\A-Azu-nyan, are you going to sleep?\Want me to sing you a lullaby?\Sleep... baby... sleep... response:	I'm sorry.
context: I was just trying to hug Gitah...\I'm sorry! I messed up!\I'm sorry!\Don't worry about it... I'm lucky I got that book on self-defense from Ui...\A-Azu-nyan, are you going to sleep?\Want me to sing you a lullaby?\Sleep... baby... sleep...\I'm sorry. response:	We're not here to look at pictures together!
context: I'm sorry! I messed up!\I'm sorry!\Don't worry about it... I'm lucky I got that book on self-defense from Ui...\A-Azu-nyan, are you going to sleep?\Want me to sing you a lullaby?\Sleep... baby... sleep...\I'm sorry.\We're not here to look at pictures together! response:	Do any of you have an idea of what type of song we should write for Azusa-chan?
context: I'm sorry!\Don't worry about it... I'm lucky I got that book on self-defense from Ui...\A-Azu-nyan, are you going to sleep?\Want me to sing you a lullaby?\Sleep... baby... sleep...\I'm sorry.\We're not here to look at pictures together!\Do any of you have an idea of what type of song we should write for Azusa-chan? response:	Not at all.
context: Don't worry about it... I'm lucky I got that book on self-defense from Ui...\A-Azu-nyan, are you going to sleep?\Want me to sing you a lullaby?\Sleep... baby... sleep...\I'm sorry.\We're not here to look at pictures together!\Do any of you have an idea of what type of song we should write for Azusa-chan?\Not at all. response:	I thought London would give me enough inspiration for a large scale song...
context: A-Azu-nyan, are you going to sleep?\Want me to sing you a lullaby?\Sleep... baby... sleep...\I'm sorry.\We're not here to look at pictures together!\Do any of you have an idea of what type of song we should write for Azusa-chan?\Not at all.\I thought London would give me enough inspiration for a large scale song... response:	Big Ben! London Eye! River Thames!
context: Want me to sing you a lullaby?\Sleep... baby... sleep...\I'm sorry.\We're not here to look at pictures together!\Do any of you have an idea of what type of song we should write for Azusa-chan?\Not at all.\I thought London would give me enough inspiration for a large scale song...\Big Ben! London Eye! River Thames! response:	You're just saying the names of famous places.
context: Sleep... baby... sleep...\I'm sorry.\We're not here to look at pictures together!\Do any of you have an idea of what type of song we should write for Azusa-chan?\Not at all.\I thought London would give me enough inspiration for a large scale song...\Big Ben! London Eye! River Thames!\You're just saying the names of famous places. response:	But I wanna do something that feels greater than anything we've done!
context: I'm sorry.\We're not here to look at pictures together!\Do any of you have an idea of what type of song we should write for Azusa-chan?\Not at all.\I thought London would give me enough inspiration for a large scale song...\Big Ben! London Eye! River Thames!\You're just saying the names of famous places.\But I wanna do something that feels greater than anything we've done! response:	So that even after we're gone,
context: We're not here to look at pictures together!\Do any of you have an idea of what type of song we should write for Azusa-chan?\Not at all.\I thought London would give me enough inspiration for a large scale song...\Big Ben! London Eye! River Thames!\You're just saying the names of famous places.\But I wanna do something that feels greater than anything we've done!\So that even after we're gone, response:	she'll feel motivated whenever she listens to it!
context: Do any of you have an idea of what type of song we should write for Azusa-chan?\Not at all.\I thought London would give me enough inspiration for a large scale song...\Big Ben! London Eye! River Thames!\You're just saying the names of famous places.\But I wanna do something that feels greater than anything we've done!\So that even after we're gone,\she'll feel motivated whenever she listens to it! response:	So that she'll feel invincible!
context: Not at all.\I thought London would give me enough inspiration for a large scale song...\Big Ben! London Eye! River Thames!\You're just saying the names of famous places.\But I wanna do something that feels greater than anything we've done!\So that even after we're gone,\she'll feel motivated whenever she listens to it!\So that she'll feel invincible! response:	Invincible, huh?
context: I thought London would give me enough inspiration for a large scale song...\Big Ben! London Eye! River Thames!\You're just saying the names of famous places.\But I wanna do something that feels greater than anything we've done!\So that even after we're gone,\she'll feel motivated whenever she listens to it!\So that she'll feel invincible!\Invincible, huh? response:	What?
context: Big Ben! London Eye! River Thames!\You're just saying the names of famous places.\But I wanna do something that feels greater than anything we've done!\So that even after we're gone,\she'll feel motivated whenever she listens to it!\So that she'll feel invincible!\Invincible, huh?\What? response:	Well, I forgot to bring the room key with me.
context: You're just saying the names of famous places.\But I wanna do something that feels greater than anything we've done!\So that even after we're gone,\she'll feel motivated whenever she listens to it!\So that she'll feel invincible!\Invincible, huh?\What?\Well, I forgot to bring the room key with me. response:	But you can go over through there.
context: But I wanna do something that feels greater than anything we've done!\So that even after we're gone,\she'll feel motivated whenever she listens to it!\So that she'll feel invincible!\Invincible, huh?\What?\Well, I forgot to bring the room key with me.\But you can go over through there. response:	This time it's really to mark the path back?
context: So that even after we're gone,\she'll feel motivated whenever she listens to it!\So that she'll feel invincible!\Invincible, huh?\What?\Well, I forgot to bring the room key with me.\But you can go over through there.\This time it's really to mark the path back? response:	I'm going back to Azu-nyan then!
context: she'll feel motivated whenever she listens to it!\So that she'll feel invincible!\Invincible, huh?\What?\Well, I forgot to bring the room key with me.\But you can go over through there.\This time it's really to mark the path back?\I'm going back to Azu-nyan then! response:	You've dropped your candy!
context: So that she'll feel invincible!\Invincible, huh?\What?\Well, I forgot to bring the room key with me.\But you can go over through there.\This time it's really to mark the path back?\I'm going back to Azu-nyan then!\You've dropped your candy! response:	It's okay! You can have them!
context: Invincible, huh?\What?\Well, I forgot to bring the room key with me.\But you can go over through there.\This time it's really to mark the path back?\I'm going back to Azu-nyan then!\You've dropped your candy!\It's okay! You can have them! response:	Good night, Yui-chan.
context: What?\Well, I forgot to bring the room key with me.\But you can go over through there.\This time it's really to mark the path back?\I'm going back to Azu-nyan then!\You've dropped your candy!\It's okay! You can have them!\Good night, Yui-chan. response:	Good night.
context: Well, I forgot to bring the room key with me.\But you can go over through there.\This time it's really to mark the path back?\I'm going back to Azu-nyan then!\You've dropped your candy!\It's okay! You can have them!\Good night, Yui-chan.\Good night. response:	She's so random.
context: But you can go over through there.\This time it's really to mark the path back?\I'm going back to Azu-nyan then!\You've dropped your candy!\It's okay! You can have them!\Good night, Yui-chan.\Good night.\She's so random. response:	It's this late. Who could it be?
context: This time it's really to mark the path back?\I'm going back to Azu-nyan then!\You've dropped your candy!\It's okay! You can have them!\Good night, Yui-chan.\Good night.\She's so random.\It's this late. Who could it be? response:	So high up...
context: I'm going back to Azu-nyan then!\You've dropped your candy!\It's okay! You can have them!\Good night, Yui-chan.\Good night.\She's so random.\It's this late. Who could it be?\So high up... response:	It's Azusa! Azusa!
context: You've dropped your candy!\It's okay! You can have them!\Good night, Yui-chan.\Good night.\She's so random.\It's this late. Who could it be?\So high up...\It's Azusa! Azusa! response:	Hey! Come in!
context: It's okay! You can have them!\Good night, Yui-chan.\Good night.\She's so random.\It's this late. Who could it be?\So high up...\It's Azusa! Azusa!\Hey! Come in! response:	Thank you.
context: Good night, Yui-chan.\Good night.\She's so random.\It's this late. Who could it be?\So high up...\It's Azusa! Azusa!\Hey! Come in!\Thank you. response:	Azusa-chan!
context: Good night.\She's so random.\It's this late. Who could it be?\So high up...\It's Azusa! Azusa!\Hey! Come in!\Thank you.\Azusa-chan! response:	What's up?
context: She's so random.\It's this late. Who could it be?\So high up...\It's Azusa! Azusa!\Hey! Come in!\Thank you.\Azusa-chan!\What's up? response:	Sorry for disturbing you.
context: It's this late. Who could it be?\So high up...\It's Azusa! Azusa!\Hey! Come in!\Thank you.\Azusa-chan!\What's up?\Sorry for disturbing you. response:	Ricchan, this is bad!
context: So high up...\It's Azusa! Azusa!\Hey! Come in!\Thank you.\Azusa-chan!\What's up?\Sorry for disturbing you.\Ricchan, this is bad! response:	It's really bad!
context: It's Azusa! Azusa!\Hey! Come in!\Thank you.\Azusa-chan!\What's up?\Sorry for disturbing you.\Ricchan, this is bad!\It's really bad! response:	Calm down, Yui!
