context: (THIS IS A BETA VERSION!) Today this person will conduct. response:	Chiaki-Sama!
context: It's good it was Nodame who saw you?\No, forget it, don't think too deeply about it.\Why didn't you come to practice today?\If you're bothered by what Chiaki Senpai said...\Nono...I think what Chiaki-Senpai said is correct\I also realize it myself...\Saying that I had no time is just an excuse...\Actually it's not caused by my being very poor response:	It's my own fault, because I'm no good...
context: No, forget it, don't think too deeply about it.\Why didn't you come to practice today?\If you're bothered by what Chiaki Senpai said...\Nono...I think what Chiaki-Senpai said is correct\I also realize it myself...\Saying that I had no time is just an excuse...\Actually it's not caused by my being very poor\It's my own fault, because I'm no good... response:	I think it's better for S-Oke without me in it
context: Why didn't you come to practice today?\If you're bothered by what Chiaki Senpai said...\Nono...I think what Chiaki-Senpai said is correct\I also realize it myself...\Saying that I had no time is just an excuse...\Actually it's not caused by my being very poor\It's my own fault, because I'm no good...\I think it's better for S-Oke without me in it response:	Is Sakura-chan alright with it?
context: If you're bothered by what Chiaki Senpai said...\Nono...I think what Chiaki-Senpai said is correct\I also realize it myself...\Saying that I had no time is just an excuse...\Actually it's not caused by my being very poor\It's my own fault, because I'm no good...\I think it's better for S-Oke without me in it\Is Sakura-chan alright with it? response:	The second movement...
context: Nono...I think what Chiaki-Senpai said is correct\I also realize it myself...\Saying that I had no time is just an excuse...\Actually it's not caused by my being very poor\It's my own fault, because I'm no good...\I think it's better for S-Oke without me in it\Is Sakura-chan alright with it?\The second movement... response:	There's still no guidance from Stresemann
context: I also realize it myself...\Saying that I had no time is just an excuse...\Actually it's not caused by my being very poor\It's my own fault, because I'm no good...\I think it's better for S-Oke without me in it\Is Sakura-chan alright with it?\The second movement...\There's still no guidance from Stresemann response:	Maestro...Maestro...
context: Saying that I had no time is just an excuse...\Actually it's not caused by my being very poor\It's my own fault, because I'm no good...\I think it's better for S-Oke without me in it\Is Sakura-chan alright with it?\The second movement...\There's still no guidance from Stresemann\Maestro...Maestro... response:	it's time for me to return to work...
context: Actually it's not caused by my being very poor\It's my own fault, because I'm no good...\I think it's better for S-Oke without me in it\Is Sakura-chan alright with it?\The second movement...\There's still no guidance from Stresemann\Maestro...Maestro...\it's time for me to return to work... response:	About my...performance...which I am going to conduct...
context: It's my own fault, because I'm no good...\I think it's better for S-Oke without me in it\Is Sakura-chan alright with it?\The second movement...\There's still no guidance from Stresemann\Maestro...Maestro...\it's time for me to return to work...\About my...performance...which I am going to conduct... response:	I will give your magazine special interview!
context: I think it's better for S-Oke without me in it\Is Sakura-chan alright with it?\The second movement...\There's still no guidance from Stresemann\Maestro...Maestro...\it's time for me to return to work...\About my...performance...which I am going to conduct...\I will give your magazine special interview! response:	Bring in all the fruits and drinks, lots of them, don't linger, go!
context: Is Sakura-chan alright with it?\The second movement...\There's still no guidance from Stresemann\Maestro...Maestro...\it's time for me to return to work...\About my...performance...which I am going to conduct...\I will give your magazine special interview!\Bring in all the fruits and drinks, lots of them, don't linger, go! response:	Let's play scissor game! Scissor game, scissor game!
context: The second movement...\There's still no guidance from Stresemann\Maestro...Maestro...\it's time for me to return to work...\About my...performance...which I am going to conduct...\I will give your magazine special interview!\Bring in all the fruits and drinks, lots of them, don't linger, go!\Let's play scissor game! Scissor game, scissor game! response:	The first, the first, the first is GU! (gu= fist in scissor game)
context: There's still no guidance from Stresemann\Maestro...Maestro...\it's time for me to return to work...\About my...performance...which I am going to conduct...\I will give your magazine special interview!\Bring in all the fruits and drinks, lots of them, don't linger, go!\Let's play scissor game! Scissor game, scissor game!\The first, the first, the first is GU! (gu= fist in scissor game) response:	Jiijii!!
context: Maestro...Maestro...\it's time for me to return to work...\About my...performance...which I am going to conduct...\I will give your magazine special interview!\Bring in all the fruits and drinks, lots of them, don't linger, go!\Let's play scissor game! Scissor game, scissor game!\The first, the first, the first is GU! (gu= fist in scissor game)\Jiijii!! response:	So were you doing this night by night?
context: it's time for me to return to work...\About my...performance...which I am going to conduct...\I will give your magazine special interview!\Bring in all the fruits and drinks, lots of them, don't linger, go!\Let's play scissor game! Scissor game, scissor game!\The first, the first, the first is GU! (gu= fist in scissor game)\Jiijii!!\So were you doing this night by night? response:	Chiaki, you yourself...
context: About my...performance...which I am going to conduct...\I will give your magazine special interview!\Bring in all the fruits and drinks, lots of them, don't linger, go!\Let's play scissor game! Scissor game, scissor game!\The first, the first, the first is GU! (gu= fist in scissor game)\Jiijii!!\So were you doing this night by night?\Chiaki, you yourself... response:	why are you here in such a place?
context: I will give your magazine special interview!\Bring in all the fruits and drinks, lots of them, don't linger, go!\Let's play scissor game! Scissor game, scissor game!\The first, the first, the first is GU! (gu= fist in scissor game)\Jiijii!!\So were you doing this night by night?\Chiaki, you yourself...\why are you here in such a place? response:	Huh?
context: Bring in all the fruits and drinks, lots of them, don't linger, go!\Let's play scissor game! Scissor game, scissor game!\The first, the first, the first is GU! (gu= fist in scissor game)\Jiijii!!\So were you doing this night by night?\Chiaki, you yourself...\why are you here in such a place?\Huh? response:	At a time they have to level up like now...
context: Let's play scissor game! Scissor game, scissor game!\The first, the first, the first is GU! (gu= fist in scissor game)\Jiijii!!\So were you doing this night by night?\Chiaki, you yourself...\why are you here in such a place?\Huh?\At a time they have to level up like now... response:	One of the members doesn't come to practice, right?
context: The first, the first, the first is GU! (gu= fist in scissor game)\Jiijii!!\So were you doing this night by night?\Chiaki, you yourself...\why are you here in such a place?\Huh?\At a time they have to level up like now...\One of the members doesn't come to practice, right? response:	Do you intend to pass it on to me in such a condition?
context: Jiijii!!\So were you doing this night by night?\Chiaki, you yourself...\why are you here in such a place?\Huh?\At a time they have to level up like now...\One of the members doesn't come to practice, right?\Do you intend to pass it on to me in such a condition? response:	That is...
