context: Intro response:	Why?
context: Y'know, it's like that one cliche.\Like when you're conflicted, you get an angel and a demon on each shoulder, arguing over what you should do.\I really felt that if people truly wanted to, they could become angels or demons.\Angels\or demons?\You're theater actors, aren't you?\I used to wanna be an actor too, so I get it,\but you can't practice your lines on the streets. response:	Uh...
context: Like when you're conflicted, you get an angel and a demon on each shoulder, arguing over what you should do.\I really felt that if people truly wanted to, they could become angels or demons.\Angels\or demons?\You're theater actors, aren't you?\I used to wanna be an actor too, so I get it,\but you can't practice your lines on the streets.\Uh... response:	I'm sure you've got your own problems like selling your quota of tickets,
context: I really felt that if people truly wanted to, they could become angels or demons.\Angels\or demons?\You're theater actors, aren't you?\I used to wanna be an actor too, so I get it,\but you can't practice your lines on the streets.\Uh...\I'm sure you've got your own problems like selling your quota of tickets, response:	but do your best, okay?
context: Angels\or demons?\You're theater actors, aren't you?\I used to wanna be an actor too, so I get it,\but you can't practice your lines on the streets.\Uh...\I'm sure you've got your own problems like selling your quota of tickets,\but do your best, okay? response:	Well, I should be the last person saying this, what with my broken dreams and all,
context: or demons?\You're theater actors, aren't you?\I used to wanna be an actor too, so I get it,\but you can't practice your lines on the streets.\Uh...\I'm sure you've got your own problems like selling your quota of tickets,\but do your best, okay?\Well, I should be the last person saying this, what with my broken dreams and all, response:	but it's all over if you give up.
context: You're theater actors, aren't you?\I used to wanna be an actor too, so I get it,\but you can't practice your lines on the streets.\Uh...\I'm sure you've got your own problems like selling your quota of tickets,\but do your best, okay?\Well, I should be the last person saying this, what with my broken dreams and all,\but it's all over if you give up. response:	I see.
context: I used to wanna be an actor too, so I get it,\but you can't practice your lines on the streets.\Uh...\I'm sure you've got your own problems like selling your quota of tickets,\but do your best, okay?\Well, I should be the last person saying this, what with my broken dreams and all,\but it's all over if you give up.\I see. response:	Also, be careful.
context: but you can't practice your lines on the streets.\Uh...\I'm sure you've got your own problems like selling your quota of tickets,\but do your best, okay?\Well, I should be the last person saying this, what with my broken dreams and all,\but it's all over if you give up.\I see.\Also, be careful. response:	There've been a lot of muggings recently.
context: Uh...\I'm sure you've got your own problems like selling your quota of tickets,\but do your best, okay?\Well, I should be the last person saying this, what with my broken dreams and all,\but it's all over if you give up.\I see.\Also, be careful.\There've been a lot of muggings recently. response:	Make sure you don't end up as suspects.
context: I'm sure you've got your own problems like selling your quota of tickets,\but do your best, okay?\Well, I should be the last person saying this, what with my broken dreams and all,\but it's all over if you give up.\I see.\Also, be careful.\There've been a lot of muggings recently.\Make sure you don't end up as suspects. response:	Eyecatch
context: but do your best, okay?\Well, I should be the last person saying this, what with my broken dreams and all,\but it's all over if you give up.\I see.\Also, be careful.\There've been a lot of muggings recently.\Make sure you don't end up as suspects.\Eyecatch response:	Overlord at Work
context: Well, I should be the last person saying this, what with my broken dreams and all,\but it's all over if you give up.\I see.\Also, be careful.\There've been a lot of muggings recently.\Make sure you don't end up as suspects.\Eyecatch\Overlord at Work response:	Overlord at Work
context: but it's all over if you give up.\I see.\Also, be careful.\There've been a lot of muggings recently.\Make sure you don't end up as suspects.\Eyecatch\Overlord at Work\Overlord at Work response:	Part B
context: I see.\Also, be careful.\There've been a lot of muggings recently.\Make sure you don't end up as suspects.\Eyecatch\Overlord at Work\Overlord at Work\Part B response:	Go ahead and take a bath, Emi.
context: Also, be careful.\There've been a lot of muggings recently.\Make sure you don't end up as suspects.\Eyecatch\Overlord at Work\Overlord at Work\Part B\Go ahead and take a bath, Emi. response:	O-Okay.
context: There've been a lot of muggings recently.\Make sure you don't end up as suspects.\Eyecatch\Overlord at Work\Overlord at Work\Part B\Go ahead and take a bath, Emi.\O-Okay. response:	Serial Muggings
context: Make sure you don't end up as suspects.\Eyecatch\Overlord at Work\Overlord at Work\Part B\Go ahead and take a bath, Emi.\O-Okay.\Serial Muggings response:	Serial Muggings
context: Eyecatch\Overlord at Work\Overlord at Work\Part B\Go ahead and take a bath, Emi.\O-Okay.\Serial Muggings\Serial Muggings response:	Only one culprit?!
context: Overlord at Work\Overlord at Work\Part B\Go ahead and take a bath, Emi.\O-Okay.\Serial Muggings\Serial Muggings\Only one culprit?! response:	Only one culprit?!
context: Overlord at Work\Part B\Go ahead and take a bath, Emi.\O-Okay.\Serial Muggings\Serial Muggings\Only one culprit?!\Only one culprit?! response:	Seventh case this month
context: Part B\Go ahead and take a bath, Emi.\O-Okay.\Serial Muggings\Serial Muggings\Only one culprit?!\Only one culprit?!\Seventh case this month response:	Seventh case this month
context: Go ahead and take a bath, Emi.\O-Okay.\Serial Muggings\Serial Muggings\Only one culprit?!\Only one culprit?!\Seventh case this month\Seventh case this month response:	Robert Tashiro
context: O-Okay.\Serial Muggings\Serial Muggings\Only one culprit?!\Only one culprit?!\Seventh case this month\Seventh case this month\Robert Tashiro response:	Robert Tashiro
context: Serial Muggings\Serial Muggings\Only one culprit?!\Only one culprit?!\Seventh case this month\Seventh case this month\Robert Tashiro\Robert Tashiro response:	Serial Muggings
context: Serial Muggings\Only one culprit?!\Only one culprit?!\Seventh case this month\Seventh case this month\Robert Tashiro\Robert Tashiro\Serial Muggings response:	Serial Muggings
context: Only one culprit?!\Only one culprit?!\Seventh case this month\Seventh case this month\Robert Tashiro\Robert Tashiro\Serial Muggings\Serial Muggings response:	Only one culprit?!
context: Only one culprit?!\Seventh case this month\Seventh case this month\Robert Tashiro\Robert Tashiro\Serial Muggings\Serial Muggings\Only one culprit?! response:	Only one culprit?!
