context: Gashako? response:	TL note: Japs think you're supposed to eat KFC on Christmas.
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	kokorozashita tsukamitai yume ga arukara
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
