context: Quit part-time job response:	Thanks for your support so far.
context: Mashiba-kun said so, and..\Stop it.\That's not the proper approach.\We have no right to blame him for this matter.\We?\That's not true, Nao-chan.\What's not?\Apart from myself, response:	Nao-chan actually bullied Nishimiya-san too.
context: Stop it.\That's not the proper approach.\We have no right to blame him for this matter.\We?\That's not true, Nao-chan.\What's not?\Apart from myself,\Nao-chan actually bullied Nishimiya-san too. response:	You should not treat me like yourself.
context: That's not the proper approach.\We have no right to blame him for this matter.\We?\That's not true, Nao-chan.\What's not?\Apart from myself,\Nao-chan actually bullied Nishimiya-san too.\You should not treat me like yourself. response:	Nao-chan...
context: We have no right to blame him for this matter.\We?\That's not true, Nao-chan.\What's not?\Apart from myself,\Nao-chan actually bullied Nishimiya-san too.\You should not treat me like yourself.\Nao-chan... response:	Hummm.
context: We?\That's not true, Nao-chan.\What's not?\Apart from myself,\Nao-chan actually bullied Nishimiya-san too.\You should not treat me like yourself.\Nao-chan...\Hummm. response:	You're right. We are different.
context: That's not true, Nao-chan.\What's not?\Apart from myself,\Nao-chan actually bullied Nishimiya-san too.\You should not treat me like yourself.\Nao-chan...\Hummm.\You're right. We are different. response:	Completely different from you.
context: What's not?\Apart from myself,\Nao-chan actually bullied Nishimiya-san too.\You should not treat me like yourself.\Nao-chan...\Hummm.\You're right. We are different.\Completely different from you. response:	You were just looking and laughing when she was bullied.
context: Apart from myself,\Nao-chan actually bullied Nishimiya-san too.\You should not treat me like yourself.\Nao-chan...\Hummm.\You're right. We are different.\Completely different from you.\You were just looking and laughing when she was bullied. response:	Too bad!
context: Nao-chan actually bullied Nishimiya-san too.\You should not treat me like yourself.\Nao-chan...\Hummm.\You're right. We are different.\Completely different from you.\You were just looking and laughing when she was bullied.\Too bad! response:	Hey, Sahara, what do you think about this?
context: You should not treat me like yourself.\Nao-chan...\Hummm.\You're right. We are different.\Completely different from you.\You were just looking and laughing when she was bullied.\Too bad!\Hey, Sahara, what do you think about this? response:	Nao-chan also said so many bad things to Sahara-san.
context: Nao-chan...\Hummm.\You're right. We are different.\Completely different from you.\You were just looking and laughing when she was bullied.\Too bad!\Hey, Sahara, what do you think about this?\Nao-chan also said so many bad things to Sahara-san. response:	I just said true things!
context: Hummm.\You're right. We are different.\Completely different from you.\You were just looking and laughing when she was bullied.\Too bad!\Hey, Sahara, what do you think about this?\Nao-chan also said so many bad things to Sahara-san.\I just said true things! response:	Hey, answer now, Sahara!
context: You're right. We are different.\Completely different from you.\You were just looking and laughing when she was bullied.\Too bad!\Hey, Sahara, what do you think about this?\Nao-chan also said so many bad things to Sahara-san.\I just said true things!\Hey, answer now, Sahara! response:	At that time...
context: Completely different from you.\You were just looking and laughing when she was bullied.\Too bad!\Hey, Sahara, what do you think about this?\Nao-chan also said so many bad things to Sahara-san.\I just said true things!\Hey, answer now, Sahara!\At that time... response:	I was scared of both of you.
context: You were just looking and laughing when she was bullied.\Too bad!\Hey, Sahara, what do you think about this?\Nao-chan also said so many bad things to Sahara-san.\I just said true things!\Hey, answer now, Sahara!\At that time...\I was scared of both of you. response:	What!? Which side you are on!?
context: Too bad!\Hey, Sahara, what do you think about this?\Nao-chan also said so many bad things to Sahara-san.\I just said true things!\Hey, answer now, Sahara!\At that time...\I was scared of both of you.\What!? Which side you are on!? response:	I'm not on any side of you two!
context: Hey, Sahara, what do you think about this?\Nao-chan also said so many bad things to Sahara-san.\I just said true things!\Hey, answer now, Sahara!\At that time...\I was scared of both of you.\What!? Which side you are on!?\I'm not on any side of you two! response:	Everybody stop.
context: Nao-chan also said so many bad things to Sahara-san.\I just said true things!\Hey, answer now, Sahara!\At that time...\I was scared of both of you.\What!? Which side you are on!?\I'm not on any side of you two!\Everybody stop. response:	It's all my fault.
context: I just said true things!\Hey, answer now, Sahara!\At that time...\I was scared of both of you.\What!? Which side you are on!?\I'm not on any side of you two!\Everybody stop.\It's all my fault. response:	I hate this kind of logic.
context: Hey, answer now, Sahara!\At that time...\I was scared of both of you.\What!? Which side you are on!?\I'm not on any side of you two!\Everybody stop.\It's all my fault.\I hate this kind of logic. response:	Stop, Ueno.
context: At that time...\I was scared of both of you.\What!? Which side you are on!?\I'm not on any side of you two!\Everybody stop.\It's all my fault.\I hate this kind of logic.\Stop, Ueno. response:	Don't conclude everything on your own.
context: I was scared of both of you.\What!? Which side you are on!?\I'm not on any side of you two!\Everybody stop.\It's all my fault.\I hate this kind of logic.\Stop, Ueno.\Don't conclude everything on your own. response:	Ishida-kun, don't talk like that...
context: What!? Which side you are on!?\I'm not on any side of you two!\Everybody stop.\It's all my fault.\I hate this kind of logic.\Stop, Ueno.\Don't conclude everything on your own.\Ishida-kun, don't talk like that... response:	Stop, Sahara.
context: I'm not on any side of you two!\Everybody stop.\It's all my fault.\I hate this kind of logic.\Stop, Ueno.\Don't conclude everything on your own.\Ishida-kun, don't talk like that...\Stop, Sahara. response:	Later you'll run away, as you did in the past. And then you'll regret it,
context: Everybody stop.\It's all my fault.\I hate this kind of logic.\Stop, Ueno.\Don't conclude everything on your own.\Ishida-kun, don't talk like that...\Stop, Sahara.\Later you'll run away, as you did in the past. And then you'll regret it, response:	like I was a coward.
context: It's all my fault.\I hate this kind of logic.\Stop, Ueno.\Don't conclude everything on your own.\Ishida-kun, don't talk like that...\Stop, Sahara.\Later you'll run away, as you did in the past. And then you'll regret it,\like I was a coward. response:	What wrong with you, Ishida-kun?
context: I hate this kind of logic.\Stop, Ueno.\Don't conclude everything on your own.\Ishida-kun, don't talk like that...\Stop, Sahara.\Later you'll run away, as you did in the past. And then you'll regret it,\like I was a coward.\What wrong with you, Ishida-kun? response:	Stop speaking, Kawai.
context: Stop, Ueno.\Don't conclude everything on your own.\Ishida-kun, don't talk like that...\Stop, Sahara.\Later you'll run away, as you did in the past. And then you'll regret it,\like I was a coward.\What wrong with you, Ishida-kun?\Stop speaking, Kawai. response:	You simply like yourself the most.
context: Don't conclude everything on your own.\Ishida-kun, don't talk like that...\Stop, Sahara.\Later you'll run away, as you did in the past. And then you'll regret it,\like I was a coward.\What wrong with you, Ishida-kun?\Stop speaking, Kawai.\You simply like yourself the most. response:	Ya-sho,
context: Ishida-kun, don't talk like that...\Stop, Sahara.\Later you'll run away, as you did in the past. And then you'll regret it,\like I was a coward.\What wrong with you, Ishida-kun?\Stop speaking, Kawai.\You simply like yourself the most.\Ya-sho, response:	I'm always on your side...
context: Stop, Sahara.\Later you'll run away, as you did in the past. And then you'll regret it,\like I was a coward.\What wrong with you, Ishida-kun?\Stop speaking, Kawai.\You simply like yourself the most.\Ya-sho,\I'm always on your side... response:	Don't say something like that without actually knowing me.
context: Later you'll run away, as you did in the past. And then you'll regret it,\like I was a coward.\What wrong with you, Ishida-kun?\Stop speaking, Kawai.\You simply like yourself the most.\Ya-sho,\I'm always on your side...\Don't say something like that without actually knowing me. response:	That's enough! I'm going home!
context: like I was a coward.\What wrong with you, Ishida-kun?\Stop speaking, Kawai.\You simply like yourself the most.\Ya-sho,\I'm always on your side...\Don't say something like that without actually knowing me.\That's enough! I'm going home! response:	Ya-sho...
context: What wrong with you, Ishida-kun?\Stop speaking, Kawai.\You simply like yourself the most.\Ya-sho,\I'm always on your side...\Don't say something like that without actually knowing me.\That's enough! I'm going home!\Ya-sho... response:	It's all right. I don't mind at all.
context: Stop speaking, Kawai.\You simply like yourself the most.\Ya-sho,\I'm always on your side...\Don't say something like that without actually knowing me.\That's enough! I'm going home!\Ya-sho...\It's all right. I don't mind at all. response:	Sho-chan,
context: You simply like yourself the most.\Ya-sho,\I'm always on your side...\Don't say something like that without actually knowing me.\That's enough! I'm going home!\Ya-sho...\It's all right. I don't mind at all.\Sho-chan, response:	See you soon.
context: Ya-sho,\I'm always on your side...\Don't say something like that without actually knowing me.\That's enough! I'm going home!\Ya-sho...\It's all right. I don't mind at all.\Sho-chan,\See you soon. response:	Sorry, Ishida.
