context: Intro response:	Oh man, what have I done?
context: Don't come any closer! Eyes anywhere but here!\What the hell?!\Who'd've thought you'd really come to save them?\I didn't expect the perfume-wearing midget manager to have the Radiance of the Fallen's Heinous Eyes, either.\I need to retrieve the sacred sword, you see.\Better Half is made out of the Heavenly Silver of Progress, which is Heaven's most prized asset.\We can't let the Hero hold on to it forever.\Honestly, I don't care. response:	What I find unforgivable is that you hurt one of my colleagues.
context: What the hell?!\Who'd've thought you'd really come to save them?\I didn't expect the perfume-wearing midget manager to have the Radiance of the Fallen's Heinous Eyes, either.\I need to retrieve the sacred sword, you see.\Better Half is made out of the Heavenly Silver of Progress, which is Heaven's most prized asset.\We can't let the Hero hold on to it forever.\Honestly, I don't care.\What I find unforgivable is that you hurt one of my colleagues. response:	How dare you put Chiho through a harrowing experience!
context: Who'd've thought you'd really come to save them?\I didn't expect the perfume-wearing midget manager to have the Radiance of the Fallen's Heinous Eyes, either.\I need to retrieve the sacred sword, you see.\Better Half is made out of the Heavenly Silver of Progress, which is Heaven's most prized asset.\We can't let the Hero hold on to it forever.\Honestly, I don't care.\What I find unforgivable is that you hurt one of my colleagues.\How dare you put Chiho through a harrowing experience! response:	Maou...
context: I didn't expect the perfume-wearing midget manager to have the Radiance of the Fallen's Heinous Eyes, either.\I need to retrieve the sacred sword, you see.\Better Half is made out of the Heavenly Silver of Progress, which is Heaven's most prized asset.\We can't let the Hero hold on to it forever.\Honestly, I don't care.\What I find unforgivable is that you hurt one of my colleagues.\How dare you put Chiho through a harrowing experience!\Maou... response:	Chiho's a precious employee of mine.
context: I need to retrieve the sacred sword, you see.\Better Half is made out of the Heavenly Silver of Progress, which is Heaven's most prized asset.\We can't let the Hero hold on to it forever.\Honestly, I don't care.\What I find unforgivable is that you hurt one of my colleagues.\How dare you put Chiho through a harrowing experience!\Maou...\Chiho's a precious employee of mine. response:	As the Overlord, and the shift supervisor,
context: Better Half is made out of the Heavenly Silver of Progress, which is Heaven's most prized asset.\We can't let the Hero hold on to it forever.\Honestly, I don't care.\What I find unforgivable is that you hurt one of my colleagues.\How dare you put Chiho through a harrowing experience!\Maou...\Chiho's a precious employee of mine.\As the Overlord, and the shift supervisor, response:	I'll protect my employees!
context: We can't let the Hero hold on to it forever.\Honestly, I don't care.\What I find unforgivable is that you hurt one of my colleagues.\How dare you put Chiho through a harrowing experience!\Maou...\Chiho's a precious employee of mine.\As the Overlord, and the shift supervisor,\I'll protect my employees! response:	I figured.
context: Honestly, I don't care.\What I find unforgivable is that you hurt one of my colleagues.\How dare you put Chiho through a harrowing experience!\Maou...\Chiho's a precious employee of mine.\As the Overlord, and the shift supervisor,\I'll protect my employees!\I figured. response:	What can you do with that frail body of yours?
context: What I find unforgivable is that you hurt one of my colleagues.\How dare you put Chiho through a harrowing experience!\Maou...\Chiho's a precious employee of mine.\As the Overlord, and the shift supervisor,\I'll protect my employees!\I figured.\What can you do with that frail body of yours? response:	Maou!
context: How dare you put Chiho through a harrowing experience!\Maou...\Chiho's a precious employee of mine.\As the Overlord, and the shift supervisor,\I'll protect my employees!\I figured.\What can you do with that frail body of yours?\Maou! response:	How much can you take with what little magic you have left?
context: Maou...\Chiho's a precious employee of mine.\As the Overlord, and the shift supervisor,\I'll protect my employees!\I figured.\What can you do with that frail body of yours?\Maou!\How much can you take with what little magic you have left? response:	Maou!
context: Chiho's a precious employee of mine.\As the Overlord, and the shift supervisor,\I'll protect my employees!\I figured.\What can you do with that frail body of yours?\Maou!\How much can you take with what little magic you have left?\Maou! response:	Maou!
context: As the Overlord, and the shift supervisor,\I'll protect my employees!\I figured.\What can you do with that frail body of yours?\Maou!\How much can you take with what little magic you have left?\Maou!\Maou! response:	Don't worry, Chiho.
context: I'll protect my employees!\I figured.\What can you do with that frail body of yours?\Maou!\How much can you take with what little magic you have left?\Maou!\Maou!\Don't worry, Chiho. response:	I won't lose!
context: I figured.\What can you do with that frail body of yours?\Maou!\How much can you take with what little magic you have left?\Maou!\Maou!\Don't worry, Chiho.\I won't lose! response:	You're amazing, Overlord!
context: What can you do with that frail body of yours?\Maou!\How much can you take with what little magic you have left?\Maou!\Maou!\Don't worry, Chiho.\I won't lose!\You're amazing, Overlord! response:	I wonder how long you can keep that up!
context: Maou!\How much can you take with what little magic you have left?\Maou!\Maou!\Don't worry, Chiho.\I won't lose!\You're amazing, Overlord!\I wonder how long you can keep that up! response:	Dammit, I can't do shit without my powers.
context: How much can you take with what little magic you have left?\Maou!\Maou!\Don't worry, Chiho.\I won't lose!\You're amazing, Overlord!\I wonder how long you can keep that up!\Dammit, I can't do shit without my powers. response:	What should I do?
context: Maou!\Maou!\Don't worry, Chiho.\I won't lose!\You're amazing, Overlord!\I wonder how long you can keep that up!\Dammit, I can't do shit without my powers.\What should I do? response:	I get stronger the closer I am to the moon.
context: Maou!\Don't worry, Chiho.\I won't lose!\You're amazing, Overlord!\I wonder how long you can keep that up!\Dammit, I can't do shit without my powers.\What should I do?\I get stronger the closer I am to the moon. response:	You're in big trouble, Overlord.
context: Don't worry, Chiho.\I won't lose!\You're amazing, Overlord!\I wonder how long you can keep that up!\Dammit, I can't do shit without my powers.\What should I do?\I get stronger the closer I am to the moon.\You're in big trouble, Overlord. response:	What'cha gonna do?
context: I won't lose!\You're amazing, Overlord!\I wonder how long you can keep that up!\Dammit, I can't do shit without my powers.\What should I do?\I get stronger the closer I am to the moon.\You're in big trouble, Overlord.\What'cha gonna do? response:	O holy spirits that bind life and time.
context: You're amazing, Overlord!\I wonder how long you can keep that up!\Dammit, I can't do shit without my powers.\What should I do?\I get stronger the closer I am to the moon.\You're in big trouble, Overlord.\What'cha gonna do?\O holy spirits that bind life and time. response:	May this world find itself beyond the stars.
context: I wonder how long you can keep that up!\Dammit, I can't do shit without my powers.\What should I do?\I get stronger the closer I am to the moon.\You're in big trouble, Overlord.\What'cha gonna do?\O holy spirits that bind life and time.\May this world find itself beyond the stars. response:	If I destroy this place...
context: Dammit, I can't do shit without my powers.\What should I do?\I get stronger the closer I am to the moon.\You're in big trouble, Overlord.\What'cha gonna do?\O holy spirits that bind life and time.\May this world find itself beyond the stars.\If I destroy this place... response:	Lucifer!
context: What should I do?\I get stronger the closer I am to the moon.\You're in big trouble, Overlord.\What'cha gonna do?\O holy spirits that bind life and time.\May this world find itself beyond the stars.\If I destroy this place...\Lucifer! response:	You thought he might be able to gather magic from people's fear and anger?
context: I get stronger the closer I am to the moon.\You're in big trouble, Overlord.\What'cha gonna do?\O holy spirits that bind life and time.\May this world find itself beyond the stars.\If I destroy this place...\Lucifer!\You thought he might be able to gather magic from people's fear and anger? response:	It's too late for that.
context: You're in big trouble, Overlord.\What'cha gonna do?\O holy spirits that bind life and time.\May this world find itself beyond the stars.\If I destroy this place...\Lucifer!\You thought he might be able to gather magic from people's fear and anger?\It's too late for that. response:	Take a look.
