context: A chronic disease I suffer from. response:	I get sleep attacks.
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
