context: This is a BETA version response:	Enjoy watching! I love you all!
context: There's no time left\Chiaki should quickly, even if just a minute,\experience the music of the world.\You should feel the music of the world!\But, I still have the Oke's repeat-performance to do...\Don't always oppose\whatever your Master tells you!\Whatever your Master says... is absolute! response:	I wish I could change this Schubert piece..
context: Chiaki should quickly, even if just a minute,\experience the music of the world.\You should feel the music of the world!\But, I still have the Oke's repeat-performance to do...\Don't always oppose\whatever your Master tells you!\Whatever your Master says... is absolute!\I wish I could change this Schubert piece.. response:	I wonder if I can remember it...
context: experience the music of the world.\You should feel the music of the world!\But, I still have the Oke's repeat-performance to do...\Don't always oppose\whatever your Master tells you!\Whatever your Master says... is absolute!\I wish I could change this Schubert piece..\I wonder if I can remember it... response:	I'll take a little break...
context: You should feel the music of the world!\But, I still have the Oke's repeat-performance to do...\Don't always oppose\whatever your Master tells you!\Whatever your Master says... is absolute!\I wish I could change this Schubert piece..\I wonder if I can remember it...\I'll take a little break... response:	Is Schubert really a difficult person?
context: But, I still have the Oke's repeat-performance to do...\Don't always oppose\whatever your Master tells you!\Whatever your Master says... is absolute!\I wish I could change this Schubert piece..\I wonder if I can remember it...\I'll take a little break...\Is Schubert really a difficult person? response:	Don't just talk about yourself. Listen to the other party too!
context: Don't always oppose\whatever your Master tells you!\Whatever your Master says... is absolute!\I wish I could change this Schubert piece..\I wonder if I can remember it...\I'll take a little break...\Is Schubert really a difficult person?\Don't just talk about yourself. Listen to the other party too! response:	Face the score seriously upfront
context: whatever your Master tells you!\Whatever your Master says... is absolute!\I wish I could change this Schubert piece..\I wonder if I can remember it...\I'll take a little break...\Is Schubert really a difficult person?\Don't just talk about yourself. Listen to the other party too!\Face the score seriously upfront response:	Chiaki Senpai...
context: Whatever your Master says... is absolute!\I wish I could change this Schubert piece..\I wonder if I can remember it...\I'll take a little break...\Is Schubert really a difficult person?\Don't just talk about yourself. Listen to the other party too!\Face the score seriously upfront\Chiaki Senpai... response:	If you don't face music seriously
context: I wish I could change this Schubert piece..\I wonder if I can remember it...\I'll take a little break...\Is Schubert really a difficult person?\Don't just talk about yourself. Listen to the other party too!\Face the score seriously upfront\Chiaki Senpai...\If you don't face music seriously response:	you can't enjoy music from the heart
context: I wonder if I can remember it...\I'll take a little break...\Is Schubert really a difficult person?\Don't just talk about yourself. Listen to the other party too!\Face the score seriously upfront\Chiaki Senpai...\If you don't face music seriously\you can't enjoy music from the heart response:	In your condition now, you can't be together with Chiaki
context: I'll take a little break...\Is Schubert really a difficult person?\Don't just talk about yourself. Listen to the other party too!\Face the score seriously upfront\Chiaki Senpai...\If you don't face music seriously\you can't enjoy music from the heart\In your condition now, you can't be together with Chiaki response:	Face the score seriously upfront!
context: Is Schubert really a difficult person?\Don't just talk about yourself. Listen to the other party too!\Face the score seriously upfront\Chiaki Senpai...\If you don't face music seriously\you can't enjoy music from the heart\In your condition now, you can't be together with Chiaki\Face the score seriously upfront! response:	Now, from where should I start...
context: Don't just talk about yourself. Listen to the other party too!\Face the score seriously upfront\Chiaki Senpai...\If you don't face music seriously\you can't enjoy music from the heart\In your condition now, you can't be together with Chiaki\Face the score seriously upfront!\Now, from where should I start... response:	From here..
context: Face the score seriously upfront\Chiaki Senpai...\If you don't face music seriously\you can't enjoy music from the heart\In your condition now, you can't be together with Chiaki\Face the score seriously upfront!\Now, from where should I start...\From here.. response:	Here...
context: Chiaki Senpai...\If you don't face music seriously\you can't enjoy music from the heart\In your condition now, you can't be together with Chiaki\Face the score seriously upfront!\Now, from where should I start...\From here..\Here... response:	Make it a bit louder..
context: If you don't face music seriously\you can't enjoy music from the heart\In your condition now, you can't be together with Chiaki\Face the score seriously upfront!\Now, from where should I start...\From here..\Here...\Make it a bit louder.. response:	then quickly make it softer...
context: you can't enjoy music from the heart\In your condition now, you can't be together with Chiaki\Face the score seriously upfront!\Now, from where should I start...\From here..\Here...\Make it a bit louder..\then quickly make it softer... response:	tempo!
context: In your condition now, you can't be together with Chiaki\Face the score seriously upfront!\Now, from where should I start...\From here..\Here...\Make it a bit louder..\then quickly make it softer...\tempo! response:	forte...piano!
context: Face the score seriously upfront!\Now, from where should I start...\From here..\Here...\Make it a bit louder..\then quickly make it softer...\tempo!\forte...piano! response:	forte... piano!
context: Now, from where should I start...\From here..\Here...\Make it a bit louder..\then quickly make it softer...\tempo!\forte...piano!\forte... piano! response:	Accento! Crescendo!
context: From here..\Here...\Make it a bit louder..\then quickly make it softer...\tempo!\forte...piano!\forte... piano!\Accento! Crescendo! response:	Accento..
context: Here...\Make it a bit louder..\then quickly make it softer...\tempo!\forte...piano!\forte... piano!\Accento! Crescendo!\Accento.. response:	Eh?? There is one sound too many...
context: Make it a bit louder..\then quickly make it softer...\tempo!\forte...piano!\forte... piano!\Accento! Crescendo!\Accento..\Eh?? There is one sound too many... response:	Change of key??
context: then quickly make it softer...\tempo!\forte...piano!\forte... piano!\Accento! Crescendo!\Accento..\Eh?? There is one sound too many...\Change of key?? response:	Eh?? Where was it...
context: tempo!\forte...piano!\forte... piano!\Accento! Crescendo!\Accento..\Eh?? There is one sound too many...\Change of key??\Eh?? Where was it... response:	For the next, is it supposed to go up, or go down?
context: forte...piano!\forte... piano!\Accento! Crescendo!\Accento..\Eh?? There is one sound too many...\Change of key??\Eh?? Where was it...\For the next, is it supposed to go up, or go down? response:	Where is it now...?
context: forte... piano!\Accento! Crescendo!\Accento..\Eh?? There is one sound too many...\Change of key??\Eh?? Where was it...\For the next, is it supposed to go up, or go down?\Where is it now...? response:	The fourth measure of the chord is wrong!
context: Accento! Crescendo!\Accento..\Eh?? There is one sound too many...\Change of key??\Eh?? Where was it...\For the next, is it supposed to go up, or go down?\Where is it now...?\The fourth measure of the chord is wrong! response:	Ah, right...
context: Accento..\Eh?? There is one sound too many...\Change of key??\Eh?? Where was it...\For the next, is it supposed to go up, or go down?\Where is it now...?\The fourth measure of the chord is wrong!\Ah, right... response:	Once more please, from the start..
context: Eh?? There is one sound too many...\Change of key??\Eh?? Where was it...\For the next, is it supposed to go up, or go down?\Where is it now...?\The fourth measure of the chord is wrong!\Ah, right...\Once more please, from the start.. response:	Be careful with the modulation!
context: Change of key??\Eh?? Where was it...\For the next, is it supposed to go up, or go down?\Where is it now...?\The fourth measure of the chord is wrong!\Ah, right...\Once more please, from the start..\Be careful with the modulation! response:	Hai!
context: Eh?? Where was it...\For the next, is it supposed to go up, or go down?\Where is it now...?\The fourth measure of the chord is wrong!\Ah, right...\Once more please, from the start..\Be careful with the modulation!\Hai! response:	One sound by one sound, there should not be any meaningless sound.
context: For the next, is it supposed to go up, or go down?\Where is it now...?\The fourth measure of the chord is wrong!\Ah, right...\Once more please, from the start..\Be careful with the modulation!\Hai!\One sound by one sound, there should not be any meaningless sound. response:	Right? Can you see it? The picture of this piece...
context: Where is it now...?\The fourth measure of the chord is wrong!\Ah, right...\Once more please, from the start..\Be careful with the modulation!\Hai!\One sound by one sound, there should not be any meaningless sound.\Right? Can you see it? The picture of this piece... response:	Maradonna Piano Competition Hall for the First Stage
context: The fourth measure of the chord is wrong!\Ah, right...\Once more please, from the start..\Be careful with the modulation!\Hai!\One sound by one sound, there should not be any meaningless sound.\Right? Can you see it? The picture of this piece...\Maradonna Piano Competition Hall for the First Stage response:	Up to now, it's not sloppy!
