context: <sign: Incinerator > response:	So what are we going to start with?
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\umaretekita koto mou koukai wa shinai\matsuri no ato mitai samishii kedo soro soro ikou response:	doko made mo yuku yo koko de shitta koto
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\umaretekita koto mou koukai wa shinai\matsuri no ato mitai samishii kedo soro soro ikou\doko made mo yuku yo koko de shitta koto response:	shiawase to iu yume wo kanaetemiseru yo
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\umaretekita koto mou koukai wa shinai\matsuri no ato mitai samishii kedo soro soro ikou\doko made mo yuku yo koko de shitta koto\shiawase to iu yume wo kanaetemiseru yo response:	kimi to hanaretemo donna ni tooku nattemo
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\umaretekita koto mou koukai wa shinai\matsuri no ato mitai samishii kedo soro soro ikou\doko made mo yuku yo koko de shitta koto\shiawase to iu yume wo kanaetemiseru yo\kimi to hanaretemo donna ni tooku nattemo response:	atarashii asa ni atashi wa ikiru yo
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\umaretekita koto mou koukai wa shinai\matsuri no ato mitai samishii kedo soro soro ikou\doko made mo yuku yo koko de shitta koto\shiawase to iu yume wo kanaetemiseru yo\kimi to hanaretemo donna ni tooku nattemo\atarashii asa ni atashi wa ikiru yo response:	megutte nagarete toki wa usuroide
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\umaretekita koto mou koukai wa shinai\matsuri no ato mitai samishii kedo soro soro ikou\doko made mo yuku yo koko de shitta koto\shiawase to iu yume wo kanaetemiseru yo\kimi to hanaretemo donna ni tooku nattemo\atarashii asa ni atashi wa ikiru yo\megutte nagarete toki wa usuroide response:	mou nani ga atta ka omoidasenai kedo
context: umaretekita koto mou koukai wa shinai\matsuri no ato mitai samishii kedo soro soro ikou\doko made mo yuku yo koko de shitta koto\shiawase to iu yume wo kanaetemiseru yo\kimi to hanaretemo donna ni tooku nattemo\atarashii asa ni atashi wa ikiru yo\megutte nagarete toki wa usuroide\mou nani ga atta ka omoidasenai kedo response:	me wo tojiteireba dareka soba ni ite
context: matsuri no ato mitai samishii kedo soro soro ikou\doko made mo yuku yo koko de shitta koto\shiawase to iu yume wo kanaetemiseru yo\kimi to hanaretemo donna ni tooku nattemo\atarashii asa ni atashi wa ikiru yo\megutte nagarete toki wa usuroide\mou nani ga atta ka omoidasenai kedo\me wo tojiteireba dareka soba ni ite response:	naze ka sore ga ima ichiban no takaramono
context: doko made mo yuku yo koko de shitta koto\shiawase to iu yume wo kanaetemiseru yo\kimi to hanaretemo donna ni tooku nattemo\atarashii asa ni atashi wa ikiru yo\megutte nagarete toki wa usuroide\mou nani ga atta ka omoidasenai kedo\me wo tojiteireba dareka soba ni ite\naze ka sore ga ima ichiban no takaramono response:	DO
context: shiawase to iu yume wo kanaetemiseru yo\kimi to hanaretemo donna ni tooku nattemo\atarashii asa ni atashi wa ikiru yo\megutte nagarete toki wa usuroide\mou nani ga atta ka omoidasenai kedo\me wo tojiteireba dareka soba ni ite\naze ka sore ga ima ichiban no takaramono\DO response:	I have no regrets over what has been born
