context: What should I do? response:	Oh, you don't have to do anything.
context: There has to be a more appropriate outfit for someone who fights.\You know, like a plug suit or a stealth suit or something.\Tsk tsk.\If she wore something like that, there'd be no unpredictability.\The audience will be surprised and go whoa!\Because it's a waitress that's fighting.\Being able to grab the audience is vital!\That's the concept, you know! response:	I wonder if she understands the meaning of the word concept.
context: You know, like a plug suit or a stealth suit or something.\Tsk tsk.\If she wore something like that, there'd be no unpredictability.\The audience will be surprised and go whoa!\Because it's a waitress that's fighting.\Being able to grab the audience is vital!\That's the concept, you know!\I wonder if she understands the meaning of the word concept. response:	Well, never mind that, then. Why is she here from the future?
context: Tsk tsk.\If she wore something like that, there'd be no unpredictability.\The audience will be surprised and go whoa!\Because it's a waitress that's fighting.\Being able to grab the audience is vital!\That's the concept, you know!\I wonder if she understands the meaning of the word concept.\Well, never mind that, then. Why is she here from the future? response:	Well, that is, you know.
context: If she wore something like that, there'd be no unpredictability.\The audience will be surprised and go whoa!\Because it's a waitress that's fighting.\Being able to grab the audience is vital!\That's the concept, you know!\I wonder if she understands the meaning of the word concept.\Well, never mind that, then. Why is she here from the future?\Well, that is, you know. response:	Umm, the character doesn't have to be from the future, right?
context: The audience will be surprised and go whoa!\Because it's a waitress that's fighting.\Being able to grab the audience is vital!\That's the concept, you know!\I wonder if she understands the meaning of the word concept.\Well, never mind that, then. Why is she here from the future?\Well, that is, you know.\Umm, the character doesn't have to be from the future, right? response:	It's all right!
context: Because it's a waitress that's fighting.\Being able to grab the audience is vital!\That's the concept, you know!\I wonder if she understands the meaning of the word concept.\Well, never mind that, then. Why is she here from the future?\Well, that is, you know.\Umm, the character doesn't have to be from the future, right?\It's all right! response:	We'll figure that out when the time comes!
context: Being able to grab the audience is vital!\That's the concept, you know!\I wonder if she understands the meaning of the word concept.\Well, never mind that, then. Why is she here from the future?\Well, that is, you know.\Umm, the character doesn't have to be from the future, right?\It's all right!\We'll figure that out when the time comes! response:	And if we can't think of something, then we'll just ignore it!
context: That's the concept, you know!\I wonder if she understands the meaning of the word concept.\Well, never mind that, then. Why is she here from the future?\Well, that is, you know.\Umm, the character doesn't have to be from the future, right?\It's all right!\We'll figure that out when the time comes!\And if we can't think of something, then we'll just ignore it! response:	As long as it's amusing, it's fine!
context: I wonder if she understands the meaning of the word concept.\Well, never mind that, then. Why is she here from the future?\Well, that is, you know.\Umm, the character doesn't have to be from the future, right?\It's all right!\We'll figure that out when the time comes!\And if we can't think of something, then we'll just ignore it!\As long as it's amusing, it's fine! response:	That's only if it's amusing though, right?
context: Well, never mind that, then. Why is she here from the future?\Well, that is, you know.\Umm, the character doesn't have to be from the future, right?\It's all right!\We'll figure that out when the time comes!\And if we can't think of something, then we'll just ignore it!\As long as it's amusing, it's fine!\That's only if it's amusing though, right? response:	It's not much good if only the director finds it amusing!
context: Well, that is, you know.\Umm, the character doesn't have to be from the future, right?\It's all right!\We'll figure that out when the time comes!\And if we can't think of something, then we'll just ignore it!\As long as it's amusing, it's fine!\That's only if it's amusing though, right?\It's not much good if only the director finds it amusing! response:	Are you trying to get the Golden Raspberry award for non-pros?
context: Umm, the character doesn't have to be from the future, right?\It's all right!\We'll figure that out when the time comes!\And if we can't think of something, then we'll just ignore it!\As long as it's amusing, it's fine!\That's only if it's amusing though, right?\It's not much good if only the director finds it amusing!\Are you trying to get the Golden Raspberry award for non-pros? response:	What are you talking about? There's only one thing we're going for.
context: It's all right!\We'll figure that out when the time comes!\And if we can't think of something, then we'll just ignore it!\As long as it's amusing, it's fine!\That's only if it's amusing though, right?\It's not much good if only the director finds it amusing!\Are you trying to get the Golden Raspberry award for non-pros?\What are you talking about? There's only one thing we're going for. response:	That's the best of the festival for the school festival!
context: We'll figure that out when the time comes!\And if we can't think of something, then we'll just ignore it!\As long as it's amusing, it's fine!\That's only if it's amusing though, right?\It's not much good if only the director finds it amusing!\Are you trying to get the Golden Raspberry award for non-pros?\What are you talking about? There's only one thing we're going for.\That's the best of the festival for the school festival! response:	And if we can, the Golden Globe, too!
