context: Something seems off. It just somehow felt that way. response:	One out, with the score still seven to zero.
context: I don't know... I can't remember...\Okay, we're done for today.\I had tomorrow set aside just in case, but you can just take the day off.\Let's meet again in the clubroom the day after tomorrow.\Whatever, it doesn't matter anymore.\August 31st. I haven't touched my homework.\Oh, forget it.\If we're just going to do it all over again, then there's no point to doing it. response:	Whether tomorrow comes or not, I'll leave it to the me at that time to deal with it.
context: Okay, we're done for today.\I had tomorrow set aside just in case, but you can just take the day off.\Let's meet again in the clubroom the day after tomorrow.\Whatever, it doesn't matter anymore.\August 31st. I haven't touched my homework.\Oh, forget it.\If we're just going to do it all over again, then there's no point to doing it.\Whether tomorrow comes or not, I'll leave it to the me at that time to deal with it. response:	Sora kara ochite kitanda It fell from the sky
context: I had tomorrow set aside just in case, but you can just take the day off.\Let's meet again in the clubroom the day after tomorrow.\Whatever, it doesn't matter anymore.\August 31st. I haven't touched my homework.\Oh, forget it.\If we're just going to do it all over again, then there's no point to doing it.\Whether tomorrow comes or not, I'll leave it to the me at that time to deal with it.\Sora kara ochite kitanda It fell from the sky response:	subete no negai wo nosete With all of the wishes that were made upon it
context: Let's meet again in the clubroom the day after tomorrow.\Whatever, it doesn't matter anymore.\August 31st. I haven't touched my homework.\Oh, forget it.\If we're just going to do it all over again, then there's no point to doing it.\Whether tomorrow comes or not, I'll leave it to the me at that time to deal with it.\Sora kara ochite kitanda It fell from the sky\subete no negai wo nosete With all of the wishes that were made upon it response:	hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star
context: Whatever, it doesn't matter anymore.\August 31st. I haven't touched my homework.\Oh, forget it.\If we're just going to do it all over again, then there's no point to doing it.\Whether tomorrow comes or not, I'll leave it to the me at that time to deal with it.\Sora kara ochite kitanda It fell from the sky\subete no negai wo nosete With all of the wishes that were made upon it\hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star response:	yappari nanika henda yo Something just doesn't seem right
context: August 31st. I haven't touched my homework.\Oh, forget it.\If we're just going to do it all over again, then there's no point to doing it.\Whether tomorrow comes or not, I'll leave it to the me at that time to deal with it.\Sora kara ochite kitanda It fell from the sky\subete no negai wo nosete With all of the wishes that were made upon it\hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\yappari nanika henda yo Something just doesn't seem right response:	kokoro no kimi ga kieta The image of you in my mind has vanished
context: Oh, forget it.\If we're just going to do it all over again, then there's no point to doing it.\Whether tomorrow comes or not, I'll leave it to the me at that time to deal with it.\Sora kara ochite kitanda It fell from the sky\subete no negai wo nosete With all of the wishes that were made upon it\hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\yappari nanika henda yo Something just doesn't seem right\kokoro no kimi ga kieta The image of you in my mind has vanished response:	tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?
context: If we're just going to do it all over again, then there's no point to doing it.\Whether tomorrow comes or not, I'll leave it to the me at that time to deal with it.\Sora kara ochite kitanda It fell from the sky\subete no negai wo nosete With all of the wishes that were made upon it\hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\yappari nanika henda yo Something just doesn't seem right\kokoro no kimi ga kieta The image of you in my mind has vanished\tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly? response:	Tomare! Stop!
context: Whether tomorrow comes or not, I'll leave it to the me at that time to deal with it.\Sora kara ochite kitanda It fell from the sky\subete no negai wo nosete With all of the wishes that were made upon it\hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\yappari nanika henda yo Something just doesn't seem right\kokoro no kimi ga kieta The image of you in my mind has vanished\tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop! response:	Kako wa jibun no mono The past belongs to me
context: Sora kara ochite kitanda It fell from the sky\subete no negai wo nosete With all of the wishes that were made upon it\hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\yappari nanika henda yo Something just doesn't seem right\kokoro no kimi ga kieta The image of you in my mind has vanished\tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me response:	touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else
context: subete no negai wo nosete With all of the wishes that were made upon it\hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\yappari nanika henda yo Something just doesn't seem right\kokoro no kimi ga kieta The image of you in my mind has vanished\tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else response:	nazenara That's because
