context: Anyway, I won't leave you before you meet your destined calamity. response:	Who told you that I'm going to meet my destined calamity?
context: Yet that isn't enough to win you over.\As an onlooker I felt bad for Her Highness.\Star Lord, have you ever broken up any couples on the Book of Destiny?\Certainly.\If it's clearly written on the book that two people aren't meant to be\would they still have a chance?\Unless I make a few changes to it, it's impossible.\If it were stated on the Rock of Three Incarnations response:	that they aren't meant to be?
context: As an onlooker I felt bad for Her Highness.\Star Lord, have you ever broken up any couples on the Book of Destiny?\Certainly.\If it's clearly written on the book that two people aren't meant to be\would they still have a chance?\Unless I make a few changes to it, it's impossible.\If it were stated on the Rock of Three Incarnations\that they aren't meant to be? response:	The Rock of Three Incarnations?
context: Star Lord, have you ever broken up any couples on the Book of Destiny?\Certainly.\If it's clearly written on the book that two people aren't meant to be\would they still have a chance?\Unless I make a few changes to it, it's impossible.\If it were stated on the Rock of Three Incarnations\that they aren't meant to be?\The Rock of Three Incarnations? response:	My Lord, in just a few days
context: Certainly.\If it's clearly written on the book that two people aren't meant to be\would they still have a chance?\Unless I make a few changes to it, it's impossible.\If it were stated on the Rock of Three Incarnations\that they aren't meant to be?\The Rock of Three Incarnations?\My Lord, in just a few days response:	the rumors of Old Ghost Lord's return are already spread to the small clans.
context: If it's clearly written on the book that two people aren't meant to be\would they still have a chance?\Unless I make a few changes to it, it's impossible.\If it were stated on the Rock of Three Incarnations\that they aren't meant to be?\The Rock of Three Incarnations?\My Lord, in just a few days\the rumors of Old Ghost Lord's return are already spread to the small clans. response:	It's said that he's returned to punish you, the rebellious son.
context: would they still have a chance?\Unless I make a few changes to it, it's impossible.\If it were stated on the Rock of Three Incarnations\that they aren't meant to be?\The Rock of Three Incarnations?\My Lord, in just a few days\the rumors of Old Ghost Lord's return are already spread to the small clans.\It's said that he's returned to punish you, the rebellious son. response:	Those clan leaders who support you are all very troubled.
context: Unless I make a few changes to it, it's impossible.\If it were stated on the Rock of Three Incarnations\that they aren't meant to be?\The Rock of Three Incarnations?\My Lord, in just a few days\the rumors of Old Ghost Lord's return are already spread to the small clans.\It's said that he's returned to punish you, the rebellious son.\Those clan leaders who support you are all very troubled. response:	After all, the Ghost Realm isn't as powerful as it used to be.
context: If it were stated on the Rock of Three Incarnations\that they aren't meant to be?\The Rock of Three Incarnations?\My Lord, in just a few days\the rumors of Old Ghost Lord's return are already spread to the small clans.\It's said that he's returned to punish you, the rebellious son.\Those clan leaders who support you are all very troubled.\After all, the Ghost Realm isn't as powerful as it used to be. response:	Everyone hoped that it could be restored to its former glory.
context: that they aren't meant to be?\The Rock of Three Incarnations?\My Lord, in just a few days\the rumors of Old Ghost Lord's return are already spread to the small clans.\It's said that he's returned to punish you, the rebellious son.\Those clan leaders who support you are all very troubled.\After all, the Ghost Realm isn't as powerful as it used to be.\Everyone hoped that it could be restored to its former glory. response:	My Lord, if we don't come up with countermeasures
context: The Rock of Three Incarnations?\My Lord, in just a few days\the rumors of Old Ghost Lord's return are already spread to the small clans.\It's said that he's returned to punish you, the rebellious son.\Those clan leaders who support you are all very troubled.\After all, the Ghost Realm isn't as powerful as it used to be.\Everyone hoped that it could be restored to its former glory.\My Lord, if we don't come up with countermeasures response:	we are in for trouble.
context: My Lord, in just a few days\the rumors of Old Ghost Lord's return are already spread to the small clans.\It's said that he's returned to punish you, the rebellious son.\Those clan leaders who support you are all very troubled.\After all, the Ghost Realm isn't as powerful as it used to be.\Everyone hoped that it could be restored to its former glory.\My Lord, if we don't come up with countermeasures\we are in for trouble. response:	Among the generals, most of the loyal ones are killed by High God Bai Qian.
context: the rumors of Old Ghost Lord's return are already spread to the small clans.\It's said that he's returned to punish you, the rebellious son.\Those clan leaders who support you are all very troubled.\After all, the Ghost Realm isn't as powerful as it used to be.\Everyone hoped that it could be restored to its former glory.\My Lord, if we don't come up with countermeasures\we are in for trouble.\Among the generals, most of the loyal ones are killed by High God Bai Qian. response:	The remaining ones are once faithful subjects of Old Ghost Lord.
context: It's said that he's returned to punish you, the rebellious son.\Those clan leaders who support you are all very troubled.\After all, the Ghost Realm isn't as powerful as it used to be.\Everyone hoped that it could be restored to its former glory.\My Lord, if we don't come up with countermeasures\we are in for trouble.\Among the generals, most of the loyal ones are killed by High God Bai Qian.\The remaining ones are once faithful subjects of Old Ghost Lord. response:	They are all eager to take actions after hearing such rumors.
context: Those clan leaders who support you are all very troubled.\After all, the Ghost Realm isn't as powerful as it used to be.\Everyone hoped that it could be restored to its former glory.\My Lord, if we don't come up with countermeasures\we are in for trouble.\Among the generals, most of the loyal ones are killed by High God Bai Qian.\The remaining ones are once faithful subjects of Old Ghost Lord.\They are all eager to take actions after hearing such rumors. response:	Some of them are observing the situation before making a decision.
context: After all, the Ghost Realm isn't as powerful as it used to be.\Everyone hoped that it could be restored to its former glory.\My Lord, if we don't come up with countermeasures\we are in for trouble.\Among the generals, most of the loyal ones are killed by High God Bai Qian.\The remaining ones are once faithful subjects of Old Ghost Lord.\They are all eager to take actions after hearing such rumors.\Some of them are observing the situation before making a decision. response:	When we got here, we visited five or six of our peers.
