context: Byousoku 5 Centimeters response:	Chapter 1
context: Isn't that your girlfriend?\She isn't my girlfriend.\Sumida, you're the only one in your year who hasn't submitted your form.\I'm sorry...\Look, despite what we've been telling you, it's not something you should be too worried about.\Did you talk to Sumida-sensei about this?\No...\If you really cannot decide, how about going to a local junior college? response:	But...
context: She isn't my girlfriend.\Sumida, you're the only one in your year who hasn't submitted your form.\I'm sorry...\Look, despite what we've been telling you, it's not something you should be too worried about.\Did you talk to Sumida-sensei about this?\No...\If you really cannot decide, how about going to a local junior college?\But... response:	It's got nothing to do with sis...
context: Sumida, you're the only one in your year who hasn't submitted your form.\I'm sorry...\Look, despite what we've been telling you, it's not something you should be too worried about.\Did you talk to Sumida-sensei about this?\No...\If you really cannot decide, how about going to a local junior college?\But...\It's got nothing to do with sis... response:	Because...
context: I'm sorry...\Look, despite what we've been telling you, it's not something you should be too worried about.\Did you talk to Sumida-sensei about this?\No...\If you really cannot decide, how about going to a local junior college?\But...\It's got nothing to do with sis...\Because... response:	my elder sister who coaxed me into starting surfing.
context: Look, despite what we've been telling you, it's not something you should be too worried about.\Did you talk to Sumida-sensei about this?\No...\If you really cannot decide, how about going to a local junior college?\But...\It's got nothing to do with sis...\Because...\my elder sister who coaxed me into starting surfing. response:	And the important person who occupies most of my thoughts...
context: Did you talk to Sumida-sensei about this?\No...\If you really cannot decide, how about going to a local junior college?\But...\It's got nothing to do with sis...\Because...\my elder sister who coaxed me into starting surfing.\And the important person who occupies most of my thoughts... response:	I have still yet to...
context: No...\If you really cannot decide, how about going to a local junior college?\But...\It's got nothing to do with sis...\Because...\my elder sister who coaxed me into starting surfing.\And the important person who occupies most of my thoughts...\I have still yet to... response:	As always, thank you.
context: If you really cannot decide, how about going to a local junior college?\But...\It's got nothing to do with sis...\Because...\my elder sister who coaxed me into starting surfing.\And the important person who occupies most of my thoughts...\I have still yet to...\As always, thank you. response:	That's OK. See you.
context: But...\It's got nothing to do with sis...\Because...\my elder sister who coaxed me into starting surfing.\And the important person who occupies most of my thoughts...\I have still yet to...\As always, thank you.\That's OK. See you. response:	When I came to the place where Tohno-kun was,
context: It's got nothing to do with sis...\Because...\my elder sister who coaxed me into starting surfing.\And the important person who occupies most of my thoughts...\I have still yet to...\As always, thank you.\That's OK. See you.\When I came to the place where Tohno-kun was, response:	the inside of my chest started hurting somewhat.
context: Because...\my elder sister who coaxed me into starting surfing.\And the important person who occupies most of my thoughts...\I have still yet to...\As always, thank you.\That's OK. See you.\When I came to the place where Tohno-kun was,\the inside of my chest started hurting somewhat. response:	Tohno-kun!
context: my elder sister who coaxed me into starting surfing.\And the important person who occupies most of my thoughts...\I have still yet to...\As always, thank you.\That's OK. See you.\When I came to the place where Tohno-kun was,\the inside of my chest started hurting somewhat.\Tohno-kun! response:	Sumida! What's up? How did you find me?
context: And the important person who occupies most of my thoughts...\I have still yet to...\As always, thank you.\That's OK. See you.\When I came to the place where Tohno-kun was,\the inside of my chest started hurting somewhat.\Tohno-kun!\Sumida! What's up? How did you find me? response:	Heh... I found your bike, so I came along. Is that OK?
context: I have still yet to...\As always, thank you.\That's OK. See you.\When I came to the place where Tohno-kun was,\the inside of my chest started hurting somewhat.\Tohno-kun!\Sumida! What's up? How did you find me?\Heh... I found your bike, so I came along. Is that OK? response:	Mmm, I see. I'm glad.
context: As always, thank you.\That's OK. See you.\When I came to the place where Tohno-kun was,\the inside of my chest started hurting somewhat.\Tohno-kun!\Sumida! What's up? How did you find me?\Heh... I found your bike, so I came along. Is that OK?\Mmm, I see. I'm glad. response:	I didn't see you at the scooter parking place today...
context: That's OK. See you.\When I came to the place where Tohno-kun was,\the inside of my chest started hurting somewhat.\Tohno-kun!\Sumida! What's up? How did you find me?\Heh... I found your bike, so I came along. Is that OK?\Mmm, I see. I'm glad.\I didn't see you at the scooter parking place today... response:	Me too!
context: When I came to the place where Tohno-kun was,\the inside of my chest started hurting somewhat.\Tohno-kun!\Sumida! What's up? How did you find me?\Heh... I found your bike, so I came along. Is that OK?\Mmm, I see. I'm glad.\I didn't see you at the scooter parking place today...\Me too! response:	He is kind.
context: the inside of my chest started hurting somewhat.\Tohno-kun!\Sumida! What's up? How did you find me?\Heh... I found your bike, so I came along. Is that OK?\Mmm, I see. I'm glad.\I didn't see you at the scooter parking place today...\Me too!\He is kind. response:	At times, it seems like he's going to cry.
context: Tohno-kun!\Sumida! What's up? How did you find me?\Heh... I found your bike, so I came along. Is that OK?\Mmm, I see. I'm glad.\I didn't see you at the scooter parking place today...\Me too!\He is kind.\At times, it seems like he's going to cry. response:	Hey... are you going to be taking the exams?
context: Sumida! What's up? How did you find me?\Heh... I found your bike, so I came along. Is that OK?\Mmm, I see. I'm glad.\I didn't see you at the scooter parking place today...\Me too!\He is kind.\At times, it seems like he's going to cry.\Hey... are you going to be taking the exams? response:	Yes, the acceptance exams for a university in Tokyo.
context: Heh... I found your bike, so I came along. Is that OK?\Mmm, I see. I'm glad.\I didn't see you at the scooter parking place today...\Me too!\He is kind.\At times, it seems like he's going to cry.\Hey... are you going to be taking the exams?\Yes, the acceptance exams for a university in Tokyo. response:	Tokyo... I see. I thought that would be the case.
context: Mmm, I see. I'm glad.\I didn't see you at the scooter parking place today...\Me too!\He is kind.\At times, it seems like he's going to cry.\Hey... are you going to be taking the exams?\Yes, the acceptance exams for a university in Tokyo.\Tokyo... I see. I thought that would be the case. response:	Why?
context: I didn't see you at the scooter parking place today...\Me too!\He is kind.\At times, it seems like he's going to cry.\Hey... are you going to be taking the exams?\Yes, the acceptance exams for a university in Tokyo.\Tokyo... I see. I thought that would be the case.\Why? response:	I somehow always thought you'd go somewhere far away.
context: Me too!\He is kind.\At times, it seems like he's going to cry.\Hey... are you going to be taking the exams?\Yes, the acceptance exams for a university in Tokyo.\Tokyo... I see. I thought that would be the case.\Why?\I somehow always thought you'd go somewhere far away. response:	What about you?
