context: akirame wa shinai dare ni mo watasenai response:	kono yume dake wa kakegaenai mono
context: furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita response:	ikutsumo no nayami yorokobi de dekiteita
context: furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita response:	ikutsumo no nayami yorokobi de dekiteita
context: furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita response:	ikutsumo no nayami yorokobi de dekiteita
context: furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita response:	ikutsumo no nayami yorokobi de dekiteita
context: furikaeru to tashika na ashiato ga\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita response:	ikutsumo no nayami yorokobi de dekiteita
context: ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita response:	kyou made ikita boku nari no akashi wa tsuyosa he
context: ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\kyou made ikita boku nari no akashi wa tsuyosa he response:	kyou made ikita boku nari no akashi wa tsuyosa he
context: ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he response:	kyou made ikita boku nari no akashi wa tsuyosa he
context: ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he response:	kyou made ikita boku nari no akashi wa tsuyosa he
context: ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he response:	kyou made ikita boku nari no akashi wa tsuyosa he
context: ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he response:	kyou made ikita boku nari no akashi wa tsuyosa he
context: ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he response:	kyou made ikita boku nari no akashi wa tsuyosa he
context: ikutsumo no nayami yorokobi de dekiteita\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he response:	kyou made ikita boku nari no akashi wa tsuyosa he
context: kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he response:	mune ni kizami mae he fumidashiteku n da
context: kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\mune ni kizami mae he fumidashiteku n da response:	mune ni kizami mae he fumidashiteku n da
context: kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da response:	mune ni kizami mae he fumidashiteku n da
context: kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da response:	mune ni kizami mae he fumidashiteku n da
context: kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da response:	mune ni kizami mae he fumidashiteku n da
context: kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da response:	mune ni kizami mae he fumidashiteku n da
context: kyou made ikita boku nari no akashi wa tsuyosa he\kyou made ikita boku nari no akashi wa tsuyosa he\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da response:	mune ni kizami mae he fumidashiteku n da
context: kyou made ikita boku nari no akashi wa tsuyosa he\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da response:	mune ni kizami mae he fumidashiteku n da
context: mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da response:	kokorozashita tsukamitai yume ga aru kara
context: mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\kokorozashita tsukamitai yume ga aru kara response:	kokorozashita tsukamitai yume ga aru kara
context: mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara response:	kokorozashita tsukamitai yume ga aru kara
context: mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara response:	kokorozashita tsukamitai yume ga aru kara
context: mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara response:	kokorozashita tsukamitai yume ga aru kara
context: mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara response:	kokorozashita tsukamitai yume ga aru kara
context: mune ni kizami mae he fumidashiteku n da\mune ni kizami mae he fumidashiteku n da\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara response:	kokorozashita tsukamitai yume ga aru kara
context: mune ni kizami mae he fumidashiteku n da\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara response:	kokorozashita tsukamitai yume ga aru kara
context: kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara response:	moyashiteyuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\moyashiteyuke jounetsu wo atsuku response:	moyashiteyuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku response:	moyashiteyuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku response:	moyashiteyuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku response:	moyashiteyuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku response:	moyashiteyuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga aru kara\kokorozashita tsukamitai yume ga aru kara\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku response:	moyashiteyuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga aru kara\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku response:	moyashiteyuke jounetsu wo atsuku
context: moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku response:	yume no tochuu de meguriau deai to wakare
context: moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashiteyuke jounetsu wo atsuku\moyashiteyuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
