context: Editorial Department response:	Shounen Jack
context: Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you response:	Storyboard
context: Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard response:	Hiramaru Kazuya
context: Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya response:	The protagonist is convinced he's so unpopular... This is great!
context: Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\The protagonist is convinced he's so unpopular... This is great! response:	I showed you!
context: Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\The protagonist is convinced he's so unpopular... This is great!\I showed you! response:	It's the story of a boy who falls in love with an angel.
context: Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\The protagonist is convinced he's so unpopular... This is great!\I showed you!\It's the story of a boy who falls in love with an angel. response:	A love fantasy. That's just like you, Aoki.
context: Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\The protagonist is convinced he's so unpopular... This is great!\I showed you!\It's the story of a boy who falls in love with an angel.\A love fantasy. That's just like you, Aoki. response:	You guys have any love experience?
context: Never reaching you\Storyboard\Hiramaru Kazuya\The protagonist is convinced he's so unpopular... This is great!\I showed you!\It's the story of a boy who falls in love with an angel.\A love fantasy. That's just like you, Aoki.\You guys have any love experience? response:	Nope!
context: Storyboard\Hiramaru Kazuya\The protagonist is convinced he's so unpopular... This is great!\I showed you!\It's the story of a boy who falls in love with an angel.\A love fantasy. That's just like you, Aoki.\You guys have any love experience?\Nope! response:	Only one-sided...
context: Hiramaru Kazuya\The protagonist is convinced he's so unpopular... This is great!\I showed you!\It's the story of a boy who falls in love with an angel.\A love fantasy. That's just like you, Aoki.\You guys have any love experience?\Nope!\Only one-sided... response:	Useless.
context: The protagonist is convinced he's so unpopular... This is great!\I showed you!\It's the story of a boy who falls in love with an angel.\A love fantasy. That's just like you, Aoki.\You guys have any love experience?\Nope!\Only one-sided...\Useless. response:	And you?
context: I showed you!\It's the story of a boy who falls in love with an angel.\A love fantasy. That's just like you, Aoki.\You guys have any love experience?\Nope!\Only one-sided...\Useless.\And you? response:	Idiots! I was the Romeo of Hiroshima!
context: It's the story of a boy who falls in love with an angel.\A love fantasy. That's just like you, Aoki.\You guys have any love experience?\Nope!\Only one-sided...\Useless.\And you?\Idiots! I was the Romeo of Hiroshima! response:	You're already done with the manuscript?
context: A love fantasy. That's just like you, Aoki.\You guys have any love experience?\Nope!\Only one-sided...\Useless.\And you?\Idiots! I was the Romeo of Hiroshima!\You're already done with the manuscript? response:	Can't stop the love!
context: You guys have any love experience?\Nope!\Only one-sided...\Useless.\And you?\Idiots! I was the Romeo of Hiroshima!\You're already done with the manuscript?\Can't stop the love! response:	What's with this character design?!
context: Nope!\Only one-sided...\Useless.\And you?\Idiots! I was the Romeo of Hiroshima!\You're already done with the manuscript?\Can't stop the love!\What's with this character design?! response:	The final climax isn't quite there.
context: Only one-sided...\Useless.\And you?\Idiots! I was the Romeo of Hiroshima!\You're already done with the manuscript?\Can't stop the love!\What's with this character design?!\The final climax isn't quite there. response:	It just isn't expressed well.
context: Useless.\And you?\Idiots! I was the Romeo of Hiroshima!\You're already done with the manuscript?\Can't stop the love!\What's with this character design?!\The final climax isn't quite there.\It just isn't expressed well. response:	Okay. I still have time, right?
context: And you?\Idiots! I was the Romeo of Hiroshima!\You're already done with the manuscript?\Can't stop the love!\What's with this character design?!\The final climax isn't quite there.\It just isn't expressed well.\Okay. I still have time, right? response:	Yeah. But everyone's already done except for you and Fukuda.
context: Idiots! I was the Romeo of Hiroshima!\You're already done with the manuscript?\Can't stop the love!\What's with this character design?!\The final climax isn't quite there.\It just isn't expressed well.\Okay. I still have time, right?\Yeah. But everyone's already done except for you and Fukuda. response:	So this is the limit of what I can do alone...
context: You're already done with the manuscript?\Can't stop the love!\What's with this character design?!\The final climax isn't quite there.\It just isn't expressed well.\Okay. I still have time, right?\Yeah. But everyone's already done except for you and Fukuda.\So this is the limit of what I can do alone... response:	I have the image in my head, but I don't know how to express it through dialogue.
context: Can't stop the love!\What's with this character design?!\The final climax isn't quite there.\It just isn't expressed well.\Okay. I still have time, right?\Yeah. But everyone's already done except for you and Fukuda.\So this is the limit of what I can do alone...\I have the image in my head, but I don't know how to express it through dialogue. response:	Hattori, today is the serialization committee, right?
context: What's with this character design?!\The final climax isn't quite there.\It just isn't expressed well.\Okay. I still have time, right?\Yeah. But everyone's already done except for you and Fukuda.\So this is the limit of what I can do alone...\I have the image in my head, but I don't know how to express it through dialogue.\Hattori, today is the serialization committee, right? response:	Yeah, it just started.
context: The final climax isn't quite there.\It just isn't expressed well.\Okay. I still have time, right?\Yeah. But everyone's already done except for you and Fukuda.\So this is the limit of what I can do alone...\I have the image in my head, but I don't know how to express it through dialogue.\Hattori, today is the serialization committee, right?\Yeah, it just started. response:	If you're worried about Rabuta, I can call you with the results.
context: It just isn't expressed well.\Okay. I still have time, right?\Yeah. But everyone's already done except for you and Fukuda.\So this is the limit of what I can do alone...\I have the image in my head, but I don't know how to express it through dialogue.\Hattori, today is the serialization committee, right?\Yeah, it just started.\If you're worried about Rabuta, I can call you with the results. response:	No, thats okay.
context: Okay. I still have time, right?\Yeah. But everyone's already done except for you and Fukuda.\So this is the limit of what I can do alone...\I have the image in my head, but I don't know how to express it through dialogue.\Hattori, today is the serialization committee, right?\Yeah, it just started.\If you're worried about Rabuta, I can call you with the results.\No, thats okay. response:	I'll redo my storyboard and send it to you again.
context: Yeah. But everyone's already done except for you and Fukuda.\So this is the limit of what I can do alone...\I have the image in my head, but I don't know how to express it through dialogue.\Hattori, today is the serialization committee, right?\Yeah, it just started.\If you're worried about Rabuta, I can call you with the results.\No, thats okay.\I'll redo my storyboard and send it to you again. response:	They should have long since finished with the storyboard for the committee.
context: So this is the limit of what I can do alone...\I have the image in my head, but I don't know how to express it through dialogue.\Hattori, today is the serialization committee, right?\Yeah, it just started.\If you're worried about Rabuta, I can call you with the results.\No, thats okay.\I'll redo my storyboard and send it to you again.\They should have long since finished with the storyboard for the committee. response:	So why aren't you here, Shuujin?
