context: I wonder what's happening on this world response:	I wonder what's happening on this world
context: They live with the same love in their hearts for centuries.\As such, they do not have changes of heart without good reason.\There are likely many who grow old without ever loving another.\To fall in love with someone, to need them, is a highly risky proposition for spirit kind.\That was true for Tomoe as well.\By that...\Are you referring to Yukiji?\Yes. response:	Tomoe has a lot of history behind him as well.
context: As such, they do not have changes of heart without good reason.\There are likely many who grow old without ever loving another.\To fall in love with someone, to need them, is a highly risky proposition for spirit kind.\That was true for Tomoe as well.\By that...\Are you referring to Yukiji?\Yes.\Tomoe has a lot of history behind him as well. response:	I've used my powers to make him forget for now,
context: There are likely many who grow old without ever loving another.\To fall in love with someone, to need them, is a highly risky proposition for spirit kind.\That was true for Tomoe as well.\By that...\Are you referring to Yukiji?\Yes.\Tomoe has a lot of history behind him as well.\I've used my powers to make him forget for now, response:	but things can't remain this way forever.
context: To fall in love with someone, to need them, is a highly risky proposition for spirit kind.\That was true for Tomoe as well.\By that...\Are you referring to Yukiji?\Yes.\Tomoe has a lot of history behind him as well.\I've used my powers to make him forget for now,\but things can't remain this way forever. response:	Then why did you bring Tomoe and me together?
context: That was true for Tomoe as well.\By that...\Are you referring to Yukiji?\Yes.\Tomoe has a lot of history behind him as well.\I've used my powers to make him forget for now,\but things can't remain this way forever.\Then why did you bring Tomoe and me together? response:	Tomoe believes that humans are fleeting and frail,
context: By that...\Are you referring to Yukiji?\Yes.\Tomoe has a lot of history behind him as well.\I've used my powers to make him forget for now,\but things can't remain this way forever.\Then why did you bring Tomoe and me together?\Tomoe believes that humans are fleeting and frail, response:	and he fears becoming involved with them.
context: Are you referring to Yukiji?\Yes.\Tomoe has a lot of history behind him as well.\I've used my powers to make him forget for now,\but things can't remain this way forever.\Then why did you bring Tomoe and me together?\Tomoe believes that humans are fleeting and frail,\and he fears becoming involved with them. response:	I think that you can teach him that humans are not weak.
context: Yes.\Tomoe has a lot of history behind him as well.\I've used my powers to make him forget for now,\but things can't remain this way forever.\Then why did you bring Tomoe and me together?\Tomoe believes that humans are fleeting and frail,\and he fears becoming involved with them.\I think that you can teach him that humans are not weak. response:	I want to rekindle Tomoe's bond with humanity.
context: Tomoe has a lot of history behind him as well.\I've used my powers to make him forget for now,\but things can't remain this way forever.\Then why did you bring Tomoe and me together?\Tomoe believes that humans are fleeting and frail,\and he fears becoming involved with them.\I think that you can teach him that humans are not weak.\I want to rekindle Tomoe's bond with humanity. response:	To have him take your hand, not mine.
context: I've used my powers to make him forget for now,\but things can't remain this way forever.\Then why did you bring Tomoe and me together?\Tomoe believes that humans are fleeting and frail,\and he fears becoming involved with them.\I think that you can teach him that humans are not weak.\I want to rekindle Tomoe's bond with humanity.\To have him take your hand, not mine. response:	I want to allow Tomoe to choose you.
context: but things can't remain this way forever.\Then why did you bring Tomoe and me together?\Tomoe believes that humans are fleeting and frail,\and he fears becoming involved with them.\I think that you can teach him that humans are not weak.\I want to rekindle Tomoe's bond with humanity.\To have him take your hand, not mine.\I want to allow Tomoe to choose you. response:	Mikage!
context: Then why did you bring Tomoe and me together?\Tomoe believes that humans are fleeting and frail,\and he fears becoming involved with them.\I think that you can teach him that humans are not weak.\I want to rekindle Tomoe's bond with humanity.\To have him take your hand, not mine.\I want to allow Tomoe to choose you.\Mikage! response:	But it seems he still has a long way to go.
context: Tomoe believes that humans are fleeting and frail,\and he fears becoming involved with them.\I think that you can teach him that humans are not weak.\I want to rekindle Tomoe's bond with humanity.\To have him take your hand, not mine.\I want to allow Tomoe to choose you.\Mikage!\But it seems he still has a long way to go. response:	Hey, can you hear me?
context: and he fears becoming involved with them.\I think that you can teach him that humans are not weak.\I want to rekindle Tomoe's bond with humanity.\To have him take your hand, not mine.\I want to allow Tomoe to choose you.\Mikage!\But it seems he still has a long way to go.\Hey, can you hear me? response:	Hey, can you hear me?
context: I think that you can teach him that humans are not weak.\I want to rekindle Tomoe's bond with humanity.\To have him take your hand, not mine.\I want to allow Tomoe to choose you.\Mikage!\But it seems he still has a long way to go.\Hey, can you hear me?\Hey, can you hear me? response:	That night, I was looking
context: I want to rekindle Tomoe's bond with humanity.\To have him take your hand, not mine.\I want to allow Tomoe to choose you.\Mikage!\But it seems he still has a long way to go.\Hey, can you hear me?\Hey, can you hear me?\That night, I was looking response:	at the fleeting remnants of the day
context: To have him take your hand, not mine.\I want to allow Tomoe to choose you.\Mikage!\But it seems he still has a long way to go.\Hey, can you hear me?\Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day response:	The milky way spread across my vision
context: I want to allow Tomoe to choose you.\Mikage!\But it seems he still has a long way to go.\Hey, can you hear me?\Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision response:	It was very beautiful
context: Mikage!\But it seems he still has a long way to go.\Hey, can you hear me?\Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful response:	Hey, can you hear me?
context: But it seems he still has a long way to go.\Hey, can you hear me?\Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me? response:	I don't think I can talk to other people about this
context: Hey, can you hear me?\Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this response:	I'll call up God, I think
context: Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think response:	If a new day hadn't begun
context: That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun response:	then yesterday's tomorrow would be today
context: at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today response:	and yesterday would be the day before
context: The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before response:	I'm waiting for you
context: It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you response:	Preview
context: Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you\Preview response:	Preview
context: I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you\Preview\Preview response:	With the Divine Assembly finished, Nanami agonizes over her love for Tomoe.
context: I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you\Preview\Preview\With the Divine Assembly finished, Nanami agonizes over her love for Tomoe. response:	I'll stay here
context: If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you\Preview\Preview\With the Divine Assembly finished, Nanami agonizes over her love for Tomoe.\I'll stay here response:	The boat is stopped here
context: then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you\Preview\Preview\With the Divine Assembly finished, Nanami agonizes over her love for Tomoe.\I'll stay here\The boat is stopped here response:	That's when she gets invited by Himemiko for a girls' day out.
context: and yesterday would be the day before\I'm waiting for you\Preview\Preview\With the Divine Assembly finished, Nanami agonizes over her love for Tomoe.\I'll stay here\The boat is stopped here\That's when she gets invited by Himemiko for a girls' day out. response:	This kid she ends up running into...
context: I'm waiting for you\Preview\Preview\With the Divine Assembly finished, Nanami agonizes over her love for Tomoe.\I'll stay here\The boat is stopped here\That's when she gets invited by Himemiko for a girls' day out.\This kid she ends up running into... response:	If today weren't today
context: Preview\Preview\With the Divine Assembly finished, Nanami agonizes over her love for Tomoe.\I'll stay here\The boat is stopped here\That's when she gets invited by Himemiko for a girls' day out.\This kid she ends up running into...\If today weren't today response:	Oh, dear! He's got wings!
context: Preview\With the Divine Assembly finished, Nanami agonizes over her love for Tomoe.\I'll stay here\The boat is stopped here\That's when she gets invited by Himemiko for a girls' day out.\This kid she ends up running into...\If today weren't today\Oh, dear! He's got wings! response:	Next time, The God Meets a Little Crow.
