context: Yuuichi! response:	Sorry! Were you waiting long?
context: Of course you need a reason!\Never base decisions on supposition!\Her good points and bad points. The varied evidence which makes me find her desirable.\The measurement of my heart rate,\body temperature, and other vitals when we are together!\I have assembled all of this data and even I am unable to prove that I love her!\The likes of you could never so casually declare your love for her!\We have no time to waste on animals who have cast aside reason. response:	Let's go.
context: Never base decisions on supposition!\Her good points and bad points. The varied evidence which makes me find her desirable.\The measurement of my heart rate,\body temperature, and other vitals when we are together!\I have assembled all of this data and even I am unable to prove that I love her!\The likes of you could never so casually declare your love for her!\We have no time to waste on animals who have cast aside reason.\Let's go. response:	Animals?
context: Her good points and bad points. The varied evidence which makes me find her desirable.\The measurement of my heart rate,\body temperature, and other vitals when we are together!\I have assembled all of this data and even I am unable to prove that I love her!\The likes of you could never so casually declare your love for her!\We have no time to waste on animals who have cast aside reason.\Let's go.\Animals? response:	What have I done? I was far too emotional.
context: The measurement of my heart rate,\body temperature, and other vitals when we are together!\I have assembled all of this data and even I am unable to prove that I love her!\The likes of you could never so casually declare your love for her!\We have no time to waste on animals who have cast aside reason.\Let's go.\Animals?\What have I done? I was far too emotional. response:	Times you thought her estimation of you fell +1
context: body temperature, and other vitals when we are together!\I have assembled all of this data and even I am unable to prove that I love her!\The likes of you could never so casually declare your love for her!\We have no time to waste on animals who have cast aside reason.\Let's go.\Animals?\What have I done? I was far too emotional.\Times you thought her estimation of you fell +1 response:	I'm sure that Himuro must think less of me now.
context: I have assembled all of this data and even I am unable to prove that I love her!\The likes of you could never so casually declare your love for her!\We have no time to waste on animals who have cast aside reason.\Let's go.\Animals?\What have I done? I was far too emotional.\Times you thought her estimation of you fell +1\I'm sure that Himuro must think less of me now. response:	Times you thought he was super cool +1
context: The likes of you could never so casually declare your love for her!\We have no time to waste on animals who have cast aside reason.\Let's go.\Animals?\What have I done? I was far too emotional.\Times you thought her estimation of you fell +1\I'm sure that Himuro must think less of me now.\Times you thought he was super cool +1 response:	I can't take it! He's just so cool!
context: We have no time to waste on animals who have cast aside reason.\Let's go.\Animals?\What have I done? I was far too emotional.\Times you thought her estimation of you fell +1\I'm sure that Himuro must think less of me now.\Times you thought he was super cool +1\I can't take it! He's just so cool! response:	What's with those two?
context: Let's go.\Animals?\What have I done? I was far too emotional.\Times you thought her estimation of you fell +1\I'm sure that Himuro must think less of me now.\Times you thought he was super cool +1\I can't take it! He's just so cool!\What's with those two? response:	Seriously. Those guys are crazy.
context: Animals?\What have I done? I was far too emotional.\Times you thought her estimation of you fell +1\I'm sure that Himuro must think less of me now.\Times you thought he was super cool +1\I can't take it! He's just so cool!\What's with those two?\Seriously. Those guys are crazy. response:	But, we kinda respect them for it. That's what you call science-types.
context: What have I done? I was far too emotional.\Times you thought her estimation of you fell +1\I'm sure that Himuro must think less of me now.\Times you thought he was super cool +1\I can't take it! He's just so cool!\What's with those two?\Seriously. Those guys are crazy.\But, we kinda respect them for it. That's what you call science-types. response:	What is with you people?
context: Times you thought her estimation of you fell +1\I'm sure that Himuro must think less of me now.\Times you thought he was super cool +1\I can't take it! He's just so cool!\What's with those two?\Seriously. Those guys are crazy.\But, we kinda respect them for it. That's what you call science-types.\What is with you people? response:	That's right! This is an amusement park!
context: I'm sure that Himuro must think less of me now.\Times you thought he was super cool +1\I can't take it! He's just so cool!\What's with those two?\Seriously. Those guys are crazy.\But, we kinda respect them for it. That's what you call science-types.\What is with you people?\That's right! This is an amusement park! response:	It's crawling with legions of IRL-ers!
context: Times you thought he was super cool +1\I can't take it! He's just so cool!\What's with those two?\Seriously. Those guys are crazy.\But, we kinda respect them for it. That's what you call science-types.\What is with you people?\That's right! This is an amusement park!\It's crawling with legions of IRL-ers! response:	It's the perfect place to close out a date! A land of dreams!
context: I can't take it! He's just so cool!\What's with those two?\Seriously. Those guys are crazy.\But, we kinda respect them for it. That's what you call science-types.\What is with you people?\That's right! This is an amusement park!\It's crawling with legions of IRL-ers!\It's the perfect place to close out a date! A land of dreams! response:	This'll close the distance between them big time, no prob, for certain!
context: What's with those two?\Seriously. Those guys are crazy.\But, we kinda respect them for it. That's what you call science-types.\What is with you people?\That's right! This is an amusement park!\It's crawling with legions of IRL-ers!\It's the perfect place to close out a date! A land of dreams!\This'll close the distance between them big time, no prob, for certain! response:	Kosuke-kun, you see that and you can really still think that way?
context: Seriously. Those guys are crazy.\But, we kinda respect them for it. That's what you call science-types.\What is with you people?\That's right! This is an amusement park!\It's crawling with legions of IRL-ers!\It's the perfect place to close out a date! A land of dreams!\This'll close the distance between them big time, no prob, for certain!\Kosuke-kun, you see that and you can really still think that way? response:	One revolution takes about 20 seconds?
context: But, we kinda respect them for it. That's what you call science-types.\What is with you people?\That's right! This is an amusement park!\It's crawling with legions of IRL-ers!\It's the perfect place to close out a date! A land of dreams!\This'll close the distance between them big time, no prob, for certain!\Kosuke-kun, you see that and you can really still think that way?\One revolution takes about 20 seconds? response:	When I used my watch to measure, it took 24 seconds.
