context: I thought the way she talked was like the way she sang. response:	That unique and annoying way Takumi stretches the last word when he speaks
context: How much did it cost?\I took him to the stylist. I'm sorry.\Don't mind what the nosy old lady says.\Oh, by the way,\did you know there's a fireworks festival tomorrow night at Tamagawa?\Huh? Fireworks in this season?\Remember? The one they were planning in the summer\got canceled because of the typhoon. response:	Right.
context: I took him to the stylist. I'm sorry.\Don't mind what the nosy old lady says.\Oh, by the way,\did you know there's a fireworks festival tomorrow night at Tamagawa?\Huh? Fireworks in this season?\Remember? The one they were planning in the summer\got canceled because of the typhoon.\Right. response:	There were so many requests from the public to have it,
context: Don't mind what the nosy old lady says.\Oh, by the way,\did you know there's a fireworks festival tomorrow night at Tamagawa?\Huh? Fireworks in this season?\Remember? The one they were planning in the summer\got canceled because of the typhoon.\Right.\There were so many requests from the public to have it, response:	they decided to do it after all.
context: Oh, by the way,\did you know there's a fireworks festival tomorrow night at Tamagawa?\Huh? Fireworks in this season?\Remember? The one they were planning in the summer\got canceled because of the typhoon.\Right.\There were so many requests from the public to have it,\they decided to do it after all. response:	Oh?
context: did you know there's a fireworks festival tomorrow night at Tamagawa?\Huh? Fireworks in this season?\Remember? The one they were planning in the summer\got canceled because of the typhoon.\Right.\There were so many requests from the public to have it,\they decided to do it after all.\Oh? response:	They'll start the fireworks at 6:15.
context: Huh? Fireworks in this season?\Remember? The one they were planning in the summer\got canceled because of the typhoon.\Right.\There were so many requests from the public to have it,\they decided to do it after all.\Oh?\They'll start the fireworks at 6:15. response:	If you're free,
context: Remember? The one they were planning in the summer\got canceled because of the typhoon.\Right.\There were so many requests from the public to have it,\they decided to do it after all.\Oh?\They'll start the fireworks at 6:15.\If you're free, response:	what do you say the four of us go see it together?
context: got canceled because of the typhoon.\Right.\There were so many requests from the public to have it,\they decided to do it after all.\Oh?\They'll start the fireworks at 6:15.\If you're free,\what do you say the four of us go see it together? response:	Sorry, I have work.
context: Right.\There were so many requests from the public to have it,\they decided to do it after all.\Oh?\They'll start the fireworks at 6:15.\If you're free,\what do you say the four of us go see it together?\Sorry, I have work. response:	Me too.
context: There were so many requests from the public to have it,\they decided to do it after all.\Oh?\They'll start the fireworks at 6:15.\If you're free,\what do you say the four of us go see it together?\Sorry, I have work.\Me too. response:	That's good.
context: they decided to do it after all.\Oh?\They'll start the fireworks at 6:15.\If you're free,\what do you say the four of us go see it together?\Sorry, I have work.\Me too.\That's good. response:	Then no one will be there to get in our way.
context: Oh?\They'll start the fireworks at 6:15.\If you're free,\what do you say the four of us go see it together?\Sorry, I have work.\Me too.\That's good.\Then no one will be there to get in our way. response:	But Nana seems to have lots of time lately.
context: They'll start the fireworks at 6:15.\If you're free,\what do you say the four of us go see it together?\Sorry, I have work.\Me too.\That's good.\Then no one will be there to get in our way.\But Nana seems to have lots of time lately. response:	She might wanna go.
context: If you're free,\what do you say the four of us go see it together?\Sorry, I have work.\Me too.\That's good.\Then no one will be there to get in our way.\But Nana seems to have lots of time lately.\She might wanna go. response:	Don't tell her!
context: what do you say the four of us go see it together?\Sorry, I have work.\Me too.\That's good.\Then no one will be there to get in our way.\But Nana seems to have lots of time lately.\She might wanna go.\Don't tell her! response:	What if we bumped into each other?!
context: Sorry, I have work.\Me too.\That's good.\Then no one will be there to get in our way.\But Nana seems to have lots of time lately.\She might wanna go.\Don't tell her!\What if we bumped into each other?! response:	How should I know?
context: Me too.\That's good.\Then no one will be there to get in our way.\But Nana seems to have lots of time lately.\She might wanna go.\Don't tell her!\What if we bumped into each other?!\How should I know? response:	Think for yourself.
