context: You're Lilah? response:	Arnold?
context: I'm locked out of my apartment. I don't. What?\Listen to this. I'm having dinner last night with this guy...\And the whole idea just explodes into something absolutely spectacular.\Are you ready?\Two weeks from today, we're coming down with our cameras...\The pilot for a weekly series called Open Audition.\The winner each week gets a guest spot on Johnny Carson.\What do you think? Brilliant? response:	I think it's not what you promised me.
context: Listen to this. I'm having dinner last night with this guy...\And the whole idea just explodes into something absolutely spectacular.\Are you ready?\Two weeks from today, we're coming down with our cameras...\The pilot for a weekly series called Open Audition.\The winner each week gets a guest spot on Johnny Carson.\What do you think? Brilliant?\I think it's not what you promised me. response:	I promised you'd be seen. This is no aimless audition.
context: And the whole idea just explodes into something absolutely spectacular.\Are you ready?\Two weeks from today, we're coming down with our cameras...\The pilot for a weekly series called Open Audition.\The winner each week gets a guest spot on Johnny Carson.\What do you think? Brilliant?\I think it's not what you promised me.\I promised you'd be seen. This is no aimless audition. response:	The winner gets a shot at Carson.
context: Are you ready?\Two weeks from today, we're coming down with our cameras...\The pilot for a weekly series called Open Audition.\The winner each week gets a guest spot on Johnny Carson.\What do you think? Brilliant?\I think it's not what you promised me.\I promised you'd be seen. This is no aimless audition.\The winner gets a shot at Carson. response:	- No one's coming to see me. - Of course they will. You're the best there.
context: Two weeks from today, we're coming down with our cameras...\The pilot for a weekly series called Open Audition.\The winner each week gets a guest spot on Johnny Carson.\What do you think? Brilliant?\I think it's not what you promised me.\I promised you'd be seen. This is no aimless audition.\The winner gets a shot at Carson.\- No one's coming to see me. - Of course they will. You're the best there. response:	- In your opinion. - In my opinion.
context: The pilot for a weekly series called Open Audition.\The winner each week gets a guest spot on Johnny Carson.\What do you think? Brilliant?\I think it's not what you promised me.\I promised you'd be seen. This is no aimless audition.\The winner gets a shot at Carson.\- No one's coming to see me. - Of course they will. You're the best there.\- In your opinion. - In my opinion. response:	It's worth something.
context: The winner each week gets a guest spot on Johnny Carson.\What do you think? Brilliant?\I think it's not what you promised me.\I promised you'd be seen. This is no aimless audition.\The winner gets a shot at Carson.\- No one's coming to see me. - Of course they will. You're the best there.\- In your opinion. - In my opinion.\It's worth something. response:	It's certainly worth a lot more than your word.
context: What do you think? Brilliant?\I think it's not what you promised me.\I promised you'd be seen. This is no aimless audition.\The winner gets a shot at Carson.\- No one's coming to see me. - Of course they will. You're the best there.\- In your opinion. - In my opinion.\It's worth something.\It's certainly worth a lot more than your word. response:	Steven, for your information...
context: I think it's not what you promised me.\I promised you'd be seen. This is no aimless audition.\The winner gets a shot at Carson.\- No one's coming to see me. - Of course they will. You're the best there.\- In your opinion. - In my opinion.\It's worth something.\It's certainly worth a lot more than your word.\Steven, for your information... response:	The name Steven Gold wasn't on it.
context: I promised you'd be seen. This is no aimless audition.\The winner gets a shot at Carson.\- No one's coming to see me. - Of course they will. You're the best there.\- In your opinion. - In my opinion.\It's worth something.\It's certainly worth a lot more than your word.\Steven, for your information...\The name Steven Gold wasn't on it. response:	He said you were emotionally unstable.
context: The winner gets a shot at Carson.\- No one's coming to see me. - Of course they will. You're the best there.\- In your opinion. - In my opinion.\It's worth something.\It's certainly worth a lot more than your word.\Steven, for your information...\The name Steven Gold wasn't on it.\He said you were emotionally unstable. response:	I had to exert pressure just to keep you in this thing.
context: - No one's coming to see me. - Of course they will. You're the best there.\- In your opinion. - In my opinion.\It's worth something.\It's certainly worth a lot more than your word.\Steven, for your information...\The name Steven Gold wasn't on it.\He said you were emotionally unstable.\I had to exert pressure just to keep you in this thing. response:	Don't give me heat about my word.
context: - In your opinion. - In my opinion.\It's worth something.\It's certainly worth a lot more than your word.\Steven, for your information...\The name Steven Gold wasn't on it.\He said you were emotionally unstable.\I had to exert pressure just to keep you in this thing.\Don't give me heat about my word. response:	- Who else exactly is on this list? - Why?
context: It's worth something.\It's certainly worth a lot more than your word.\Steven, for your information...\The name Steven Gold wasn't on it.\He said you were emotionally unstable.\I had to exert pressure just to keep you in this thing.\Don't give me heat about my word.\- Who else exactly is on this list? - Why? response:	Because there's someone good you might have forgotten.
context: It's certainly worth a lot more than your word.\Steven, for your information...\The name Steven Gold wasn't on it.\He said you were emotionally unstable.\I had to exert pressure just to keep you in this thing.\Don't give me heat about my word.\- Who else exactly is on this list? - Why?\Because there's someone good you might have forgotten. response:	Aren't you nice? Aren't you nice? Hello, everybody.
context: Steven, for your information...\The name Steven Gold wasn't on it.\He said you were emotionally unstable.\I had to exert pressure just to keep you in this thing.\Don't give me heat about my word.\- Who else exactly is on this list? - Why?\Because there's someone good you might have forgotten.\Aren't you nice? Aren't you nice? Hello, everybody. response:	It's the Lesbian Lunchbox.
