context: - Your Highness. - Your Highness. response:	You may all go.
context: Why today?\Have you forgotten? It is your birthday today.\You have already lived for hundreds of millenia\so there's nothing special about a birthday.\But, Xiao Jiu has followed you since she was young\and is more respectful to you than to her own parents.\It is your birthday today. She'll surely be back.\I'm too slow. response:	I just need to pass through these woods and I'll be at Qing Qiu.
context: Have you forgotten? It is your birthday today.\You have already lived for hundreds of millenia\so there's nothing special about a birthday.\But, Xiao Jiu has followed you since she was young\and is more respectful to you than to her own parents.\It is your birthday today. She'll surely be back.\I'm too slow.\I just need to pass through these woods and I'll be at Qing Qiu. response:	Go!
context: You have already lived for hundreds of millenia\so there's nothing special about a birthday.\But, Xiao Jiu has followed you since she was young\and is more respectful to you than to her own parents.\It is your birthday today. She'll surely be back.\I'm too slow.\I just need to pass through these woods and I'll be at Qing Qiu.\Go! response:	I was just passing through.
context: so there's nothing special about a birthday.\But, Xiao Jiu has followed you since she was young\and is more respectful to you than to her own parents.\It is your birthday today. She'll surely be back.\I'm too slow.\I just need to pass through these woods and I'll be at Qing Qiu.\Go!\I was just passing through. response:	I am Bai Feng Jiu of Qing Qiu! Don't be so rude!
context: But, Xiao Jiu has followed you since she was young\and is more respectful to you than to her own parents.\It is your birthday today. She'll surely be back.\I'm too slow.\I just need to pass through these woods and I'll be at Qing Qiu.\Go!\I was just passing through.\I am Bai Feng Jiu of Qing Qiu! Don't be so rude! response:	Dong Hua Dijun?
context: and is more respectful to you than to her own parents.\It is your birthday today. She'll surely be back.\I'm too slow.\I just need to pass through these woods and I'll be at Qing Qiu.\Go!\I was just passing through.\I am Bai Feng Jiu of Qing Qiu! Don't be so rude!\Dong Hua Dijun? response:	Who are you?
context: It is your birthday today. She'll surely be back.\I'm too slow.\I just need to pass through these woods and I'll be at Qing Qiu.\Go!\I was just passing through.\I am Bai Feng Jiu of Qing Qiu! Don't be so rude!\Dong Hua Dijun?\Who are you? response:	Dong Hua Dijun.
context: I'm too slow.\I just need to pass through these woods and I'll be at Qing Qiu.\Go!\I was just passing through.\I am Bai Feng Jiu of Qing Qiu! Don't be so rude!\Dong Hua Dijun?\Who are you?\Dong Hua Dijun. response:	How much longer do you intend on hugging me like this?
context: I just need to pass through these woods and I'll be at Qing Qiu.\Go!\I was just passing through.\I am Bai Feng Jiu of Qing Qiu! Don't be so rude!\Dong Hua Dijun?\Who are you?\Dong Hua Dijun.\How much longer do you intend on hugging me like this? response:	Are you really Dong Hua Dijun?
context: Go!\I was just passing through.\I am Bai Feng Jiu of Qing Qiu! Don't be so rude!\Dong Hua Dijun?\Who are you?\Dong Hua Dijun.\How much longer do you intend on hugging me like this?\Are you really Dong Hua Dijun? response:	Do I not look like him?
context: I was just passing through.\I am Bai Feng Jiu of Qing Qiu! Don't be so rude!\Dong Hua Dijun?\Who are you?\Dong Hua Dijun.\How much longer do you intend on hugging me like this?\Are you really Dong Hua Dijun?\Do I not look like him? response:	You don't.
context: I am Bai Feng Jiu of Qing Qiu! Don't be so rude!\Dong Hua Dijun?\Who are you?\Dong Hua Dijun.\How much longer do you intend on hugging me like this?\Are you really Dong Hua Dijun?\Do I not look like him?\You don't. response:	I've seen a portrait of you before in Zhe Yan's collection of books.
context: Dong Hua Dijun?\Who are you?\Dong Hua Dijun.\How much longer do you intend on hugging me like this?\Are you really Dong Hua Dijun?\Do I not look like him?\You don't.\I've seen a portrait of you before in Zhe Yan's collection of books. response:	You really do not look like him.
context: Who are you?\Dong Hua Dijun.\How much longer do you intend on hugging me like this?\Are you really Dong Hua Dijun?\Do I not look like him?\You don't.\I've seen a portrait of you before in Zhe Yan's collection of books.\You really do not look like him. response:	Zhe Yan?
context: Dong Hua Dijun.\How much longer do you intend on hugging me like this?\Are you really Dong Hua Dijun?\Do I not look like him?\You don't.\I've seen a portrait of you before in Zhe Yan's collection of books.\You really do not look like him.\Zhe Yan? response:	Yes, Zhe Yan, high god of Ten Mile Peach Tree Woods.
context: How much longer do you intend on hugging me like this?\Are you really Dong Hua Dijun?\Do I not look like him?\You don't.\I've seen a portrait of you before in Zhe Yan's collection of books.\You really do not look like him.\Zhe Yan?\Yes, Zhe Yan, high god of Ten Mile Peach Tree Woods. response:	Who are you to him?
context: Are you really Dong Hua Dijun?\Do I not look like him?\You don't.\I've seen a portrait of you before in Zhe Yan's collection of books.\You really do not look like him.\Zhe Yan?\Yes, Zhe Yan, high god of Ten Mile Peach Tree Woods.\Who are you to him? response:	I am the daughter of Qing Qiu's Lord of the North
context: Do I not look like him?\You don't.\I've seen a portrait of you before in Zhe Yan's collection of books.\You really do not look like him.\Zhe Yan?\Yes, Zhe Yan, high god of Ten Mile Peach Tree Woods.\Who are you to him?\I am the daughter of Qing Qiu's Lord of the North response:	nine-tailed fox descendant, Bai Feng Jiu of Qing Qiu.
context: You don't.\I've seen a portrait of you before in Zhe Yan's collection of books.\You really do not look like him.\Zhe Yan?\Yes, Zhe Yan, high god of Ten Mile Peach Tree Woods.\Who are you to him?\I am the daughter of Qing Qiu's Lord of the North\nine-tailed fox descendant, Bai Feng Jiu of Qing Qiu. response:	Greetings to Dong Hua Dijun.
context: I've seen a portrait of you before in Zhe Yan's collection of books.\You really do not look like him.\Zhe Yan?\Yes, Zhe Yan, high god of Ten Mile Peach Tree Woods.\Who are you to him?\I am the daughter of Qing Qiu's Lord of the North\nine-tailed fox descendant, Bai Feng Jiu of Qing Qiu.\Greetings to Dong Hua Dijun. response:	So it is the Bai family.
context: You really do not look like him.\Zhe Yan?\Yes, Zhe Yan, high god of Ten Mile Peach Tree Woods.\Who are you to him?\I am the daughter of Qing Qiu's Lord of the North\nine-tailed fox descendant, Bai Feng Jiu of Qing Qiu.\Greetings to Dong Hua Dijun.\So it is the Bai family. response:	A member of the Bai family would be afraid of a Golden Lion?
context: Zhe Yan?\Yes, Zhe Yan, high god of Ten Mile Peach Tree Woods.\Who are you to him?\I am the daughter of Qing Qiu's Lord of the North\nine-tailed fox descendant, Bai Feng Jiu of Qing Qiu.\Greetings to Dong Hua Dijun.\So it is the Bai family.\A member of the Bai family would be afraid of a Golden Lion? response:	Have you not ascended to high immortal yet?
