context: The first time I met her, I knew instantly... response:	She must've been Kuro-kun's first love.
context: Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her response:	Name: Anonymous 09/04 22:09 ID.nhnpla Where?
context: Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.nhnpla Where? response:	Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?
context: Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here? response:	Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared
context: Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared response:	Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her
context: Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her response:	Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?
context: Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here? response:	Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared
context: Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared response:	Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her
context: Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her response:	Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?
context: Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here? response:	Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared
context: Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared response:	Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her
context: Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her response:	Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed
context: Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed response:	Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?
context: Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here? response:	Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared
context: Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared response:	Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her
context: Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her response:	Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?
context: Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here? response:	Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared
context: Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared response:	Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her
context: Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her response:	Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?
context: Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here? response:	Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared
context: Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared response:	Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her
context: Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her response:	Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?
context: Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here? response:	Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared
context: Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared response:	Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her
