context: High God. response:	We're going to the West Sea.
context: In the Celestial Tribe\divine fungal grass is a miraculous plant that purifies immortal energy.\It is also a sacred item in the Celestial Tribe for cultivation practice.\Those of the Celestial Tribe\use it to transfer their cultivation to save others.\I think since he is half immortal\as long as we have this sacred item from the Celestial Tribe\perhaps he may have a chance at waking. response:	Divine fungal grass?
context: divine fungal grass is a miraculous plant that purifies immortal energy.\It is also a sacred item in the Celestial Tribe for cultivation practice.\Those of the Celestial Tribe\use it to transfer their cultivation to save others.\I think since he is half immortal\as long as we have this sacred item from the Celestial Tribe\perhaps he may have a chance at waking.\Divine fungal grass? response:	How come I have never heard it mentioned
context: It is also a sacred item in the Celestial Tribe for cultivation practice.\Those of the Celestial Tribe\use it to transfer their cultivation to save others.\I think since he is half immortal\as long as we have this sacred item from the Celestial Tribe\perhaps he may have a chance at waking.\Divine fungal grass?\How come I have never heard it mentioned response:	and how come nobody has ever told me about it?
context: Those of the Celestial Tribe\use it to transfer their cultivation to save others.\I think since he is half immortal\as long as we have this sacred item from the Celestial Tribe\perhaps he may have a chance at waking.\Divine fungal grass?\How come I have never heard it mentioned\and how come nobody has ever told me about it? response:	I only heard Father mention it by chance.
context: use it to transfer their cultivation to save others.\I think since he is half immortal\as long as we have this sacred item from the Celestial Tribe\perhaps he may have a chance at waking.\Divine fungal grass?\How come I have never heard it mentioned\and how come nobody has ever told me about it?\I only heard Father mention it by chance. response:	As long as we get divine fungal grass
context: I think since he is half immortal\as long as we have this sacred item from the Celestial Tribe\perhaps he may have a chance at waking.\Divine fungal grass?\How come I have never heard it mentioned\and how come nobody has ever told me about it?\I only heard Father mention it by chance.\As long as we get divine fungal grass response:	then I can transfer my cultivation to him.
context: as long as we have this sacred item from the Celestial Tribe\perhaps he may have a chance at waking.\Divine fungal grass?\How come I have never heard it mentioned\and how come nobody has ever told me about it?\I only heard Father mention it by chance.\As long as we get divine fungal grass\then I can transfer my cultivation to him. response:	Then he may have a chance to live.
context: perhaps he may have a chance at waking.\Divine fungal grass?\How come I have never heard it mentioned\and how come nobody has ever told me about it?\I only heard Father mention it by chance.\As long as we get divine fungal grass\then I can transfer my cultivation to him.\Then he may have a chance to live. response:	Since it is a sacred item of the Celestial Tribe
context: Divine fungal grass?\How come I have never heard it mentioned\and how come nobody has ever told me about it?\I only heard Father mention it by chance.\As long as we get divine fungal grass\then I can transfer my cultivation to him.\Then he may have a chance to live.\Since it is a sacred item of the Celestial Tribe response:	it must be strictly guarded.
context: How come I have never heard it mentioned\and how come nobody has ever told me about it?\I only heard Father mention it by chance.\As long as we get divine fungal grass\then I can transfer my cultivation to him.\Then he may have a chance to live.\Since it is a sacred item of the Celestial Tribe\it must be strictly guarded. response:	Will you really take me there?
context: and how come nobody has ever told me about it?\I only heard Father mention it by chance.\As long as we get divine fungal grass\then I can transfer my cultivation to him.\Then he may have a chance to live.\Since it is a sacred item of the Celestial Tribe\it must be strictly guarded.\Will you really take me there? response:	Trust me. I will take you there.
context: I only heard Father mention it by chance.\As long as we get divine fungal grass\then I can transfer my cultivation to him.\Then he may have a chance to live.\Since it is a sacred item of the Celestial Tribe\it must be strictly guarded.\Will you really take me there?\Trust me. I will take you there. response:	For the sake of Li Jing's child, I am willing to give it a try.
context: As long as we get divine fungal grass\then I can transfer my cultivation to him.\Then he may have a chance to live.\Since it is a sacred item of the Celestial Tribe\it must be strictly guarded.\Will you really take me there?\Trust me. I will take you there.\For the sake of Li Jing's child, I am willing to give it a try. response:	So, you must let me save Bai Feng Jiu first.
context: then I can transfer my cultivation to him.\Then he may have a chance to live.\Since it is a sacred item of the Celestial Tribe\it must be strictly guarded.\Will you really take me there?\Trust me. I will take you there.\For the sake of Li Jing's child, I am willing to give it a try.\So, you must let me save Bai Feng Jiu first. response:	Even if Bai Qian wronged you
context: Then he may have a chance to live.\Since it is a sacred item of the Celestial Tribe\it must be strictly guarded.\Will you really take me there?\Trust me. I will take you there.\For the sake of Li Jing's child, I am willing to give it a try.\So, you must let me save Bai Feng Jiu first.\Even if Bai Qian wronged you response:	Bai Feng Jiu has never harmed you.
context: Since it is a sacred item of the Celestial Tribe\it must be strictly guarded.\Will you really take me there?\Trust me. I will take you there.\For the sake of Li Jing's child, I am willing to give it a try.\So, you must let me save Bai Feng Jiu first.\Even if Bai Qian wronged you\Bai Feng Jiu has never harmed you. response:	After I save her, we'll head out to Yingzhou of the Eastern Sea.
context: it must be strictly guarded.\Will you really take me there?\Trust me. I will take you there.\For the sake of Li Jing's child, I am willing to give it a try.\So, you must let me save Bai Feng Jiu first.\Even if Bai Qian wronged you\Bai Feng Jiu has never harmed you.\After I save her, we'll head out to Yingzhou of the Eastern Sea. response:	I don't know if she is speaking the truth.
context: Will you really take me there?\Trust me. I will take you there.\For the sake of Li Jing's child, I am willing to give it a try.\So, you must let me save Bai Feng Jiu first.\Even if Bai Qian wronged you\Bai Feng Jiu has never harmed you.\After I save her, we'll head out to Yingzhou of the Eastern Sea.\I don't know if she is speaking the truth. response:	Now that I am not the Ghost Queen
context: Trust me. I will take you there.\For the sake of Li Jing's child, I am willing to give it a try.\So, you must let me save Bai Feng Jiu first.\Even if Bai Qian wronged you\Bai Feng Jiu has never harmed you.\After I save her, we'll head out to Yingzhou of the Eastern Sea.\I don't know if she is speaking the truth.\Now that I am not the Ghost Queen response:	I cannot find myself a high immortal's body.
context: For the sake of Li Jing's child, I am willing to give it a try.\So, you must let me save Bai Feng Jiu first.\Even if Bai Qian wronged you\Bai Feng Jiu has never harmed you.\After I save her, we'll head out to Yingzhou of the Eastern Sea.\I don't know if she is speaking the truth.\Now that I am not the Ghost Queen\I cannot find myself a high immortal's body. response:	This is a rare chance in front of me.
context: So, you must let me save Bai Feng Jiu first.\Even if Bai Qian wronged you\Bai Feng Jiu has never harmed you.\After I save her, we'll head out to Yingzhou of the Eastern Sea.\I don't know if she is speaking the truth.\Now that I am not the Ghost Queen\I cannot find myself a high immortal's body.\This is a rare chance in front of me. response:	- Sister-in-law? - I am right outside.
context: Even if Bai Qian wronged you\Bai Feng Jiu has never harmed you.\After I save her, we'll head out to Yingzhou of the Eastern Sea.\I don't know if she is speaking the truth.\Now that I am not the Ghost Queen\I cannot find myself a high immortal's body.\This is a rare chance in front of me.\- Sister-in-law? - I am right outside. response:	If you have any evil intentions
context: Bai Feng Jiu has never harmed you.\After I save her, we'll head out to Yingzhou of the Eastern Sea.\I don't know if she is speaking the truth.\Now that I am not the Ghost Queen\I cannot find myself a high immortal's body.\This is a rare chance in front of me.\- Sister-in-law? - I am right outside.\If you have any evil intentions response:	I will take your life right now.
context: After I save her, we'll head out to Yingzhou of the Eastern Sea.\I don't know if she is speaking the truth.\Now that I am not the Ghost Queen\I cannot find myself a high immortal's body.\This is a rare chance in front of me.\- Sister-in-law? - I am right outside.\If you have any evil intentions\I will take your life right now. response:	Sister-in-law, what's the matter?
