context: I realized that the time had come to face the problem I had been ignoring response:	by not thinking too deeply about it.
context: I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. but I feel uneasy not having it within reach.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. Taking care of something is so difficult.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I'll be returning to Japan on the 27th.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. When will you be returning to Tokyo, Shin?\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. response:	I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I wanna talk with you face to face.
context: I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. Taking care of something is so difficult.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I'll be returning to Japan on the 27th.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. When will you be returning to Tokyo, Shin?\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I wanna talk with you face to face. response:	I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.
context: I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. Taking care of something is so difficult.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I'll be returning to Japan on the 27th.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. When will you be returning to Tokyo, Shin?\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I wanna talk with you face to face.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. response:	BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA Because I believe looking someone in the eye
context: I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I'll be returning to Japan on the 27th.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. When will you be returning to Tokyo, Shin?\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I wanna talk with you face to face.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA Because I believe looking someone in the eye response:	BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA without any pretenses is like looking at yourself.
context: I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I'll be returning to Japan on the 27th.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. When will you be returning to Tokyo, Shin?\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I wanna talk with you face to face.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA Because I believe looking someone in the eye\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA without any pretenses is like looking at yourself. response:	BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA
context: I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. When will you be returning to Tokyo, Shin?\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I wanna talk with you face to face.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA Because I believe looking someone in the eye\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA without any pretenses is like looking at yourself.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA response:	BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA If you look away you lose.
context: I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. When will you be returning to Tokyo, Shin?\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I wanna talk with you face to face.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA Because I believe looking someone in the eye\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA without any pretenses is like looking at yourself.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA If you look away you lose. response:	BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA
context: I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I wanna talk with you face to face.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA Because I believe looking someone in the eye\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA without any pretenses is like looking at yourself.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA If you look away you lose.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA response:	BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA And I don't wanna lose.
context: I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I wanna talk with you face to face.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA Because I believe looking someone in the eye\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA without any pretenses is like looking at yourself.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA If you look away you lose.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA And I don't wanna lose. response:	BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA
context: I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA Because I believe looking someone in the eye\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA without any pretenses is like looking at yourself.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA If you look away you lose.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA And I don't wanna lose.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA response:	REN MESSAGE FOR NANA
context: BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA Because I believe looking someone in the eye\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA without any pretenses is like looking at yourself.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA If you look away you lose.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA And I don't wanna lose.\BECAUSE I BELIEVE LOOKING SOMEONE IN THE EYE WITHOUT ANY PRETENSES IS LIKE LOOKING AT YOURSELF. IF YOU LOOK AWAY YOU LOSE. AND I DON'T WANNA LOSE. REIRA SERIZAWA\REN MESSAGE FOR NANA response:	REN MESSAGE FOR NANA I GOT BACK IN JAPAN TODAY. PLEASE GIVE ME A CALL.
