context: Why the hell are you empty?! response:	Taking it out on the shampoo won't get you anywhere.
context: The tears we shed together were\kimi to tomo ni nagashita namida\Just like shooting stars that streak across the night\marude yoru wo kakeru ryuusei ne\If I could make a wish come true\negaigoto ga kanau no naraba\I'd use it to protect the one thing that's so precious to me\hitotsu daiji na mono wo mamoru yo response:	Miracles don't happen by chance
context: kimi to tomo ni nagashita namida\Just like shooting stars that streak across the night\marude yoru wo kakeru ryuusei ne\If I could make a wish come true\negaigoto ga kanau no naraba\I'd use it to protect the one thing that's so precious to me\hitotsu daiji na mono wo mamoru yo\Miracles don't happen by chance response:	kiseki wa guuzen ja nai
context: Just like shooting stars that streak across the night\marude yoru wo kakeru ryuusei ne\If I could make a wish come true\negaigoto ga kanau no naraba\I'd use it to protect the one thing that's so precious to me\hitotsu daiji na mono wo mamoru yo\Miracles don't happen by chance\kiseki wa guuzen ja nai response:	They're the fruit of hard work
context: marude yoru wo kakeru ryuusei ne\If I could make a wish come true\negaigoto ga kanau no naraba\I'd use it to protect the one thing that's so precious to me\hitotsu daiji na mono wo mamoru yo\Miracles don't happen by chance\kiseki wa guuzen ja nai\They're the fruit of hard work response:	doryoku no kesshou de
context: If I could make a wish come true\negaigoto ga kanau no naraba\I'd use it to protect the one thing that's so precious to me\hitotsu daiji na mono wo mamoru yo\Miracles don't happen by chance\kiseki wa guuzen ja nai\They're the fruit of hard work\doryoku no kesshou de response:	Even in the deepest darkness, you can find a beautiful dream
context: negaigoto ga kanau no naraba\I'd use it to protect the one thing that's so precious to me\hitotsu daiji na mono wo mamoru yo\Miracles don't happen by chance\kiseki wa guuzen ja nai\They're the fruit of hard work\doryoku no kesshou de\Even in the deepest darkness, you can find a beautiful dream response:	donna kurayami ni mo utsukushii yume wa aru yo
context: I'd use it to protect the one thing that's so precious to me\hitotsu daiji na mono wo mamoru yo\Miracles don't happen by chance\kiseki wa guuzen ja nai\They're the fruit of hard work\doryoku no kesshou de\Even in the deepest darkness, you can find a beautiful dream\donna kurayami ni mo utsukushii yume wa aru yo response:	Let's push on with indomitable spirit
context: hitotsu daiji na mono wo mamoru yo\Miracles don't happen by chance\kiseki wa guuzen ja nai\They're the fruit of hard work\doryoku no kesshou de\Even in the deepest darkness, you can find a beautiful dream\donna kurayami ni mo utsukushii yume wa aru yo\Let's push on with indomitable spirit response:	motto mae e susumou akiramenai kokoro
context: Miracles don't happen by chance\kiseki wa guuzen ja nai\They're the fruit of hard work\doryoku no kesshou de\Even in the deepest darkness, you can find a beautiful dream\donna kurayami ni mo utsukushii yume wa aru yo\Let's push on with indomitable spirit\motto mae e susumou akiramenai kokoro response:	You motivate me to never give up
context: kiseki wa guuzen ja nai\They're the fruit of hard work\doryoku no kesshou de\Even in the deepest darkness, you can find a beautiful dream\donna kurayami ni mo utsukushii yume wa aru yo\Let's push on with indomitable spirit\motto mae e susumou akiramenai kokoro\You motivate me to never give up response:	kimi to naraba ganbareru
context: They're the fruit of hard work\doryoku no kesshou de\Even in the deepest darkness, you can find a beautiful dream\donna kurayami ni mo utsukushii yume wa aru yo\Let's push on with indomitable spirit\motto mae e susumou akiramenai kokoro\You motivate me to never give up\kimi to naraba ganbareru response:	It's not wasted effort
context: doryoku no kesshou de\Even in the deepest darkness, you can find a beautiful dream\donna kurayami ni mo utsukushii yume wa aru yo\Let's push on with indomitable spirit\motto mae e susumou akiramenai kokoro\You motivate me to never give up\kimi to naraba ganbareru\It's not wasted effort response:	muda na koto wa nai yo
context: Even in the deepest darkness, you can find a beautiful dream\donna kurayami ni mo utsukushii yume wa aru yo\Let's push on with indomitable spirit\motto mae e susumou akiramenai kokoro\You motivate me to never give up\kimi to naraba ganbareru\It's not wasted effort\muda na koto wa nai yo response:	Look up and smile
context: donna kurayami ni mo utsukushii yume wa aru yo\Let's push on with indomitable spirit\motto mae e susumou akiramenai kokoro\You motivate me to never give up\kimi to naraba ganbareru\It's not wasted effort\muda na koto wa nai yo\Look up and smile response:	ue wo muite waraou
context: Let's push on with indomitable spirit\motto mae e susumou akiramenai kokoro\You motivate me to never give up\kimi to naraba ganbareru\It's not wasted effort\muda na koto wa nai yo\Look up and smile\ue wo muite waraou response:	Amazing! The demon's eye is glued to them.
context: motto mae e susumou akiramenai kokoro\You motivate me to never give up\kimi to naraba ganbareru\It's not wasted effort\muda na koto wa nai yo\Look up and smile\ue wo muite waraou\Amazing! The demon's eye is glued to them. response:	This moment is yours
context: You motivate me to never give up\kimi to naraba ganbareru\It's not wasted effort\muda na koto wa nai yo\Look up and smile\ue wo muite waraou\Amazing! The demon's eye is glued to them.\This moment is yours response:	ichido kimi no toki dakara
context: kimi to naraba ganbareru\It's not wasted effort\muda na koto wa nai yo\Look up and smile\ue wo muite waraou\Amazing! The demon's eye is glued to them.\This moment is yours\ichido kimi no toki dakara response:	I'll never forget your smile
context: It's not wasted effort\muda na koto wa nai yo\Look up and smile\ue wo muite waraou\Amazing! The demon's eye is glued to them.\This moment is yours\ichido kimi no toki dakara\I'll never forget your smile response:	wasurenai yo egao
context: muda na koto wa nai yo\Look up and smile\ue wo muite waraou\Amazing! The demon's eye is glued to them.\This moment is yours\ichido kimi no toki dakara\I'll never forget your smile\wasurenai yo egao response:	Even when I take the most painful path
context: Look up and smile\ue wo muite waraou\Amazing! The demon's eye is glued to them.\This moment is yours\ichido kimi no toki dakara\I'll never forget your smile\wasurenai yo egao\Even when I take the most painful path response:	donna tsurai michi mo
context: ue wo muite waraou\Amazing! The demon's eye is glued to them.\This moment is yours\ichido kimi no toki dakara\I'll never forget your smile\wasurenai yo egao\Even when I take the most painful path\donna tsurai michi mo response:	You always stick with me
context: Amazing! The demon's eye is glued to them.\This moment is yours\ichido kimi no toki dakara\I'll never forget your smile\wasurenai yo egao\Even when I take the most painful path\donna tsurai michi mo\You always stick with me response:	itsumo kimi ga soba ni iru
context: This moment is yours\ichido kimi no toki dakara\I'll never forget your smile\wasurenai yo egao\Even when I take the most painful path\donna tsurai michi mo\You always stick with me\itsumo kimi ga soba ni iru response:	No matter what awaits at our destination
