context: My beloved Vieira Sensei... response:	The city where Sensei conducted, Prague...
context: Just in time, don't you think?\It is smelling bouquet garni.\This is French home-cooking, isn't it?\Let's eat before they get cold.\Wow there is wine here!\Senpai you sit here too! Let's eat together!\What do you mean by sit here sit here?\Whose place do you think it is? response:	And who's this Jiisan?
context: It is smelling bouquet garni.\This is French home-cooking, isn't it?\Let's eat before they get cold.\Wow there is wine here!\Senpai you sit here too! Let's eat together!\What do you mean by sit here sit here?\Whose place do you think it is?\And who's this Jiisan? response:	Are you two robbers? You've got to be robbers.
context: This is French home-cooking, isn't it?\Let's eat before they get cold.\Wow there is wine here!\Senpai you sit here too! Let's eat together!\What do you mean by sit here sit here?\Whose place do you think it is?\And who's this Jiisan?\Are you two robbers? You've got to be robbers. response:	Don't drink that wine!
context: Let's eat before they get cold.\Wow there is wine here!\Senpai you sit here too! Let's eat together!\What do you mean by sit here sit here?\Whose place do you think it is?\And who's this Jiisan?\Are you two robbers? You've got to be robbers.\Don't drink that wine! response:	Nodame-chan, this is not your apartment?
context: Wow there is wine here!\Senpai you sit here too! Let's eat together!\What do you mean by sit here sit here?\Whose place do you think it is?\And who's this Jiisan?\Are you two robbers? You've got to be robbers.\Don't drink that wine!\Nodame-chan, this is not your apartment? response:	Nodame's apartment is...
context: Senpai you sit here too! Let's eat together!\What do you mean by sit here sit here?\Whose place do you think it is?\And who's this Jiisan?\Are you two robbers? You've got to be robbers.\Don't drink that wine!\Nodame-chan, this is not your apartment?\Nodame's apartment is... response:	IS NEXT DOOR!
context: What do you mean by sit here sit here?\Whose place do you think it is?\And who's this Jiisan?\Are you two robbers? You've got to be robbers.\Don't drink that wine!\Nodame-chan, this is not your apartment?\Nodame's apartment is...\IS NEXT DOOR! response:	What's this suspicious-looking Jiisan?
context: Whose place do you think it is?\And who's this Jiisan?\Are you two robbers? You've got to be robbers.\Don't drink that wine!\Nodame-chan, this is not your apartment?\Nodame's apartment is...\IS NEXT DOOR!\What's this suspicious-looking Jiisan? response:	He's not suspicious-looking, he's my friend
context: And who's this Jiisan?\Are you two robbers? You've got to be robbers.\Don't drink that wine!\Nodame-chan, this is not your apartment?\Nodame's apartment is...\IS NEXT DOOR!\What's this suspicious-looking Jiisan?\He's not suspicious-looking, he's my friend response:	I met him on the street earlier... His name is...
context: Are you two robbers? You've got to be robbers.\Don't drink that wine!\Nodame-chan, this is not your apartment?\Nodame's apartment is...\IS NEXT DOOR!\What's this suspicious-looking Jiisan?\He's not suspicious-looking, he's my friend\I met him on the street earlier... His name is... response:	Just met him on the steet?
context: Don't drink that wine!\Nodame-chan, this is not your apartment?\Nodame's apartment is...\IS NEXT DOOR!\What's this suspicious-looking Jiisan?\He's not suspicious-looking, he's my friend\I met him on the street earlier... His name is...\Just met him on the steet? response:	Oi, just because of that he's your friend?
context: Nodame-chan, this is not your apartment?\Nodame's apartment is...\IS NEXT DOOR!\What's this suspicious-looking Jiisan?\He's not suspicious-looking, he's my friend\I met him on the street earlier... His name is...\Just met him on the steet?\Oi, just because of that he's your friend? response:	Oh his name is Milch... Milch Holstein-san!
context: Nodame's apartment is...\IS NEXT DOOR!\What's this suspicious-looking Jiisan?\He's not suspicious-looking, he's my friend\I met him on the street earlier... His name is...\Just met him on the steet?\Oi, just because of that he's your friend?\Oh his name is Milch... Milch Holstein-san! response:	Milch Holstein...? Milk Cow? Obviously that's a fake-name!
context: IS NEXT DOOR!\What's this suspicious-looking Jiisan?\He's not suspicious-looking, he's my friend\I met him on the street earlier... His name is...\Just met him on the steet?\Oi, just because of that he's your friend?\Oh his name is Milch... Milch Holstein-san!\Milch Holstein...? Milk Cow? Obviously that's a fake-name! response:	Hao, do you understand German?
context: What's this suspicious-looking Jiisan?\He's not suspicious-looking, he's my friend\I met him on the street earlier... His name is...\Just met him on the steet?\Oi, just because of that he's your friend?\Oh his name is Milch... Milch Holstein-san!\Milch Holstein...? Milk Cow? Obviously that's a fake-name!\Hao, do you understand German? response:	Hai, this is Chiaki-senpai. He is very bright and very good at piano.
context: He's not suspicious-looking, he's my friend\I met him on the street earlier... His name is...\Just met him on the steet?\Oi, just because of that he's your friend?\Oh his name is Milch... Milch Holstein-san!\Milch Holstein...? Milk Cow? Obviously that's a fake-name!\Hao, do you understand German?\Hai, this is Chiaki-senpai. He is very bright and very good at piano. response:	Hao, I want to listen...
context: I met him on the street earlier... His name is...\Just met him on the steet?\Oi, just because of that he's your friend?\Oh his name is Milch... Milch Holstein-san!\Milch Holstein...? Milk Cow? Obviously that's a fake-name!\Hao, do you understand German?\Hai, this is Chiaki-senpai. He is very bright and very good at piano.\Hao, I want to listen... response:	Hao, that's a very nice piano!
context: Just met him on the steet?\Oi, just because of that he's your friend?\Oh his name is Milch... Milch Holstein-san!\Milch Holstein...? Milk Cow? Obviously that's a fake-name!\Hao, do you understand German?\Hai, this is Chiaki-senpai. He is very bright and very good at piano.\Hao, I want to listen...\Hao, that's a very nice piano! response:	Whooo, that's right!
context: Oi, just because of that he's your friend?\Oh his name is Milch... Milch Holstein-san!\Milch Holstein...? Milk Cow? Obviously that's a fake-name!\Hao, do you understand German?\Hai, this is Chiaki-senpai. He is very bright and very good at piano.\Hao, I want to listen...\Hao, that's a very nice piano!\Whooo, that's right! response:	Oi, you sure he's not a thief?
context: Oh his name is Milch... Milch Holstein-san!\Milch Holstein...? Milk Cow? Obviously that's a fake-name!\Hao, do you understand German?\Hai, this is Chiaki-senpai. He is very bright and very good at piano.\Hao, I want to listen...\Hao, that's a very nice piano!\Whooo, that's right!\Oi, you sure he's not a thief? response:	Chiaki-kun, do you personally know him?
context: Milch Holstein...? Milk Cow? Obviously that's a fake-name!\Hao, do you understand German?\Hai, this is Chiaki-senpai. He is very bright and very good at piano.\Hao, I want to listen...\Hao, that's a very nice piano!\Whooo, that's right!\Oi, you sure he's not a thief?\Chiaki-kun, do you personally know him? response:	He's my teacher in conducting, don't you dare touch it!
context: Hao, do you understand German?\Hai, this is Chiaki-senpai. He is very bright and very good at piano.\Hao, I want to listen...\Hao, that's a very nice piano!\Whooo, that's right!\Oi, you sure he's not a thief?\Chiaki-kun, do you personally know him?\He's my teacher in conducting, don't you dare touch it! response:	Conductor? You want to be a Conductor?
context: Hai, this is Chiaki-senpai. He is very bright and very good at piano.\Hao, I want to listen...\Hao, that's a very nice piano!\Whooo, that's right!\Oi, you sure he's not a thief?\Chiaki-kun, do you personally know him?\He's my teacher in conducting, don't you dare touch it!\Conductor? You want to be a Conductor? response:	Any problem to you?
context: Hao, I want to listen...\Hao, that's a very nice piano!\Whooo, that's right!\Oi, you sure he's not a thief?\Chiaki-kun, do you personally know him?\He's my teacher in conducting, don't you dare touch it!\Conductor? You want to be a Conductor?\Any problem to you? response:	Nodame-chan, let's get out of here.
context: Hao, that's a very nice piano!\Whooo, that's right!\Oi, you sure he's not a thief?\Chiaki-kun, do you personally know him?\He's my teacher in conducting, don't you dare touch it!\Conductor? You want to be a Conductor?\Any problem to you?\Nodame-chan, let's get out of here. response:	We seem to be bothering Chiaki-kun
context: Whooo, that's right!\Oi, you sure he's not a thief?\Chiaki-kun, do you personally know him?\He's my teacher in conducting, don't you dare touch it!\Conductor? You want to be a Conductor?\Any problem to you?\Nodame-chan, let's get out of here.\We seem to be bothering Chiaki-kun response:	In the hotel I'm staying there's a good sushi restaurant
context: Oi, you sure he's not a thief?\Chiaki-kun, do you personally know him?\He's my teacher in conducting, don't you dare touch it!\Conductor? You want to be a Conductor?\Any problem to you?\Nodame-chan, let's get out of here.\We seem to be bothering Chiaki-kun\In the hotel I'm staying there's a good sushi restaurant response:	Waaa... sushi restaurant?
context: Chiaki-kun, do you personally know him?\He's my teacher in conducting, don't you dare touch it!\Conductor? You want to be a Conductor?\Any problem to you?\Nodame-chan, let's get out of here.\We seem to be bothering Chiaki-kun\In the hotel I'm staying there's a good sushi restaurant\Waaa... sushi restaurant? response:	Let's go!
