context: 4:51 response:	11:40
context: juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara response:	tachiagatteikundayo nando tsumazuitatte
context: koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte response:	Dream of life
context: fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\Dream of life response:	yume kanaeru made chousen wa tsuzuku
context: makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\Dream of life\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\Dream of life\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\Dream of life\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\Dream of life\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\Dream of life\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: tachiagatteikundayo nando tsumazuitatte\Dream of life\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: Dream of life\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	boku wa dokomade chikazuketandarou?
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
context: yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
