context: Senpai? response:	Senpai, are you awake?
context: Senpai! Your hand!\Where'd this come from? Did I cut myself while I was tinkering with my old junk?\Well, it doesn't hurt or anything, so it should fade soon.\I'm fine. It's nothing to worry about.\Okay, if you say so...\Maybe I'm just tired.\Thanks to you, Emiya, it looks like we'll have all the equipment fixed before exams begin.\I have to thank you again. response:	No problem. See you later.
context: Where'd this come from? Did I cut myself while I was tinkering with my old junk?\Well, it doesn't hurt or anything, so it should fade soon.\I'm fine. It's nothing to worry about.\Okay, if you say so...\Maybe I'm just tired.\Thanks to you, Emiya, it looks like we'll have all the equipment fixed before exams begin.\I have to thank you again.\No problem. See you later. response:	No, it was nothing! You think that was amazing?
context: Well, it doesn't hurt or anything, so it should fade soon.\I'm fine. It's nothing to worry about.\Okay, if you say so...\Maybe I'm just tired.\Thanks to you, Emiya, it looks like we'll have all the equipment fixed before exams begin.\I have to thank you again.\No problem. See you later.\No, it was nothing! You think that was amazing? response:	Shinji...
context: I'm fine. It's nothing to worry about.\Okay, if you say so...\Maybe I'm just tired.\Thanks to you, Emiya, it looks like we'll have all the equipment fixed before exams begin.\I have to thank you again.\No problem. See you later.\No, it was nothing! You think that was amazing?\Shinji... response:	Still at school, Emiya?
context: Okay, if you say so...\Maybe I'm just tired.\Thanks to you, Emiya, it looks like we'll have all the equipment fixed before exams begin.\I have to thank you again.\No problem. See you later.\No, it was nothing! You think that was amazing?\Shinji...\Still at school, Emiya? response:	I need to talk to you. Come with me for a minute.
context: Maybe I'm just tired.\Thanks to you, Emiya, it looks like we'll have all the equipment fixed before exams begin.\I have to thank you again.\No problem. See you later.\No, it was nothing! You think that was amazing?\Shinji...\Still at school, Emiya?\I need to talk to you. Come with me for a minute. response:	A minute? Sorry.
context: Thanks to you, Emiya, it looks like we'll have all the equipment fixed before exams begin.\I have to thank you again.\No problem. See you later.\No, it was nothing! You think that was amazing?\Shinji...\Still at school, Emiya?\I need to talk to you. Come with me for a minute.\A minute? Sorry. response:	As you can see, I'm busy.
context: I have to thank you again.\No problem. See you later.\No, it was nothing! You think that was amazing?\Shinji...\Still at school, Emiya?\I need to talk to you. Come with me for a minute.\A minute? Sorry.\As you can see, I'm busy. response:	Whatever your little problem is, it can wait.
context: No problem. See you later.\No, it was nothing! You think that was amazing?\Shinji...\Still at school, Emiya?\I need to talk to you. Come with me for a minute.\A minute? Sorry.\As you can see, I'm busy.\Whatever your little problem is, it can wait. response:	Isn't that right, girls?
context: No, it was nothing! You think that was amazing?\Shinji...\Still at school, Emiya?\I need to talk to you. Come with me for a minute.\A minute? Sorry.\As you can see, I'm busy.\Whatever your little problem is, it can wait.\Isn't that right, girls? response:	Hang on, Shinji.
context: Shinji...\Still at school, Emiya?\I need to talk to you. Come with me for a minute.\A minute? Sorry.\As you can see, I'm busy.\Whatever your little problem is, it can wait.\Isn't that right, girls?\Hang on, Shinji. response:	This is about the bruise on Sakura's wrist.
context: Still at school, Emiya?\I need to talk to you. Come with me for a minute.\A minute? Sorry.\As you can see, I'm busy.\Whatever your little problem is, it can wait.\Isn't that right, girls?\Hang on, Shinji.\This is about the bruise on Sakura's wrist. response:	What's this about Sakura?
context: I need to talk to you. Come with me for a minute.\A minute? Sorry.\As you can see, I'm busy.\Whatever your little problem is, it can wait.\Isn't that right, girls?\Hang on, Shinji.\This is about the bruise on Sakura's wrist.\What's this about Sakura? response:	Don't dodge the question. You hurt her again!
context: A minute? Sorry.\As you can see, I'm busy.\Whatever your little problem is, it can wait.\Isn't that right, girls?\Hang on, Shinji.\This is about the bruise on Sakura's wrist.\What's this about Sakura?\Don't dodge the question. You hurt her again! response:	Like I know anything about her!
context: As you can see, I'm busy.\Whatever your little problem is, it can wait.\Isn't that right, girls?\Hang on, Shinji.\This is about the bruise on Sakura's wrist.\What's this about Sakura?\Don't dodge the question. You hurt her again!\Like I know anything about her! response:	Even though you're siblings?
context: Whatever your little problem is, it can wait.\Isn't that right, girls?\Hang on, Shinji.\This is about the bruise on Sakura's wrist.\What's this about Sakura?\Don't dodge the question. You hurt her again!\Like I know anything about her!\Even though you're siblings? response:	Look, Emiya...
context: Isn't that right, girls?\Hang on, Shinji.\This is about the bruise on Sakura's wrist.\What's this about Sakura?\Don't dodge the question. You hurt her again!\Like I know anything about her!\Even though you're siblings?\Look, Emiya... response:	You're getting on my nerves.
