context: 0:00 response:	6.05 August 23rd Thursday
context: Huh? The four of them?\I see, so Shujin...\Even though he said he was headed home for today.\Hey, Saiko.\Don't Hey me!\What are you doing leaving me out?\Sorry. But you're mailing each other again, right?\Y-Yeah. response:	You'd better be grateful.
context: I see, so Shujin...\Even though he said he was headed home for today.\Hey, Saiko.\Don't Hey me!\What are you doing leaving me out?\Sorry. But you're mailing each other again, right?\Y-Yeah.\You'd better be grateful. response:	Because of you, I was forced to agree to marry Miyoshi when we get serialized.
context: Even though he said he was headed home for today.\Hey, Saiko.\Don't Hey me!\What are you doing leaving me out?\Sorry. But you're mailing each other again, right?\Y-Yeah.\You'd better be grateful.\Because of you, I was forced to agree to marry Miyoshi when we get serialized. response:	M-Marriage?!
context: Hey, Saiko.\Don't Hey me!\What are you doing leaving me out?\Sorry. But you're mailing each other again, right?\Y-Yeah.\You'd better be grateful.\Because of you, I was forced to agree to marry Miyoshi when we get serialized.\M-Marriage?! response:	What do you mean by forced?!
context: Don't Hey me!\What are you doing leaving me out?\Sorry. But you're mailing each other again, right?\Y-Yeah.\You'd better be grateful.\Because of you, I was forced to agree to marry Miyoshi when we get serialized.\M-Marriage?!\What do you mean by forced?! response:	Ow!
context: What are you doing leaving me out?\Sorry. But you're mailing each other again, right?\Y-Yeah.\You'd better be grateful.\Because of you, I was forced to agree to marry Miyoshi when we get serialized.\M-Marriage?!\What do you mean by forced?!\Ow! response:	Miyoshi!
context: Sorry. But you're mailing each other again, right?\Y-Yeah.\You'd better be grateful.\Because of you, I was forced to agree to marry Miyoshi when we get serialized.\M-Marriage?!\What do you mean by forced?!\Ow!\Miyoshi! response:	But Kaya looks happy.
context: Y-Yeah.\You'd better be grateful.\Because of you, I was forced to agree to marry Miyoshi when we get serialized.\M-Marriage?!\What do you mean by forced?!\Ow!\Miyoshi!\But Kaya looks happy. response:	Shujin.
context: You'd better be grateful.\Because of you, I was forced to agree to marry Miyoshi when we get serialized.\M-Marriage?!\What do you mean by forced?!\Ow!\Miyoshi!\But Kaya looks happy.\Shujin. response:	Let's get serialized for sure and make a popular manga!
context: Because of you, I was forced to agree to marry Miyoshi when we get serialized.\M-Marriage?!\What do you mean by forced?!\Ow!\Miyoshi!\But Kaya looks happy.\Shujin.\Let's get serialized for sure and make a popular manga! response:	Yeah!
context: M-Marriage?!\What do you mean by forced?!\Ow!\Miyoshi!\But Kaya looks happy.\Shujin.\Let's get serialized for sure and make a popular manga!\Yeah! response:	When it gets an anime, you get married, too!
context: What do you mean by forced?!\Ow!\Miyoshi!\But Kaya looks happy.\Shujin.\Let's get serialized for sure and make a popular manga!\Yeah!\When it gets an anime, you get married, too! response:	Yeah!
context: Ow!\Miyoshi!\But Kaya looks happy.\Shujin.\Let's get serialized for sure and make a popular manga!\Yeah!\When it gets an anime, you get married, too!\Yeah! response:	I'll work hard and aim for a serialization.
context: Miyoshi!\But Kaya looks happy.\Shujin.\Let's get serialized for sure and make a popular manga!\Yeah!\When it gets an anime, you get married, too!\Yeah!\I'll work hard and aim for a serialization. response:	We're going to get married!
context: But Kaya looks happy.\Shujin.\Let's get serialized for sure and make a popular manga!\Yeah!\When it gets an anime, you get married, too!\Yeah!\I'll work hard and aim for a serialization.\We're going to get married! response:	But will it go well?
context: Shujin.\Let's get serialized for sure and make a popular manga!\Yeah!\When it gets an anime, you get married, too!\Yeah!\I'll work hard and aim for a serialization.\We're going to get married!\But will it go well? response:	It'll work out somehow!
context: Let's get serialized for sure and make a popular manga!\Yeah!\When it gets an anime, you get married, too!\Yeah!\I'll work hard and aim for a serialization.\We're going to get married!\But will it go well?\It'll work out somehow! response:	The King and the Savior.
context: Yeah!\When it gets an anime, you get married, too!\Yeah!\I'll work hard and aim for a serialization.\We're going to get married!\But will it go well?\It'll work out somehow!\The King and the Savior. response:	Is there anyone who will lend me a hand in accomplishing my dream?
context: When it gets an anime, you get married, too!\Yeah!\I'll work hard and aim for a serialization.\We're going to get married!\But will it go well?\It'll work out somehow!\The King and the Savior.\Is there anyone who will lend me a hand in accomplishing my dream? response:	preview
context: Yeah!\I'll work hard and aim for a serialization.\We're going to get married!\But will it go well?\It'll work out somehow!\The King and the Savior.\Is there anyone who will lend me a hand in accomplishing my dream?\preview response:	yume kanaeru made chousen wa tsuzuku
context: I'll work hard and aim for a serialization.\We're going to get married!\But will it go well?\It'll work out somehow!\The King and the Savior.\Is there anyone who will lend me a hand in accomplishing my dream?\preview\yume kanaeru made chousen wa tsuzuku response:	boku wa dokomade chikazuketandarou?
context: We're going to get married!\But will it go well?\It'll work out somehow!\The King and the Savior.\Is there anyone who will lend me a hand in accomplishing my dream?\preview\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou? response:	juunengo no mirai kagayaiteru sugata wa
context: But will it go well?\It'll work out somehow!\The King and the Savior.\Is there anyone who will lend me a hand in accomplishing my dream?\preview\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa response:	koukai wa shinai jibun de egaita story
context: It'll work out somehow!\The King and the Savior.\Is there anyone who will lend me a hand in accomplishing my dream?\preview\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story response:	fumidaseba yukute habamu genjitsu
context: The King and the Savior.\Is there anyone who will lend me a hand in accomplishing my dream?\preview\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu response:	makenai to ima mune ni chikatta
context: Is there anyone who will lend me a hand in accomplishing my dream?\preview\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta response:	kokorozashita tsukamitai yume ga arukara
context: preview\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara response:	moyashite yuke jounetsu wo atsuku
