context: The report says the Scarlet Flame Golden Lion response:	appeared in the Far North rebel army camp.
context: Yet, we still don't know Qian Qian's whereabouts.\Last night, Bi Fang came to see me.\He said he searched the entire Far East but hasn't seen Qian Qian.\I also searched the Far North for a few days but haven't found her.\Where has she gone?\I was also quite worried last night.\I looked up and searched the stars.\I immediately discovered you've been worrying too much. response:	Worrying too much?
context: Last night, Bi Fang came to see me.\He said he searched the entire Far East but hasn't seen Qian Qian.\I also searched the Far North for a few days but haven't found her.\Where has she gone?\I was also quite worried last night.\I looked up and searched the stars.\I immediately discovered you've been worrying too much.\Worrying too much? response:	- Guess what I saw. - What?
context: He said he searched the entire Far East but hasn't seen Qian Qian.\I also searched the Far North for a few days but haven't found her.\Where has she gone?\I was also quite worried last night.\I looked up and searched the stars.\I immediately discovered you've been worrying too much.\Worrying too much?\- Guess what I saw. - What? response:	She is not only worry-free in life
context: I also searched the Far North for a few days but haven't found her.\Where has she gone?\I was also quite worried last night.\I looked up and searched the stars.\I immediately discovered you've been worrying too much.\Worrying too much?\- Guess what I saw. - What?\She is not only worry-free in life response:	but from the stars, the Hong Luan Star is ascendant.
context: Where has she gone?\I was also quite worried last night.\I looked up and searched the stars.\I immediately discovered you've been worrying too much.\Worrying too much?\- Guess what I saw. - What?\She is not only worry-free in life\but from the stars, the Hong Luan Star is ascendant. response:	The Hong Luan Star is ascendant?
context: I was also quite worried last night.\I looked up and searched the stars.\I immediately discovered you've been worrying too much.\Worrying too much?\- Guess what I saw. - What?\She is not only worry-free in life\but from the stars, the Hong Luan Star is ascendant.\The Hong Luan Star is ascendant? response:	Don't tell me she isn't returning to Qing Qiu because she eloped with someone.
context: I looked up and searched the stars.\I immediately discovered you've been worrying too much.\Worrying too much?\- Guess what I saw. - What?\She is not only worry-free in life\but from the stars, the Hong Luan Star is ascendant.\The Hong Luan Star is ascendant?\Don't tell me she isn't returning to Qing Qiu because she eloped with someone. response:	I do not know if she eloped
context: I immediately discovered you've been worrying too much.\Worrying too much?\- Guess what I saw. - What?\She is not only worry-free in life\but from the stars, the Hong Luan Star is ascendant.\The Hong Luan Star is ascendant?\Don't tell me she isn't returning to Qing Qiu because she eloped with someone.\I do not know if she eloped response:	but the Hong Luan Star truly is present.
context: Worrying too much?\- Guess what I saw. - What?\She is not only worry-free in life\but from the stars, the Hong Luan Star is ascendant.\The Hong Luan Star is ascendant?\Don't tell me she isn't returning to Qing Qiu because she eloped with someone.\I do not know if she eloped\but the Hong Luan Star truly is present. response:	She has an engagement with the Crown Prince
context: - Guess what I saw. - What?\She is not only worry-free in life\but from the stars, the Hong Luan Star is ascendant.\The Hong Luan Star is ascendant?\Don't tell me she isn't returning to Qing Qiu because she eloped with someone.\I do not know if she eloped\but the Hong Luan Star truly is present.\She has an engagement with the Crown Prince response:	but she is in love with someone elsewhere.
context: She is not only worry-free in life\but from the stars, the Hong Luan Star is ascendant.\The Hong Luan Star is ascendant?\Don't tell me she isn't returning to Qing Qiu because she eloped with someone.\I do not know if she eloped\but the Hong Luan Star truly is present.\She has an engagement with the Crown Prince\but she is in love with someone elsewhere. response:	Would that not be so good?
context: but from the stars, the Hong Luan Star is ascendant.\The Hong Luan Star is ascendant?\Don't tell me she isn't returning to Qing Qiu because she eloped with someone.\I do not know if she eloped\but the Hong Luan Star truly is present.\She has an engagement with the Crown Prince\but she is in love with someone elsewhere.\Would that not be so good? response:	That isn't a problem.
context: The Hong Luan Star is ascendant?\Don't tell me she isn't returning to Qing Qiu because she eloped with someone.\I do not know if she eloped\but the Hong Luan Star truly is present.\She has an engagement with the Crown Prince\but she is in love with someone elsewhere.\Would that not be so good?\That isn't a problem. response:	If she finds someone else she likes, then just cancel the engagement.
context: Don't tell me she isn't returning to Qing Qiu because she eloped with someone.\I do not know if she eloped\but the Hong Luan Star truly is present.\She has an engagement with the Crown Prince\but she is in love with someone elsewhere.\Would that not be so good?\That isn't a problem.\If she finds someone else she likes, then just cancel the engagement. response:	Yes! You are right.
context: I do not know if she eloped\but the Hong Luan Star truly is present.\She has an engagement with the Crown Prince\but she is in love with someone elsewhere.\Would that not be so good?\That isn't a problem.\If she finds someone else she likes, then just cancel the engagement.\Yes! You are right. response:	They canceled the engagement once. We can do the same to them.
