context: OP response:	TS
context: Fukuda?\Boycott?\What do you mean by that?\If arrangements are not made for TRAP's early return, we will also go on hiatus.\We...?\KIYOSHI Knights, CROW, Otters 11 ...\Otters as well?\And also, hideout door. response:	Hi-door too?
context: Boycott?\What do you mean by that?\If arrangements are not made for TRAP's early return, we will also go on hiatus.\We...?\KIYOSHI Knights, CROW, Otters 11 ...\Otters as well?\And also, hideout door.\Hi-door too? response:	They each took the phone and announced it.
context: What do you mean by that?\If arrangements are not made for TRAP's early return, we will also go on hiatus.\We...?\KIYOSHI Knights, CROW, Otters 11 ...\Otters as well?\And also, hideout door.\Hi-door too?\They each took the phone and announced it. response:	That's five series counting TRAP.
context: If arrangements are not made for TRAP's early return, we will also go on hiatus.\We...?\KIYOSHI Knights, CROW, Otters 11 ...\Otters as well?\And also, hideout door.\Hi-door too?\They each took the phone and announced it.\That's five series counting TRAP. response:	It'll be a huge problem if they all go on hiatus!
context: We...?\KIYOSHI Knights, CROW, Otters 11 ...\Otters as well?\And also, hideout door.\Hi-door too?\They each took the phone and announced it.\That's five series counting TRAP.\It'll be a huge problem if they all go on hiatus! response:	Hey, where are you going?
context: KIYOSHI Knights, CROW, Otters 11 ...\Otters as well?\And also, hideout door.\Hi-door too?\They each took the phone and announced it.\That's five series counting TRAP.\It'll be a huge problem if they all go on hiatus!\Hey, where are you going? response:	Since they've gone out of their way to tell us about the boycott, I'm going to let the Chief Editor know.
context: Otters as well?\And also, hideout door.\Hi-door too?\They each took the phone and announced it.\That's five series counting TRAP.\It'll be a huge problem if they all go on hiatus!\Hey, where are you going?\Since they've gone out of their way to tell us about the boycott, I'm going to let the Chief Editor know. response:	Don't, idiot!
context: And also, hideout door.\Hi-door too?\They each took the phone and announced it.\That's five series counting TRAP.\It'll be a huge problem if they all go on hiatus!\Hey, where are you going?\Since they've gone out of their way to tell us about the boycott, I'm going to let the Chief Editor know.\Don't, idiot! response:	It's the editors' job to make the authors draw!
context: Hi-door too?\They each took the phone and announced it.\That's five series counting TRAP.\It'll be a huge problem if they all go on hiatus!\Hey, where are you going?\Since they've gone out of their way to tell us about the boycott, I'm going to let the Chief Editor know.\Don't, idiot!\It's the editors' job to make the authors draw! response:	We can't just accept it quietly!
context: They each took the phone and announced it.\That's five series counting TRAP.\It'll be a huge problem if they all go on hiatus!\Hey, where are you going?\Since they've gone out of their way to tell us about the boycott, I'm going to let the Chief Editor know.\Don't, idiot!\It's the editors' job to make the authors draw!\We can't just accept it quietly! response:	Yuujirou, everyone was on the same phone, right?
context: That's five series counting TRAP.\It'll be a huge problem if they all go on hiatus!\Hey, where are you going?\Since they've gone out of their way to tell us about the boycott, I'm going to let the Chief Editor know.\Don't, idiot!\It's the editors' job to make the authors draw!\We can't just accept it quietly!\Yuujirou, everyone was on the same phone, right? response:	Yeah.
context: It'll be a huge problem if they all go on hiatus!\Hey, where are you going?\Since they've gone out of their way to tell us about the boycott, I'm going to let the Chief Editor know.\Don't, idiot!\It's the editors' job to make the authors draw!\We can't just accept it quietly!\Yuujirou, everyone was on the same phone, right?\Yeah. response:	Which means they're all in the same place right now.
context: Hey, where are you going?\Since they've gone out of their way to tell us about the boycott, I'm going to let the Chief Editor know.\Don't, idiot!\It's the editors' job to make the authors draw!\We can't just accept it quietly!\Yuujirou, everyone was on the same phone, right?\Yeah.\Which means they're all in the same place right now. response:	I'll go. Try asking them where they are.
context: Since they've gone out of their way to tell us about the boycott, I'm going to let the Chief Editor know.\Don't, idiot!\It's the editors' job to make the authors draw!\We can't just accept it quietly!\Yuujirou, everyone was on the same phone, right?\Yeah.\Which means they're all in the same place right now.\I'll go. Try asking them where they are. response:	I'll go, too.
context: Don't, idiot!\It's the editors' job to make the authors draw!\We can't just accept it quietly!\Yuujirou, everyone was on the same phone, right?\Yeah.\Which means they're all in the same place right now.\I'll go. Try asking them where they are.\I'll go, too. response:	I'm in charge of Fukuda and Niizuma.
context: It's the editors' job to make the authors draw!\We can't just accept it quietly!\Yuujirou, everyone was on the same phone, right?\Yeah.\Which means they're all in the same place right now.\I'll go. Try asking them where they are.\I'll go, too.\I'm in charge of Fukuda and Niizuma. response:	This is a problem regarding TRAP, so I'll come too.
context: We can't just accept it quietly!\Yuujirou, everyone was on the same phone, right?\Yeah.\Which means they're all in the same place right now.\I'll go. Try asking them where they are.\I'll go, too.\I'm in charge of Fukuda and Niizuma.\This is a problem regarding TRAP, so I'll come too. response:	I'm coming too.
context: Yuujirou, everyone was on the same phone, right?\Yeah.\Which means they're all in the same place right now.\I'll go. Try asking them where they are.\I'll go, too.\I'm in charge of Fukuda and Niizuma.\This is a problem regarding TRAP, so I'll come too.\I'm coming too. response:	Listen, when we leave the department, let's go in ones and twos so we don't raise suspicion.
context: Yeah.\Which means they're all in the same place right now.\I'll go. Try asking them where they are.\I'll go, too.\I'm in charge of Fukuda and Niizuma.\This is a problem regarding TRAP, so I'll come too.\I'm coming too.\Listen, when we leave the department, let's go in ones and twos so we don't raise suspicion. response:	Yeah. At the nearest family restaurant. There are five of us here.
context: Which means they're all in the same place right now.\I'll go. Try asking them where they are.\I'll go, too.\I'm in charge of Fukuda and Niizuma.\This is a problem regarding TRAP, so I'll come too.\I'm coming too.\Listen, when we leave the department, let's go in ones and twos so we don't raise suspicion.\Yeah. At the nearest family restaurant. There are five of us here. response:	All of our editors, plus Hattori, are coming in secret without the Chief Editor knowing.
context: I'll go. Try asking them where they are.\I'll go, too.\I'm in charge of Fukuda and Niizuma.\This is a problem regarding TRAP, so I'll come too.\I'm coming too.\Listen, when we leave the department, let's go in ones and twos so we don't raise suspicion.\Yeah. At the nearest family restaurant. There are five of us here.\All of our editors, plus Hattori, are coming in secret without the Chief Editor knowing. response:	They're taking us on!
context: I'll go, too.\I'm in charge of Fukuda and Niizuma.\This is a problem regarding TRAP, so I'll come too.\I'm coming too.\Listen, when we leave the department, let's go in ones and twos so we don't raise suspicion.\Yeah. At the nearest family restaurant. There are five of us here.\All of our editors, plus Hattori, are coming in secret without the Chief Editor knowing.\They're taking us on! response:	It's a battle between authors and editors!
context: I'm in charge of Fukuda and Niizuma.\This is a problem regarding TRAP, so I'll come too.\I'm coming too.\Listen, when we leave the department, let's go in ones and twos so we don't raise suspicion.\Yeah. At the nearest family restaurant. There are five of us here.\All of our editors, plus Hattori, are coming in secret without the Chief Editor knowing.\They're taking us on!\It's a battle between authors and editors! response:	Oh! EXCITING!
context: This is a problem regarding TRAP, so I'll come too.\I'm coming too.\Listen, when we leave the department, let's go in ones and twos so we don't raise suspicion.\Yeah. At the nearest family restaurant. There are five of us here.\All of our editors, plus Hattori, are coming in secret without the Chief Editor knowing.\They're taking us on!\It's a battle between authors and editors!\Oh! EXCITING! response:	We're boycotting until the decision about Ashirogi's hiatus is reversed!
