context: Wah! I'm late! I'm late! response:	Oh, honestly! Over-sleeping because my alarm clock broke!
context: A long time ago...\the two of us used to sit together like this...\on the porch in your backyard, Torasuke.\The sunlight felt so good,\we both fell asleep like that.\And, without realizing it,\you peed on me in your sleep, didn't you, Torasuke?\Ye...s? response:	In elementary school,
context: the two of us used to sit together like this...\on the porch in your backyard, Torasuke.\The sunlight felt so good,\we both fell asleep like that.\And, without realizing it,\you peed on me in your sleep, didn't you, Torasuke?\Ye...s?\In elementary school, response:	when we thought I might move away,
context: on the porch in your backyard, Torasuke.\The sunlight felt so good,\we both fell asleep like that.\And, without realizing it,\you peed on me in your sleep, didn't you, Torasuke?\Ye...s?\In elementary school,\when we thought I might move away, response:	you started bawling saying I'm gonna marry you, Ena-chan! You can't go!
context: The sunlight felt so good,\we both fell asleep like that.\And, without realizing it,\you peed on me in your sleep, didn't you, Torasuke?\Ye...s?\In elementary school,\when we thought I might move away,\you started bawling saying I'm gonna marry you, Ena-chan! You can't go! response:	Stop that.
context: we both fell asleep like that.\And, without realizing it,\you peed on me in your sleep, didn't you, Torasuke?\Ye...s?\In elementary school,\when we thought I might move away,\you started bawling saying I'm gonna marry you, Ena-chan! You can't go!\Stop that. response:	In middle school,
context: And, without realizing it,\you peed on me in your sleep, didn't you, Torasuke?\Ye...s?\In elementary school,\when we thought I might move away,\you started bawling saying I'm gonna marry you, Ena-chan! You can't go!\Stop that.\In middle school, response:	you played your first pretty girl dating game with me in my room, didn't you?
context: you peed on me in your sleep, didn't you, Torasuke?\Ye...s?\In elementary school,\when we thought I might move away,\you started bawling saying I'm gonna marry you, Ena-chan! You can't go!\Stop that.\In middle school,\you played your first pretty girl dating game with me in my room, didn't you? response:	Stop that.
context: Ye...s?\In elementary school,\when we thought I might move away,\you started bawling saying I'm gonna marry you, Ena-chan! You can't go!\Stop that.\In middle school,\you played your first pretty girl dating game with me in my room, didn't you?\Stop that. response:	Stop it.
context: In elementary school,\when we thought I might move away,\you started bawling saying I'm gonna marry you, Ena-chan! You can't go!\Stop that.\In middle school,\you played your first pretty girl dating game with me in my room, didn't you?\Stop that.\Stop it. response:	Back then, you got so excited you wet
context: when we thought I might move away,\you started bawling saying I'm gonna marry you, Ena-chan! You can't go!\Stop that.\In middle school,\you played your first pretty girl dating game with me in my room, didn't you?\Stop that.\Stop it.\Back then, you got so excited you wet response:	Stop it, Ibarada!
context: you started bawling saying I'm gonna marry you, Ena-chan! You can't go!\Stop that.\In middle school,\you played your first pretty girl dating game with me in my room, didn't you?\Stop that.\Stop it.\Back then, you got so excited you wet\Stop it, Ibarada! response:	Ibarada-senpai, why do you have so many dango?
context: Stop that.\In middle school,\you played your first pretty girl dating game with me in my room, didn't you?\Stop that.\Stop it.\Back then, you got so excited you wet\Stop it, Ibarada!\Ibarada-senpai, why do you have so many dango? response:	I had a weakling who mistook recklessness for bravery get them for me.
context: In middle school,\you played your first pretty girl dating game with me in my room, didn't you?\Stop that.\Stop it.\Back then, you got so excited you wet\Stop it, Ibarada!\Ibarada-senpai, why do you have so many dango?\I had a weakling who mistook recklessness for bravery get them for me. response:	You guys want some?
context: you played your first pretty girl dating game with me in my room, didn't you?\Stop that.\Stop it.\Back then, you got so excited you wet\Stop it, Ibarada!\Ibarada-senpai, why do you have so many dango?\I had a weakling who mistook recklessness for bravery get them for me.\You guys want some? response:	This dratted pipsqueak of a woman!
context: Stop that.\Stop it.\Back then, you got so excited you wet\Stop it, Ibarada!\Ibarada-senpai, why do you have so many dango?\I had a weakling who mistook recklessness for bravery get them for me.\You guys want some?\This dratted pipsqueak of a woman! response:	I'll get you for this!
context: Stop it.\Back then, you got so excited you wet\Stop it, Ibarada!\Ibarada-senpai, why do you have so many dango?\I had a weakling who mistook recklessness for bravery get them for me.\You guys want some?\This dratted pipsqueak of a woman!\I'll get you for this! response:	Competition to Maintain Steady Vitals During Close Contact, was it?
context: Back then, you got so excited you wet\Stop it, Ibarada!\Ibarada-senpai, why do you have so many dango?\I had a weakling who mistook recklessness for bravery get them for me.\You guys want some?\This dratted pipsqueak of a woman!\I'll get you for this!\Competition to Maintain Steady Vitals During Close Contact, was it? response:	That isn't the same as the conditions for our experiment.
context: Stop it, Ibarada!\Ibarada-senpai, why do you have so many dango?\I had a weakling who mistook recklessness for bravery get them for me.\You guys want some?\This dratted pipsqueak of a woman!\I'll get you for this!\Competition to Maintain Steady Vitals During Close Contact, was it?\That isn't the same as the conditions for our experiment. response:	Well, true enough. And there was a bit of forced excitement in it.
context: Ibarada-senpai, why do you have so many dango?\I had a weakling who mistook recklessness for bravery get them for me.\You guys want some?\This dratted pipsqueak of a woman!\I'll get you for this!\Competition to Maintain Steady Vitals During Close Contact, was it?\That isn't the same as the conditions for our experiment.\Well, true enough. And there was a bit of forced excitement in it. response:	In a lot of different ways,
context: I had a weakling who mistook recklessness for bravery get them for me.\You guys want some?\This dratted pipsqueak of a woman!\I'll get you for this!\Competition to Maintain Steady Vitals During Close Contact, was it?\That isn't the same as the conditions for our experiment.\Well, true enough. And there was a bit of forced excitement in it.\In a lot of different ways, response:	there's no one in this lab who can beat this person.
context: You guys want some?\This dratted pipsqueak of a woman!\I'll get you for this!\Competition to Maintain Steady Vitals During Close Contact, was it?\That isn't the same as the conditions for our experiment.\Well, true enough. And there was a bit of forced excitement in it.\In a lot of different ways,\there's no one in this lab who can beat this person. response:	Huh?
context: This dratted pipsqueak of a woman!\I'll get you for this!\Competition to Maintain Steady Vitals During Close Contact, was it?\That isn't the same as the conditions for our experiment.\Well, true enough. And there was a bit of forced excitement in it.\In a lot of different ways,\there's no one in this lab who can beat this person.\Huh? response:	Heart rate during experiment Resting heart rate
context: I'll get you for this!\Competition to Maintain Steady Vitals During Close Contact, was it?\That isn't the same as the conditions for our experiment.\Well, true enough. And there was a bit of forced excitement in it.\In a lot of different ways,\there's no one in this lab who can beat this person.\Huh?\Heart rate during experiment Resting heart rate response:	Time (minutes) Fig. 2.3: Inukai Kosuke's heart rate fluctuations
context: Competition to Maintain Steady Vitals During Close Contact, was it?\That isn't the same as the conditions for our experiment.\Well, true enough. And there was a bit of forced excitement in it.\In a lot of different ways,\there's no one in this lab who can beat this person.\Huh?\Heart rate during experiment Resting heart rate\Time (minutes) Fig. 2.3: Inukai Kosuke's heart rate fluctuations response:	Heart Rate (bpm)
context: That isn't the same as the conditions for our experiment.\Well, true enough. And there was a bit of forced excitement in it.\In a lot of different ways,\there's no one in this lab who can beat this person.\Huh?\Heart rate during experiment Resting heart rate\Time (minutes) Fig. 2.3: Inukai Kosuke's heart rate fluctuations\Heart Rate (bpm) response:	Heart rate during experiment Resting heart rate
context: Well, true enough. And there was a bit of forced excitement in it.\In a lot of different ways,\there's no one in this lab who can beat this person.\Huh?\Heart rate during experiment Resting heart rate\Time (minutes) Fig. 2.3: Inukai Kosuke's heart rate fluctuations\Heart Rate (bpm)\Heart rate during experiment Resting heart rate response:	Himuro, Yukimura...
context: In a lot of different ways,\there's no one in this lab who can beat this person.\Huh?\Heart rate during experiment Resting heart rate\Time (minutes) Fig. 2.3: Inukai Kosuke's heart rate fluctuations\Heart Rate (bpm)\Heart rate during experiment Resting heart rate\Himuro, Yukimura... response:	Why don't the two of you...
context: there's no one in this lab who can beat this person.\Huh?\Heart rate during experiment Resting heart rate\Time (minutes) Fig. 2.3: Inukai Kosuke's heart rate fluctuations\Heart Rate (bpm)\Heart rate during experiment Resting heart rate\Himuro, Yukimura...\Why don't the two of you... response:	try a little kiss?
