context: Father! response:	Where were you? Why didn't you bring Jia Yun with you?
context: in case this is something evil that will cause harm to His Majesty.\Yes.\That was clearly just an excuse so that\Your Ladyship won't get a chance to sleep with His Majesty.\I can't even see Dijun. How will I repay him?\Since he won't be coming to sleep in my chambers\then a chance encounter should work.\In Fourth Brother's storybooks response:	doesn't the emperor always find his beloved by a chance encounter?
context: Yes.\That was clearly just an excuse so that\Your Ladyship won't get a chance to sleep with His Majesty.\I can't even see Dijun. How will I repay him?\Since he won't be coming to sleep in my chambers\then a chance encounter should work.\In Fourth Brother's storybooks\doesn't the emperor always find his beloved by a chance encounter? response:	The lower in status, the more he likes her.
context: That was clearly just an excuse so that\Your Ladyship won't get a chance to sleep with His Majesty.\I can't even see Dijun. How will I repay him?\Since he won't be coming to sleep in my chambers\then a chance encounter should work.\In Fourth Brother's storybooks\doesn't the emperor always find his beloved by a chance encounter?\The lower in status, the more he likes her. response:	Your Ladyship, what are you staring at me for?
context: Your Ladyship won't get a chance to sleep with His Majesty.\I can't even see Dijun. How will I repay him?\Since he won't be coming to sleep in my chambers\then a chance encounter should work.\In Fourth Brother's storybooks\doesn't the emperor always find his beloved by a chance encounter?\The lower in status, the more he likes her.\Your Ladyship, what are you staring at me for? response:	Yu Dang, prepare for me a set of the same maid outfit you are wearing.
context: I can't even see Dijun. How will I repay him?\Since he won't be coming to sleep in my chambers\then a chance encounter should work.\In Fourth Brother's storybooks\doesn't the emperor always find his beloved by a chance encounter?\The lower in status, the more he likes her.\Your Ladyship, what are you staring at me for?\Yu Dang, prepare for me a set of the same maid outfit you are wearing. response:	Yes.
context: Since he won't be coming to sleep in my chambers\then a chance encounter should work.\In Fourth Brother's storybooks\doesn't the emperor always find his beloved by a chance encounter?\The lower in status, the more he likes her.\Your Ladyship, what are you staring at me for?\Yu Dang, prepare for me a set of the same maid outfit you are wearing.\Yes. response:	Dijun!
context: then a chance encounter should work.\In Fourth Brother's storybooks\doesn't the emperor always find his beloved by a chance encounter?\The lower in status, the more he likes her.\Your Ladyship, what are you staring at me for?\Yu Dang, prepare for me a set of the same maid outfit you are wearing.\Yes.\Dijun! response:	I wonder what Dijun's temperament is like in the mortal realm.
context: In Fourth Brother's storybooks\doesn't the emperor always find his beloved by a chance encounter?\The lower in status, the more he likes her.\Your Ladyship, what are you staring at me for?\Yu Dang, prepare for me a set of the same maid outfit you are wearing.\Yes.\Dijun!\I wonder what Dijun's temperament is like in the mortal realm. response:	Would he be easy to get along with?
context: doesn't the emperor always find his beloved by a chance encounter?\The lower in status, the more he likes her.\Your Ladyship, what are you staring at me for?\Yu Dang, prepare for me a set of the same maid outfit you are wearing.\Yes.\Dijun!\I wonder what Dijun's temperament is like in the mortal realm.\Would he be easy to get along with? response:	What should be the first thing I say to him for him to remember me?
context: The lower in status, the more he likes her.\Your Ladyship, what are you staring at me for?\Yu Dang, prepare for me a set of the same maid outfit you are wearing.\Yes.\Dijun!\I wonder what Dijun's temperament is like in the mortal realm.\Would he be easy to get along with?\What should be the first thing I say to him for him to remember me? response:	I must not be like how I was in the Celestial Palace.
context: Your Ladyship, what are you staring at me for?\Yu Dang, prepare for me a set of the same maid outfit you are wearing.\Yes.\Dijun!\I wonder what Dijun's temperament is like in the mortal realm.\Would he be easy to get along with?\What should be the first thing I say to him for him to remember me?\I must not be like how I was in the Celestial Palace. response:	Yes, I must be dignified.
context: Yu Dang, prepare for me a set of the same maid outfit you are wearing.\Yes.\Dijun!\I wonder what Dijun's temperament is like in the mortal realm.\Would he be easy to get along with?\What should be the first thing I say to him for him to remember me?\I must not be like how I was in the Celestial Palace.\Yes, I must be dignified. response:	I must have the air and demeanor of a princess of Qing Qiu.
context: Yes.\Dijun!\I wonder what Dijun's temperament is like in the mortal realm.\Would he be easy to get along with?\What should be the first thing I say to him for him to remember me?\I must not be like how I was in the Celestial Palace.\Yes, I must be dignified.\I must have the air and demeanor of a princess of Qing Qiu. response:	Your Majesty.
context: Dijun!\I wonder what Dijun's temperament is like in the mortal realm.\Would he be easy to get along with?\What should be the first thing I say to him for him to remember me?\I must not be like how I was in the Celestial Palace.\Yes, I must be dignified.\I must have the air and demeanor of a princess of Qing Qiu.\Your Majesty. response:	- Your Majesty. - Empress.
context: I wonder what Dijun's temperament is like in the mortal realm.\Would he be easy to get along with?\What should be the first thing I say to him for him to remember me?\I must not be like how I was in the Celestial Palace.\Yes, I must be dignified.\I must have the air and demeanor of a princess of Qing Qiu.\Your Majesty.\- Your Majesty. - Empress. response:	Your Majesty is heading to...
context: Would he be easy to get along with?\What should be the first thing I say to him for him to remember me?\I must not be like how I was in the Celestial Palace.\Yes, I must be dignified.\I must have the air and demeanor of a princess of Qing Qiu.\Your Majesty.\- Your Majesty. - Empress.\Your Majesty is heading to... response:	To visit Noble Consort.
context: What should be the first thing I say to him for him to remember me?\I must not be like how I was in the Celestial Palace.\Yes, I must be dignified.\I must have the air and demeanor of a princess of Qing Qiu.\Your Majesty.\- Your Majesty. - Empress.\Your Majesty is heading to...\To visit Noble Consort. response:	Then I shall not delay Your Majesty.
context: I must not be like how I was in the Celestial Palace.\Yes, I must be dignified.\I must have the air and demeanor of a princess of Qing Qiu.\Your Majesty.\- Your Majesty. - Empress.\Your Majesty is heading to...\To visit Noble Consort.\Then I shall not delay Your Majesty. response:	He's leaving just like that?
