context: Crown Prince! response:	Crown Prince, I had a hard time finding you!
context: If you do love me how deeply do you love me?\If I weren't tricked into jumping off the Zhuxian Terrace\would you have willingly married Su Jin?\Are you now so deeply devoted to me because of that guilt from 300 years ago?\What if he admitted to all that?\What if he said that were all true?\Auntie, will you see him or not?\I won't see him. response:	Tell him never to come to Qing Qiu again.
context: If I weren't tricked into jumping off the Zhuxian Terrace\would you have willingly married Su Jin?\Are you now so deeply devoted to me because of that guilt from 300 years ago?\What if he admitted to all that?\What if he said that were all true?\Auntie, will you see him or not?\I won't see him.\Tell him never to come to Qing Qiu again. response:	I'll go to the Heavenly Lord tomorrow to break off the engagement.
context: would you have willingly married Su Jin?\Are you now so deeply devoted to me because of that guilt from 300 years ago?\What if he admitted to all that?\What if he said that were all true?\Auntie, will you see him or not?\I won't see him.\Tell him never to come to Qing Qiu again.\I'll go to the Heavenly Lord tomorrow to break off the engagement. response:	Yes.
context: Are you now so deeply devoted to me because of that guilt from 300 years ago?\What if he admitted to all that?\What if he said that were all true?\Auntie, will you see him or not?\I won't see him.\Tell him never to come to Qing Qiu again.\I'll go to the Heavenly Lord tomorrow to break off the engagement.\Yes. response:	Crown Prince.
context: What if he admitted to all that?\What if he said that were all true?\Auntie, will you see him or not?\I won't see him.\Tell him never to come to Qing Qiu again.\I'll go to the Heavenly Lord tomorrow to break off the engagement.\Yes.\Crown Prince. response:	My Auntie said...
context: What if he said that were all true?\Auntie, will you see him or not?\I won't see him.\Tell him never to come to Qing Qiu again.\I'll go to the Heavenly Lord tomorrow to break off the engagement.\Yes.\Crown Prince.\My Auntie said... response:	She still refuses to see me?
context: Auntie, will you see him or not?\I won't see him.\Tell him never to come to Qing Qiu again.\I'll go to the Heavenly Lord tomorrow to break off the engagement.\Yes.\Crown Prince.\My Auntie said...\She still refuses to see me? response:	Not exactly.
context: I won't see him.\Tell him never to come to Qing Qiu again.\I'll go to the Heavenly Lord tomorrow to break off the engagement.\Yes.\Crown Prince.\My Auntie said...\She still refuses to see me?\Not exactly. response:	She's just too drunk, so she didn't pay much attention to me.
context: Tell him never to come to Qing Qiu again.\I'll go to the Heavenly Lord tomorrow to break off the engagement.\Yes.\Crown Prince.\My Auntie said...\She still refuses to see me?\Not exactly.\She's just too drunk, so she didn't pay much attention to me. response:	Your Highness has been here for seven days already.
context: I'll go to the Heavenly Lord tomorrow to break off the engagement.\Yes.\Crown Prince.\My Auntie said...\She still refuses to see me?\Not exactly.\She's just too drunk, so she didn't pay much attention to me.\Your Highness has been here for seven days already. response:	Why don't you head back?
context: Yes.\Crown Prince.\My Auntie said...\She still refuses to see me?\Not exactly.\She's just too drunk, so she didn't pay much attention to me.\Your Highness has been here for seven days already.\Why don't you head back? response:	I'll inform you when she's sober.
context: Crown Prince.\My Auntie said...\She still refuses to see me?\Not exactly.\She's just too drunk, so she didn't pay much attention to me.\Your Highness has been here for seven days already.\Why don't you head back?\I'll inform you when she's sober. response:	I'm not going anywhere.
context: My Auntie said...\She still refuses to see me?\Not exactly.\She's just too drunk, so she didn't pay much attention to me.\Your Highness has been here for seven days already.\Why don't you head back?\I'll inform you when she's sober.\I'm not going anywhere. response:	Let me get you an umbrella first.
context: She still refuses to see me?\Not exactly.\She's just too drunk, so she didn't pay much attention to me.\Your Highness has been here for seven days already.\Why don't you head back?\I'll inform you when she's sober.\I'm not going anywhere.\Let me get you an umbrella first. response:	- It might rain soon... - Don't bother.
context: Not exactly.\She's just too drunk, so she didn't pay much attention to me.\Your Highness has been here for seven days already.\Why don't you head back?\I'll inform you when she's sober.\I'm not going anywhere.\Let me get you an umbrella first.\- It might rain soon... - Don't bother. response:	I'll take my leave now.
context: She's just too drunk, so she didn't pay much attention to me.\Your Highness has been here for seven days already.\Why don't you head back?\I'll inform you when she's sober.\I'm not going anywhere.\Let me get you an umbrella first.\- It might rain soon... - Don't bother.\I'll take my leave now. response:	Mi Gu.
context: Your Highness has been here for seven days already.\Why don't you head back?\I'll inform you when she's sober.\I'm not going anywhere.\Let me get you an umbrella first.\- It might rain soon... - Don't bother.\I'll take my leave now.\Mi Gu. response:	What is it, Your Highness?
context: Why don't you head back?\I'll inform you when she's sober.\I'm not going anywhere.\Let me get you an umbrella first.\- It might rain soon... - Don't bother.\I'll take my leave now.\Mi Gu.\What is it, Your Highness? response:	Pass on a message for me.
context: I'll inform you when she's sober.\I'm not going anywhere.\Let me get you an umbrella first.\- It might rain soon... - Don't bother.\I'll take my leave now.\Mi Gu.\What is it, Your Highness?\Pass on a message for me. response:	Please do tell.
context: I'm not going anywhere.\Let me get you an umbrella first.\- It might rain soon... - Don't bother.\I'll take my leave now.\Mi Gu.\What is it, Your Highness?\Pass on a message for me.\Please do tell. response:	Before I went for my trial in the Mortal Realm
context: Let me get you an umbrella first.\- It might rain soon... - Don't bother.\I'll take my leave now.\Mi Gu.\What is it, Your Highness?\Pass on a message for me.\Please do tell.\Before I went for my trial in the Mortal Realm response:	your Auntie told me that
context: - It might rain soon... - Don't bother.\I'll take my leave now.\Mi Gu.\What is it, Your Highness?\Pass on a message for me.\Please do tell.\Before I went for my trial in the Mortal Realm\your Auntie told me that response:	should my mortal self get into any relationships
context: I'll take my leave now.\Mi Gu.\What is it, Your Highness?\Pass on a message for me.\Please do tell.\Before I went for my trial in the Mortal Realm\your Auntie told me that\should my mortal self get into any relationships response:	she would snatch me back to lock up in her Fox Den.
context: Mi Gu.\What is it, Your Highness?\Pass on a message for me.\Please do tell.\Before I went for my trial in the Mortal Realm\your Auntie told me that\should my mortal self get into any relationships\she would snatch me back to lock up in her Fox Den. response:	If the maid I brought home to serve my mortal mother
context: What is it, Your Highness?\Pass on a message for me.\Please do tell.\Before I went for my trial in the Mortal Realm\your Auntie told me that\should my mortal self get into any relationships\she would snatch me back to lock up in her Fox Den.\If the maid I brought home to serve my mortal mother response:	counts as a relationship
context: Pass on a message for me.\Please do tell.\Before I went for my trial in the Mortal Realm\your Auntie told me that\should my mortal self get into any relationships\she would snatch me back to lock up in her Fox Den.\If the maid I brought home to serve my mortal mother\counts as a relationship response:	could you ask her if what she said to me still counts?
