context: The serialization meeting starts at 2 PM. response:	It's starting soon.
context: to the place we can't reach alone.\We're on our way.\Your Love\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\I look up at a spring sky, full of nothing but worries\and hang my head response:	but I'm looking up again
context: We're on our way.\Your Love\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\I look up at a spring sky, full of nothing but worries\and hang my head\but I'm looking up again response:	Of unwanted things and precious things
context: Your Love\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\I look up at a spring sky, full of nothing but worries\and hang my head\but I'm looking up again\Of unwanted things and precious things response:	In this town you were determined to find
context: A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\I look up at a spring sky, full of nothing but worries\and hang my head\but I'm looking up again\Of unwanted things and precious things\In this town you were determined to find response:	Things that shouldn't be lost and keep them in your heart
context: Can you see that bird?\Happiness is always, feeling invisible colors\I look up at a spring sky, full of nothing but worries\and hang my head\but I'm looking up again\Of unwanted things and precious things\In this town you were determined to find\Things that shouldn't be lost and keep them in your heart response:	I decided I would find them in this town
context: Happiness is always, feeling invisible colors\I look up at a spring sky, full of nothing but worries\and hang my head\but I'm looking up again\Of unwanted things and precious things\In this town you were determined to find\Things that shouldn't be lost and keep them in your heart\I decided I would find them in this town response:	and hold to my chest the things I must not lose
context: I look up at a spring sky, full of nothing but worries\and hang my head\but I'm looking up again\Of unwanted things and precious things\In this town you were determined to find\Things that shouldn't be lost and keep them in your heart\I decided I would find them in this town\and hold to my chest the things I must not lose response:	A blue bird flying through a blue sky
context: and hang my head\but I'm looking up again\Of unwanted things and precious things\In this town you were determined to find\Things that shouldn't be lost and keep them in your heart\I decided I would find them in this town\and hold to my chest the things I must not lose\A blue bird flying through a blue sky response:	Can you see that bird?
context: but I'm looking up again\Of unwanted things and precious things\In this town you were determined to find\Things that shouldn't be lost and keep them in your heart\I decided I would find them in this town\and hold to my chest the things I must not lose\A blue bird flying through a blue sky\Can you see that bird? response:	Happiness is always, feeling invisible colors
context: Of unwanted things and precious things\In this town you were determined to find\Things that shouldn't be lost and keep them in your heart\I decided I would find them in this town\and hold to my chest the things I must not lose\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors response:	I muttered Love alone to myself
context: In this town you were determined to find\Things that shouldn't be lost and keep them in your heart\I decided I would find them in this town\and hold to my chest the things I must not lose\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\I muttered Love alone to myself response:	Memories, like petals
context: Things that shouldn't be lost and keep them in your heart\I decided I would find them in this town\and hold to my chest the things I must not lose\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\I muttered Love alone to myself\Memories, like petals response:	Carried on a gentle wind
context: I decided I would find them in this town\and hold to my chest the things I must not lose\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\I muttered Love alone to myself\Memories, like petals\Carried on a gentle wind response:	Travel to your heart
context: and hold to my chest the things I must not lose\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\I muttered Love alone to myself\Memories, like petals\Carried on a gentle wind\Travel to your heart response:	A blue bird flying through a blue sky
context: A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\I muttered Love alone to myself\Memories, like petals\Carried on a gentle wind\Travel to your heart\A blue bird flying through a blue sky response:	Can you see that bird?
context: Can you see that bird?\Happiness is always, feeling invisible colors\I muttered Love alone to myself\Memories, like petals\Carried on a gentle wind\Travel to your heart\A blue bird flying through a blue sky\Can you see that bird? response:	Happiness is always, feeling invisible colors
context: Happiness is always, feeling invisible colors\I muttered Love alone to myself\Memories, like petals\Carried on a gentle wind\Travel to your heart\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors response:	Your love flies across my heart
context: I muttered Love alone to myself\Memories, like petals\Carried on a gentle wind\Travel to your heart\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\Your love flies across my heart response:	That bird must have been you
context: Memories, like petals\Carried on a gentle wind\Travel to your heart\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\Your love flies across my heart\That bird must have been you response:	In a sad wind, you still spread your wings
