context: If you keep adding all that extra stuff, you'll never get it right. response:	Jasminka, can't you take this more seriously?
context: But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo response:	Through the tears and laughter, eating and sleeping
context: kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping response:	sou naite waratte tabete nete mo
context: I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo response:	Through the tears and laughter, eating and sleeping
context: meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping response:	sou naite waratte tabete nete mo
context: I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo response:	Through the tears and laughter, eating and sleeping
context: meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping response:	sou naite waratte tabete nete mo
context: I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo response:	And all of the times we were beset by worries
context: meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\And all of the times we were beset by worries response:	kuyo kuyo shichaisou na toki demo
context: Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo response:	And all of the times we were beset by worries
context: sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries response:	kuyo kuyo shichaisou na toki demo
context: Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo response:	And all of the times we were beset by worries
context: sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries response:	kuyo kuyo shichaisou na toki demo
context: Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo response:	Thank you for staying by my side
context: sou naite waratte tabete nete mo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\Thank you for staying by my side response:	soba ni itekurete arigatou
context: And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\Thank you for staying by my side\soba ni itekurete arigatou response:	Thank you for staying by my side
context: kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side response:	soba ni itekurete arigatou
context: And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou response:	Thank you for staying by my side
context: kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side response:	soba ni itekurete arigatou
context: And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou response:	See you tomorrow
context: kuyo kuyo shichaisou na toki demo\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou\See you tomorrow response:	mata ashita ne
context: Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou\See you tomorrow\mata ashita ne response:	See you tomorrow
