context: Translation: MoeJoTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: So let me be bad for once\sukaato hirogaesu shite\By flipping my skirt\sugu kaeru yo\I'll be back soon\doyoubi wa haresou da\It looks like Saturday is going to be sunny\kamisama hajimemashita response:	God, it has already started
context: sukaato hirogaesu shite\By flipping my skirt\sugu kaeru yo\I'll be back soon\doyoubi wa haresou da\It looks like Saturday is going to be sunny\kamisama hajimemashita\God, it has already started response:	Please, God
context: By flipping my skirt\sugu kaeru yo\I'll be back soon\doyoubi wa haresou da\It looks like Saturday is going to be sunny\kamisama hajimemashita\God, it has already started\Please, God response:	I...
context: sugu kaeru yo\I'll be back soon\doyoubi wa haresou da\It looks like Saturday is going to be sunny\kamisama hajimemashita\God, it has already started\Please, God\I... response:	I want to meet her
context: I'll be back soon\doyoubi wa haresou da\It looks like Saturday is going to be sunny\kamisama hajimemashita\God, it has already started\Please, God\I...\I want to meet her response:	God, I'm in pain
context: doyoubi wa haresou da\It looks like Saturday is going to be sunny\kamisama hajimemashita\God, it has already started\Please, God\I...\I want to meet her\God, I'm in pain response:	Because, she...
context: It looks like Saturday is going to be sunny\kamisama hajimemashita\God, it has already started\Please, God\I...\I want to meet her\God, I'm in pain\Because, she... response:	didn't come today either.
context: kamisama hajimemashita\God, it has already started\Please, God\I...\I want to meet her\God, I'm in pain\Because, she...\didn't come today either. response:	I have a request, God
context: God, it has already started\Please, God\I...\I want to meet her\God, I'm in pain\Because, she...\didn't come today either.\I have a request, God response:	Please, save me
context: Please, God\I...\I want to meet her\God, I'm in pain\Because, she...\didn't come today either.\I have a request, God\Please, save me response:	God, it's too late for me
context: I...\I want to meet her\God, I'm in pain\Because, she...\didn't come today either.\I have a request, God\Please, save me\God, it's too late for me response:	Because she's...
context: I want to meet her\God, I'm in pain\Because, she...\didn't come today either.\I have a request, God\Please, save me\God, it's too late for me\Because she's... response:	has disappeared
context: God, I'm in pain\Because, she...\didn't come today either.\I have a request, God\Please, save me\God, it's too late for me\Because she's...\has disappeared response:	Into the distant sky
context: Because, she...\didn't come today either.\I have a request, God\Please, save me\God, it's too late for me\Because she's...\has disappeared\Into the distant sky response:	farewell, Baby, goodbye
context: didn't come today either.\I have a request, God\Please, save me\God, it's too late for me\Because she's...\has disappeared\Into the distant sky\farewell, Baby, goodbye response:	BEVERLY
context: I have a request, God\Please, save me\God, it's too late for me\Because she's...\has disappeared\Into the distant sky\farewell, Baby, goodbye\BEVERLY response:	BEVERLY
context: Please, save me\God, it's too late for me\Because she's...\has disappeared\Into the distant sky\farewell, Baby, goodbye\BEVERLY\BEVERLY response:	BEVERLY
context: God, it's too late for me\Because she's...\has disappeared\Into the distant sky\farewell, Baby, goodbye\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: Because she's...\has disappeared\Into the distant sky\farewell, Baby, goodbye\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: has disappeared\Into the distant sky\farewell, Baby, goodbye\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: Into the distant sky\farewell, Baby, goodbye\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: farewell, Baby, goodbye\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	BEVERLY
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY response:	HILLS
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\HILLS response:	HILLS
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\HILLS\HILLS response:	HILLS
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\BEVERLY\HILLS\HILLS\HILLS response:	HILLS
context: BEVERLY\BEVERLY\BEVERLY\BEVERLY\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: BEVERLY\BEVERLY\BEVERLY\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: BEVERLY\BEVERLY\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: BEVERLY\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HILLS
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS response:	HIGH
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HIGH response:	HIGH
context: HILLS\HILLS\HILLS\HILLS\HILLS\HILLS\HIGH\HIGH response:	HIGH
context: HILLS\HILLS\HILLS\HILLS\HILLS\HIGH\HIGH\HIGH response:	HIGH
context: HILLS\HILLS\HILLS\HILLS\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HILLS\HILLS\HILLS\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HILLS\HILLS\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HILLS\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	HIGH
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH response:	SCHOOL
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\SCHOOL response:	SCHOOL
context: HIGH\HIGH\HIGH\HIGH\HIGH\HIGH\SCHOOL\SCHOOL response:	SCHOOL
context: HIGH\HIGH\HIGH\HIGH\HIGH\SCHOOL\SCHOOL\SCHOOL response:	SCHOOL
context: HIGH\HIGH\HIGH\HIGH\SCHOOL\SCHOOL\SCHOOL\SCHOOL response:	SCHOOL
context: HIGH\HIGH\HIGH\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL response:	SCHOOL
context: HIGH\HIGH\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL response:	SCHOOL
context: HIGH\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL response:	SCHOOL
context: SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL response:	SCHOOL
context: SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL response:	SCHOOL
context: SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL response:	SCHOOL
context: SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL response:	SCHOOL
context: SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL response:	SCHOOL
context: SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL\SCHOOL response:	SCHOOL
