context: Intro response:	So you're not confident, huh?
context: so it wasn't a demon.\Which means it could only be you\Huh?\There are no traces of you being hit with that paintball.\You don't reek of paint either.\I did nothing of the sort!\I know just how powerful you are, Hero Emilia.\Then who are you? Where are you from? response:	Why are you hanging around Castle Overlord?
context: Which means it could only be you\Huh?\There are no traces of you being hit with that paintball.\You don't reek of paint either.\I did nothing of the sort!\I know just how powerful you are, Hero Emilia.\Then who are you? Where are you from?\Why are you hanging around Castle Overlord? response:	My real name's Christia Bell.
context: Huh?\There are no traces of you being hit with that paintball.\You don't reek of paint either.\I did nothing of the sort!\I know just how powerful you are, Hero Emilia.\Then who are you? Where are you from?\Why are you hanging around Castle Overlord?\My real name's Christia Bell. response:	Chief Interrogator for the Church's Investigation Commission.
context: There are no traces of you being hit with that paintball.\You don't reek of paint either.\I did nothing of the sort!\I know just how powerful you are, Hero Emilia.\Then who are you? Where are you from?\Why are you hanging around Castle Overlord?\My real name's Christia Bell.\Chief Interrogator for the Church's Investigation Commission. response:	If you still possess the will to kill the Overlord,
context: You don't reek of paint either.\I did nothing of the sort!\I know just how powerful you are, Hero Emilia.\Then who are you? Where are you from?\Why are you hanging around Castle Overlord?\My real name's Christia Bell.\Chief Interrogator for the Church's Investigation Commission.\If you still possess the will to kill the Overlord, response:	then, with us
context: I did nothing of the sort!\I know just how powerful you are, Hero Emilia.\Then who are you? Where are you from?\Why are you hanging around Castle Overlord?\My real name's Christia Bell.\Chief Interrogator for the Church's Investigation Commission.\If you still possess the will to kill the Overlord,\then, with us response:	Hold on.
context: I know just how powerful you are, Hero Emilia.\Then who are you? Where are you from?\Why are you hanging around Castle Overlord?\My real name's Christia Bell.\Chief Interrogator for the Church's Investigation Commission.\If you still possess the will to kill the Overlord,\then, with us\Hold on. response:	I don't want to be late to work,
context: Then who are you? Where are you from?\Why are you hanging around Castle Overlord?\My real name's Christia Bell.\Chief Interrogator for the Church's Investigation Commission.\If you still possess the will to kill the Overlord,\then, with us\Hold on.\I don't want to be late to work, response:	so let's discuss this once we get to Shinjuku.
context: Why are you hanging around Castle Overlord?\My real name's Christia Bell.\Chief Interrogator for the Church's Investigation Commission.\If you still possess the will to kill the Overlord,\then, with us\Hold on.\I don't want to be late to work,\so let's discuss this once we get to Shinjuku. response:	That's the kind of country Japan is.
context: My real name's Christia Bell.\Chief Interrogator for the Church's Investigation Commission.\If you still possess the will to kill the Overlord,\then, with us\Hold on.\I don't want to be late to work,\so let's discuss this once we get to Shinjuku.\That's the kind of country Japan is. response:	Let me go!
context: Chief Interrogator for the Church's Investigation Commission.\If you still possess the will to kill the Overlord,\then, with us\Hold on.\I don't want to be late to work,\so let's discuss this once we get to Shinjuku.\That's the kind of country Japan is.\Let me go! response:	I cannot afford to stop here!
context: If you still possess the will to kill the Overlord,\then, with us\Hold on.\I don't want to be late to work,\so let's discuss this once we get to Shinjuku.\That's the kind of country Japan is.\Let me go!\I cannot afford to stop here! response:	So you insist on standing in my way?!
context: then, with us\Hold on.\I don't want to be late to work,\so let's discuss this once we get to Shinjuku.\That's the kind of country Japan is.\Let me go!\I cannot afford to stop here!\So you insist on standing in my way?! response:	You saw a TV and went,
context: Hold on.\I don't want to be late to work,\so let's discuss this once we get to Shinjuku.\That's the kind of country Japan is.\Let me go!\I cannot afford to stop here!\So you insist on standing in my way?!\You saw a TV and went, response:	Oh my god, there's a person inside!
context: I don't want to be late to work,\so let's discuss this once we get to Shinjuku.\That's the kind of country Japan is.\Let me go!\I cannot afford to stop here!\So you insist on standing in my way?!\You saw a TV and went,\Oh my god, there's a person inside! response:	I never thought you'd actually do that.
context: so let's discuss this once we get to Shinjuku.\That's the kind of country Japan is.\Let me go!\I cannot afford to stop here!\So you insist on standing in my way?!\You saw a TV and went,\Oh my god, there's a person inside!\I never thought you'd actually do that. response:	Can we please stop talking about that?
context: That's the kind of country Japan is.\Let me go!\I cannot afford to stop here!\So you insist on standing in my way?!\You saw a TV and went,\Oh my god, there's a person inside!\I never thought you'd actually do that.\Can we please stop talking about that? response:	What on earth did you use as a reference to study Japan?
context: Let me go!\I cannot afford to stop here!\So you insist on standing in my way?!\You saw a TV and went,\Oh my god, there's a person inside!\I never thought you'd actually do that.\Can we please stop talking about that?\What on earth did you use as a reference to study Japan? response:	Once I learned Japanese clothes were the tradition here,
context: I cannot afford to stop here!\So you insist on standing in my way?!\You saw a TV and went,\Oh my god, there's a person inside!\I never thought you'd actually do that.\Can we please stop talking about that?\What on earth did you use as a reference to study Japan?\Once I learned Japanese clothes were the tradition here, response:	I used period dramas to study the place because that's where these outfits show up most often.
context: So you insist on standing in my way?!\You saw a TV and went,\Oh my god, there's a person inside!\I never thought you'd actually do that.\Can we please stop talking about that?\What on earth did you use as a reference to study Japan?\Once I learned Japanese clothes were the tradition here,\I used period dramas to study the place because that's where these outfits show up most often. response:	What else? Oh, the longest-airing Showa era documentaries.
