context: Qian Qian, I haven't seen you in days. I missed you terribly. response:	Have you missed me?
context: Do not worry, Aunt.\Now the preparations are complete.\High God, you took me in 70,000 years ago.\Now 70,000 years later, you are going to save my son.\You are certainly our savior.\Your Highness, the altar will be ready before the sun sets.\Good.\Then I shall wait another few hours. response:	What?
context: Now the preparations are complete.\High God, you took me in 70,000 years ago.\Now 70,000 years later, you are going to save my son.\You are certainly our savior.\Your Highness, the altar will be ready before the sun sets.\Good.\Then I shall wait another few hours.\What? response:	Bai Qian wants me to push Dong Hua Dijun into the water?
context: High God, you took me in 70,000 years ago.\Now 70,000 years later, you are going to save my son.\You are certainly our savior.\Your Highness, the altar will be ready before the sun sets.\Good.\Then I shall wait another few hours.\What?\Bai Qian wants me to push Dong Hua Dijun into the water? response:	Yes.
context: Now 70,000 years later, you are going to save my son.\You are certainly our savior.\Your Highness, the altar will be ready before the sun sets.\Good.\Then I shall wait another few hours.\What?\Bai Qian wants me to push Dong Hua Dijun into the water?\Yes. response:	You agreed?
context: You are certainly our savior.\Your Highness, the altar will be ready before the sun sets.\Good.\Then I shall wait another few hours.\What?\Bai Qian wants me to push Dong Hua Dijun into the water?\Yes.\You agreed? response:	Aunt said this is the only way to save Yuan Zhen.
context: Your Highness, the altar will be ready before the sun sets.\Good.\Then I shall wait another few hours.\What?\Bai Qian wants me to push Dong Hua Dijun into the water?\Yes.\You agreed?\Aunt said this is the only way to save Yuan Zhen. response:	Why?
context: Good.\Then I shall wait another few hours.\What?\Bai Qian wants me to push Dong Hua Dijun into the water?\Yes.\You agreed?\Aunt said this is the only way to save Yuan Zhen.\Why? response:	Time is tight. I didn't have time to ask many questions.
context: Then I shall wait another few hours.\What?\Bai Qian wants me to push Dong Hua Dijun into the water?\Yes.\You agreed?\Aunt said this is the only way to save Yuan Zhen.\Why?\Time is tight. I didn't have time to ask many questions. response:	But since this is what Aunt says, then this must be the only way that will work!
context: What?\Bai Qian wants me to push Dong Hua Dijun into the water?\Yes.\You agreed?\Aunt said this is the only way to save Yuan Zhen.\Why?\Time is tight. I didn't have time to ask many questions.\But since this is what Aunt says, then this must be the only way that will work! response:	Could it be...
context: Bai Qian wants me to push Dong Hua Dijun into the water?\Yes.\You agreed?\Aunt said this is the only way to save Yuan Zhen.\Why?\Time is tight. I didn't have time to ask many questions.\But since this is what Aunt says, then this must be the only way that will work!\Could it be... response:	She wants to use this chance to take revenge on us?
context: Yes.\You agreed?\Aunt said this is the only way to save Yuan Zhen.\Why?\Time is tight. I didn't have time to ask many questions.\But since this is what Aunt says, then this must be the only way that will work!\Could it be...\She wants to use this chance to take revenge on us? response:	Revenge?
context: You agreed?\Aunt said this is the only way to save Yuan Zhen.\Why?\Time is tight. I didn't have time to ask many questions.\But since this is what Aunt says, then this must be the only way that will work!\Could it be...\She wants to use this chance to take revenge on us?\Revenge? response:	You might not know this.
context: Aunt said this is the only way to save Yuan Zhen.\Why?\Time is tight. I didn't have time to ask many questions.\But since this is what Aunt says, then this must be the only way that will work!\Could it be...\She wants to use this chance to take revenge on us?\Revenge?\You might not know this. response:	Those who use their powers to change fate in the mortal realm
context: Why?\Time is tight. I didn't have time to ask many questions.\But since this is what Aunt says, then this must be the only way that will work!\Could it be...\She wants to use this chance to take revenge on us?\Revenge?\You might not know this.\Those who use their powers to change fate in the mortal realm response:	will be punished.
context: Time is tight. I didn't have time to ask many questions.\But since this is what Aunt says, then this must be the only way that will work!\Could it be...\She wants to use this chance to take revenge on us?\Revenge?\You might not know this.\Those who use their powers to change fate in the mortal realm\will be punished. response:	Bai Qian could have chosen anyone. She had to choose me?
context: But since this is what Aunt says, then this must be the only way that will work!\Could it be...\She wants to use this chance to take revenge on us?\Revenge?\You might not know this.\Those who use their powers to change fate in the mortal realm\will be punished.\Bai Qian could have chosen anyone. She had to choose me? response:	Isn't she using this to take revenge on me for canceling my engagement to her?
context: Could it be...\She wants to use this chance to take revenge on us?\Revenge?\You might not know this.\Those who use their powers to change fate in the mortal realm\will be punished.\Bai Qian could have chosen anyone. She had to choose me?\Isn't she using this to take revenge on me for canceling my engagement to her? response:	My lord, you cannot say that of my Aunt.
context: She wants to use this chance to take revenge on us?\Revenge?\You might not know this.\Those who use their powers to change fate in the mortal realm\will be punished.\Bai Qian could have chosen anyone. She had to choose me?\Isn't she using this to take revenge on me for canceling my engagement to her?\My lord, you cannot say that of my Aunt. response:	She agreed to go to the mortal realm to help me
context: Revenge?\You might not know this.\Those who use their powers to change fate in the mortal realm\will be punished.\Bai Qian could have chosen anyone. She had to choose me?\Isn't she using this to take revenge on me for canceling my engagement to her?\My lord, you cannot say that of my Aunt.\She agreed to go to the mortal realm to help me response:	out of regard to our relationship as mistress and servant
context: You might not know this.\Those who use their powers to change fate in the mortal realm\will be punished.\Bai Qian could have chosen anyone. She had to choose me?\Isn't she using this to take revenge on me for canceling my engagement to her?\My lord, you cannot say that of my Aunt.\She agreed to go to the mortal realm to help me\out of regard to our relationship as mistress and servant response:	disregarding any former enmity.
