context: BETA release of Ep 5 response:	It's done!
context: Your father?\No! Why my father?\Mine-san!! Look, that's my fan!!\Seriously? Really?\Mine-san! The designs are done!\Please choose the one you like!\Thank you!!\Not a human being? response:	As expected, your fan, right?
context: No! Why my father?\Mine-san!! Look, that's my fan!!\Seriously? Really?\Mine-san! The designs are done!\Please choose the one you like!\Thank you!!\Not a human being?\As expected, your fan, right? response:	Well, whatever will be fine
context: Mine-san!! Look, that's my fan!!\Seriously? Really?\Mine-san! The designs are done!\Please choose the one you like!\Thank you!!\Not a human being?\As expected, your fan, right?\Well, whatever will be fine response:	since it's done already!! and it is the last anyway,
context: Seriously? Really?\Mine-san! The designs are done!\Please choose the one you like!\Thank you!!\Not a human being?\As expected, your fan, right?\Well, whatever will be fine\since it's done already!! and it is the last anyway, response:	so let's just do it, the striking way!
context: Mine-san! The designs are done!\Please choose the one you like!\Thank you!!\Not a human being?\As expected, your fan, right?\Well, whatever will be fine\since it's done already!! and it is the last anyway,\so let's just do it, the striking way! response:	Eh, the last?
context: Please choose the one you like!\Thank you!!\Not a human being?\As expected, your fan, right?\Well, whatever will be fine\since it's done already!! and it is the last anyway,\so let's just do it, the striking way!\Eh, the last? response:	Ryuu-chan is a repeat student, so it's OK
context: Thank you!!\Not a human being?\As expected, your fan, right?\Well, whatever will be fine\since it's done already!! and it is the last anyway,\so let's just do it, the striking way!\Eh, the last?\Ryuu-chan is a repeat student, so it's OK response:	but we fourth year students, we must think seriously
context: Not a human being?\As expected, your fan, right?\Well, whatever will be fine\since it's done already!! and it is the last anyway,\so let's just do it, the striking way!\Eh, the last?\Ryuu-chan is a repeat student, so it's OK\but we fourth year students, we must think seriously response:	about what to do after graduation and stuff
context: As expected, your fan, right?\Well, whatever will be fine\since it's done already!! and it is the last anyway,\so let's just do it, the striking way!\Eh, the last?\Ryuu-chan is a repeat student, so it's OK\but we fourth year students, we must think seriously\about what to do after graduation and stuff response:	With this Oke, it's a farewell performance!
context: Well, whatever will be fine\since it's done already!! and it is the last anyway,\so let's just do it, the striking way!\Eh, the last?\Ryuu-chan is a repeat student, so it's OK\but we fourth year students, we must think seriously\about what to do after graduation and stuff\With this Oke, it's a farewell performance! response:	Really? Yes..
context: since it's done already!! and it is the last anyway,\so let's just do it, the striking way!\Eh, the last?\Ryuu-chan is a repeat student, so it's OK\but we fourth year students, we must think seriously\about what to do after graduation and stuff\With this Oke, it's a farewell performance!\Really? Yes.. response:	It's a pity that Chiaki won't be here as well
context: so let's just do it, the striking way!\Eh, the last?\Ryuu-chan is a repeat student, so it's OK\but we fourth year students, we must think seriously\about what to do after graduation and stuff\With this Oke, it's a farewell performance!\Really? Yes..\It's a pity that Chiaki won't be here as well response:	In use by S-Ok! Do not take a peek inside!!
context: Eh, the last?\Ryuu-chan is a repeat student, so it's OK\but we fourth year students, we must think seriously\about what to do after graduation and stuff\With this Oke, it's a farewell performance!\Really? Yes..\It's a pity that Chiaki won't be here as well\In use by S-Ok! Do not take a peek inside!! response:	As I thought, you are worried...about S-Oke
context: Ryuu-chan is a repeat student, so it's OK\but we fourth year students, we must think seriously\about what to do after graduation and stuff\With this Oke, it's a farewell performance!\Really? Yes..\It's a pity that Chiaki won't be here as well\In use by S-Ok! Do not take a peek inside!!\As I thought, you are worried...about S-Oke response:	Nope...not particularly
context: but we fourth year students, we must think seriously\about what to do after graduation and stuff\With this Oke, it's a farewell performance!\Really? Yes..\It's a pity that Chiaki won't be here as well\In use by S-Ok! Do not take a peek inside!!\As I thought, you are worried...about S-Oke\Nope...not particularly response:	What about giving them some advice?
context: about what to do after graduation and stuff\With this Oke, it's a farewell performance!\Really? Yes..\It's a pity that Chiaki won't be here as well\In use by S-Ok! Do not take a peek inside!!\As I thought, you are worried...about S-Oke\Nope...not particularly\What about giving them some advice? response:	Surely they miss you, Chiaki, don't they?
context: With this Oke, it's a farewell performance!\Really? Yes..\It's a pity that Chiaki won't be here as well\In use by S-Ok! Do not take a peek inside!!\As I thought, you are worried...about S-Oke\Nope...not particularly\What about giving them some advice?\Surely they miss you, Chiaki, don't they? response:	Alright! We can't lose to A-Oke!!
context: Really? Yes..\It's a pity that Chiaki won't be here as well\In use by S-Ok! Do not take a peek inside!!\As I thought, you are worried...about S-Oke\Nope...not particularly\What about giving them some advice?\Surely they miss you, Chiaki, don't they?\Alright! We can't lose to A-Oke!! response:	Overthrow A-Oke!! Overthrow Chiaki!!
context: It's a pity that Chiaki won't be here as well\In use by S-Ok! Do not take a peek inside!!\As I thought, you are worried...about S-Oke\Nope...not particularly\What about giving them some advice?\Surely they miss you, Chiaki, don't they?\Alright! We can't lose to A-Oke!!\Overthrow A-Oke!! Overthrow Chiaki!! response:	They're all livening up, aren't they?
context: In use by S-Ok! Do not take a peek inside!!\As I thought, you are worried...about S-Oke\Nope...not particularly\What about giving them some advice?\Surely they miss you, Chiaki, don't they?\Alright! We can't lose to A-Oke!!\Overthrow A-Oke!! Overthrow Chiaki!!\They're all livening up, aren't they? response:	School Festival's Special Performance A Orchestra World Maestro Stresemann conducting Rachmaninoff Piano Concerto No 2
context: As I thought, you are worried...about S-Oke\Nope...not particularly\What about giving them some advice?\Surely they miss you, Chiaki, don't they?\Alright! We can't lose to A-Oke!!\Overthrow A-Oke!! Overthrow Chiaki!!\They're all livening up, aren't they?\School Festival's Special Performance A Orchestra World Maestro Stresemann conducting Rachmaninoff Piano Concerto No 2 response:	Hello, it's Momogaoka Music Academy
context: Nope...not particularly\What about giving them some advice?\Surely they miss you, Chiaki, don't they?\Alright! We can't lose to A-Oke!!\Overthrow A-Oke!! Overthrow Chiaki!!\They're all livening up, aren't they?\School Festival's Special Performance A Orchestra World Maestro Stresemann conducting Rachmaninoff Piano Concerto No 2\Hello, it's Momogaoka Music Academy response:	Huh? Chiaki Shinichi?
