context: The Nine Olde Witches sealed the Grand Triskelion within Arcturus Forest. response:	Only the seven Words and the staff of seven stars can break the seal.
context: As I was cleaning, your classmates came by in a rush, looking for you.\I-I see. Thank you for telling me.\Goodbye.\Thank you again.\Just give me a break... huh?\Whoa...\Is this Diana's... diary?\No, stop! I definitely can't look at this! response:	Diana?
context: I-I see. Thank you for telling me.\Goodbye.\Thank you again.\Just give me a break... huh?\Whoa...\Is this Diana's... diary?\No, stop! I definitely can't look at this!\Diana? response:	Y-Yes?!
context: Goodbye.\Thank you again.\Just give me a break... huh?\Whoa...\Is this Diana's... diary?\No, stop! I definitely can't look at this!\Diana?\Y-Yes?! response:	I could hear her voice.
context: Thank you again.\Just give me a break... huh?\Whoa...\Is this Diana's... diary?\No, stop! I definitely can't look at this!\Diana?\Y-Yes?!\I could hear her voice. response:	She must be back!
context: Just give me a break... huh?\Whoa...\Is this Diana's... diary?\No, stop! I definitely can't look at this!\Diana?\Y-Yes?!\I could hear her voice.\She must be back! response:	We're coming in.
context: Whoa...\Is this Diana's... diary?\No, stop! I definitely can't look at this!\Diana?\Y-Yes?!\I could hear her voice.\She must be back!\We're coming in. response:	Diana.
context: Is this Diana's... diary?\No, stop! I definitely can't look at this!\Diana?\Y-Yes?!\I could hear her voice.\She must be back!\We're coming in.\Diana. response:	We need your help.
context: No, stop! I definitely can't look at this!\Diana?\Y-Yes?!\I could hear her voice.\She must be back!\We're coming in.\Diana.\We need your help. response:	And how can I be of service?
context: Diana?\Y-Yes?!\I could hear her voice.\She must be back!\We're coming in.\Diana.\We need your help.\And how can I be of service? response:	We managed to get the statue of Great Witch Jennifer out here, but Professor told us to change her pose.
context: Y-Yes?!\I could hear her voice.\She must be back!\We're coming in.\Diana.\We need your help.\And how can I be of service?\We managed to get the statue of Great Witch Jennifer out here, but Professor told us to change her pose. response:	We want to use life-breathing magic on it, but it's too hard for us.
context: I could hear her voice.\She must be back!\We're coming in.\Diana.\We need your help.\And how can I be of service?\We managed to get the statue of Great Witch Jennifer out here, but Professor told us to change her pose.\We want to use life-breathing magic on it, but it's too hard for us. response:	You're our only hope.
context: She must be back!\We're coming in.\Diana.\We need your help.\And how can I be of service?\We managed to get the statue of Great Witch Jennifer out here, but Professor told us to change her pose.\We want to use life-breathing magic on it, but it's too hard for us.\You're our only hope. response:	L-Leave all your hopes in these capable hands of mine!
context: We're coming in.\Diana.\We need your help.\And how can I be of service?\We managed to get the statue of Great Witch Jennifer out here, but Professor told us to change her pose.\We want to use life-breathing magic on it, but it's too hard for us.\You're our only hope.\L-Leave all your hopes in these capable hands of mine! response:	Th-There is not a thing that I cannot possibly do!
context: Diana.\We need your help.\And how can I be of service?\We managed to get the statue of Great Witch Jennifer out here, but Professor told us to change her pose.\We want to use life-breathing magic on it, but it's too hard for us.\You're our only hope.\L-Leave all your hopes in these capable hands of mine!\Th-There is not a thing that I cannot possibly do! response:	Thanks, Diana!
context: We need your help.\And how can I be of service?\We managed to get the statue of Great Witch Jennifer out here, but Professor told us to change her pose.\We want to use life-breathing magic on it, but it's too hard for us.\You're our only hope.\L-Leave all your hopes in these capable hands of mine!\Th-There is not a thing that I cannot possibly do!\Thanks, Diana! response:	Stand back, everyone!
context: And how can I be of service?\We managed to get the statue of Great Witch Jennifer out here, but Professor told us to change her pose.\We want to use life-breathing magic on it, but it's too hard for us.\You're our only hope.\L-Leave all your hopes in these capable hands of mine!\Th-There is not a thing that I cannot possibly do!\Thanks, Diana!\Stand back, everyone! response:	I-I can make this work! I've been practicing metamorphosis magic every day!
context: We managed to get the statue of Great Witch Jennifer out here, but Professor told us to change her pose.\We want to use life-breathing magic on it, but it's too hard for us.\You're our only hope.\L-Leave all your hopes in these capable hands of mine!\Th-There is not a thing that I cannot possibly do!\Thanks, Diana!\Stand back, everyone!\I-I can make this work! I've been practicing metamorphosis magic every day! response:	Th-This is nothing.
context: We want to use life-breathing magic on it, but it's too hard for us.\You're our only hope.\L-Leave all your hopes in these capable hands of mine!\Th-There is not a thing that I cannot possibly do!\Thanks, Diana!\Stand back, everyone!\I-I can make this work! I've been practicing metamorphosis magic every day!\Th-This is nothing. response:	Ansolew Aroae!
context: You're our only hope.\L-Leave all your hopes in these capable hands of mine!\Th-There is not a thing that I cannot possibly do!\Thanks, Diana!\Stand back, everyone!\I-I can make this work! I've been practicing metamorphosis magic every day!\Th-This is nothing.\Ansolew Aroae! response:	Ansolew Aroae! Ansolew Aroae!
context: L-Leave all your hopes in these capable hands of mine!\Th-There is not a thing that I cannot possibly do!\Thanks, Diana!\Stand back, everyone!\I-I can make this work! I've been practicing metamorphosis magic every day!\Th-This is nothing.\Ansolew Aroae!\Ansolew Aroae! Ansolew Aroae! response:	What's wrong with Diana?
context: Th-There is not a thing that I cannot possibly do!\Thanks, Diana!\Stand back, everyone!\I-I can make this work! I've been practicing metamorphosis magic every day!\Th-This is nothing.\Ansolew Aroae!\Ansolew Aroae! Ansolew Aroae!\What's wrong with Diana? response:	Maybe she's having a bad day.
context: Thanks, Diana!\Stand back, everyone!\I-I can make this work! I've been practicing metamorphosis magic every day!\Th-This is nothing.\Ansolew Aroae!\Ansolew Aroae! Ansolew Aroae!\What's wrong with Diana?\Maybe she's having a bad day. response:	Isn't that the wrong spell?
context: Stand back, everyone!\I-I can make this work! I've been practicing metamorphosis magic every day!\Th-This is nothing.\Ansolew Aroae!\Ansolew Aroae! Ansolew Aroae!\What's wrong with Diana?\Maybe she's having a bad day.\Isn't that the wrong spell? response:	Um...
context: I-I can make this work! I've been practicing metamorphosis magic every day!\Th-This is nothing.\Ansolew Aroae!\Ansolew Aroae! Ansolew Aroae!\What's wrong with Diana?\Maybe she's having a bad day.\Isn't that the wrong spell?\Um... response:	Ansolew Airo!
context: Th-This is nothing.\Ansolew Aroae!\Ansolew Aroae! Ansolew Aroae!\What's wrong with Diana?\Maybe she's having a bad day.\Isn't that the wrong spell?\Um...\Ansolew Airo! response:	Akko?!
context: Ansolew Aroae!\Ansolew Aroae! Ansolew Aroae!\What's wrong with Diana?\Maybe she's having a bad day.\Isn't that the wrong spell?\Um...\Ansolew Airo!\Akko?! response:	H-Huh? I'm back?
context: Ansolew Aroae! Ansolew Aroae!\What's wrong with Diana?\Maybe she's having a bad day.\Isn't that the wrong spell?\Um...\Ansolew Airo!\Akko?!\H-Huh? I'm back? response:	Th-There's a very good reason behind this...
context: What's wrong with Diana?\Maybe she's having a bad day.\Isn't that the wrong spell?\Um...\Ansolew Airo!\Akko?!\H-Huh? I'm back?\Th-There's a very good reason behind this... response:	This was the work of the mirror, I presume. It's easy to imagine.
