context: This is LAN Xi. response:	The big city where I grew up.
context: Be careful.\Miss, it's not necessary to accompany us.\It's the first time Jin Xuen brings some friends home.\This boy, ever since he was a kid, is so sensible.\But being that sensible makes me worry more.\It means that I was not that good at raising him.\I hope it won't matter where he's going.\He can have friends like you accompanying him. response:	Don't worry, we will accompany him forever.
context: Miss, it's not necessary to accompany us.\It's the first time Jin Xuen brings some friends home.\This boy, ever since he was a kid, is so sensible.\But being that sensible makes me worry more.\It means that I was not that good at raising him.\I hope it won't matter where he's going.\He can have friends like you accompanying him.\Don't worry, we will accompany him forever. response:	We were young...
context: It's the first time Jin Xuen brings some friends home.\This boy, ever since he was a kid, is so sensible.\But being that sensible makes me worry more.\It means that I was not that good at raising him.\I hope it won't matter where he's going.\He can have friends like you accompanying him.\Don't worry, we will accompany him forever.\We were young... response:	We thought that if we said forever,
context: This boy, ever since he was a kid, is so sensible.\But being that sensible makes me worry more.\It means that I was not that good at raising him.\I hope it won't matter where he's going.\He can have friends like you accompanying him.\Don't worry, we will accompany him forever.\We were young...\We thought that if we said forever, response:	then it will be like that.
context: But being that sensible makes me worry more.\It means that I was not that good at raising him.\I hope it won't matter where he's going.\He can have friends like you accompanying him.\Don't worry, we will accompany him forever.\We were young...\We thought that if we said forever,\then it will be like that. response:	As if when we say'see you',
context: It means that I was not that good at raising him.\I hope it won't matter where he's going.\He can have friends like you accompanying him.\Don't worry, we will accompany him forever.\We were young...\We thought that if we said forever,\then it will be like that.\As if when we say'see you', response:	we would see each other again.
context: I hope it won't matter where he's going.\He can have friends like you accompanying him.\Don't worry, we will accompany him forever.\We were young...\We thought that if we said forever,\then it will be like that.\As if when we say'see you',\we would see each other again. response:	Hey, shall we go?
context: He can have friends like you accompanying him.\Don't worry, we will accompany him forever.\We were young...\We thought that if we said forever,\then it will be like that.\As if when we say'see you',\we would see each other again.\Hey, shall we go? response:	I'm coming.
context: Don't worry, we will accompany him forever.\We were young...\We thought that if we said forever,\then it will be like that.\As if when we say'see you',\we would see each other again.\Hey, shall we go?\I'm coming. response:	Where did you come from? You scared me!
context: We were young...\We thought that if we said forever,\then it will be like that.\As if when we say'see you',\we would see each other again.\Hey, shall we go?\I'm coming.\Where did you come from? You scared me! response:	Hey wait!
context: We thought that if we said forever,\then it will be like that.\As if when we say'see you',\we would see each other again.\Hey, shall we go?\I'm coming.\Where did you come from? You scared me!\Hey wait! response:	Why did you put it in?
context: then it will be like that.\As if when we say'see you',\we would see each other again.\Hey, shall we go?\I'm coming.\Where did you come from? You scared me!\Hey wait!\Why did you put it in? response:	I'm done.
context: As if when we say'see you',\we would see each other again.\Hey, shall we go?\I'm coming.\Where did you come from? You scared me!\Hey wait!\Why did you put it in?\I'm done. response:	What will happen if she sees it?
context: we would see each other again.\Hey, shall we go?\I'm coming.\Where did you come from? You scared me!\Hey wait!\Why did you put it in?\I'm done.\What will happen if she sees it? response:	What's the matter?
context: Hey, shall we go?\I'm coming.\Where did you come from? You scared me!\Hey wait!\Why did you put it in?\I'm done.\What will happen if she sees it?\What's the matter? response:	Surely she will see it.
context: I'm coming.\Where did you come from? You scared me!\Hey wait!\Why did you put it in?\I'm done.\What will happen if she sees it?\What's the matter?\Surely she will see it. response:	Shit! Shit!
context: Where did you come from? You scared me!\Hey wait!\Why did you put it in?\I'm done.\What will happen if she sees it?\What's the matter?\Surely she will see it.\Shit! Shit! response:	Then help me open it.
context: Hey wait!\Why did you put it in?\I'm done.\What will happen if she sees it?\What's the matter?\Surely she will see it.\Shit! Shit!\Then help me open it. response:	I beg you.
context: Why did you put it in?\I'm done.\What will happen if she sees it?\What's the matter?\Surely she will see it.\Shit! Shit!\Then help me open it.\I beg you. response:	Don't be so direct with everything, ok?
context: I'm done.\What will happen if she sees it?\What's the matter?\Surely she will see it.\Shit! Shit!\Then help me open it.\I beg you.\Don't be so direct with everything, ok? response:	Then pray that she accepts you.
context: What will happen if she sees it?\What's the matter?\Surely she will see it.\Shit! Shit!\Then help me open it.\I beg you.\Don't be so direct with everything, ok?\Then pray that she accepts you. response:	Pr... pray?
context: What's the matter?\Surely she will see it.\Shit! Shit!\Then help me open it.\I beg you.\Don't be so direct with everything, ok?\Then pray that she accepts you.\Pr... pray? response:	Don't you have a more normal way?
context: Surely she will see it.\Shit! Shit!\Then help me open it.\I beg you.\Don't be so direct with everything, ok?\Then pray that she accepts you.\Pr... pray?\Don't you have a more normal way? response:	Let's go.
context: Shit! Shit!\Then help me open it.\I beg you.\Don't be so direct with everything, ok?\Then pray that she accepts you.\Pr... pray?\Don't you have a more normal way?\Let's go. response:	Don't go!
context: Then help me open it.\I beg you.\Don't be so direct with everything, ok?\Then pray that she accepts you.\Pr... pray?\Don't you have a more normal way?\Let's go.\Don't go! response:	You just kill and don't clean up?
context: I beg you.\Don't be so direct with everything, ok?\Then pray that she accepts you.\Pr... pray?\Don't you have a more normal way?\Let's go.\Don't go!\You just kill and don't clean up? response:	Pay attention.
context: Don't be so direct with everything, ok?\Then pray that she accepts you.\Pr... pray?\Don't you have a more normal way?\Let's go.\Don't go!\You just kill and don't clean up?\Pay attention. response:	A team of education inspectors are about to arrive.
context: Then pray that she accepts you.\Pr... pray?\Don't you have a more normal way?\Let's go.\Don't go!\You just kill and don't clean up?\Pay attention.\A team of education inspectors are about to arrive. response:	Please make your preparations
context: Pr... pray?\Don't you have a more normal way?\Let's go.\Don't go!\You just kill and don't clean up?\Pay attention.\A team of education inspectors are about to arrive.\Please make your preparations response:	and put your best behavior to greet the inspectors
context: Don't you have a more normal way?\Let's go.\Don't go!\You just kill and don't clean up?\Pay attention.\A team of education inspectors are about to arrive.\Please make your preparations\and put your best behavior to greet the inspectors response:	for our school's honor.
context: Let's go.\Don't go!\You just kill and don't clean up?\Pay attention.\A team of education inspectors are about to arrive.\Please make your preparations\and put your best behavior to greet the inspectors\for our school's honor. response:	They are coming.
context: Don't go!\You just kill and don't clean up?\Pay attention.\A team of education inspectors are about to arrive.\Please make your preparations\and put your best behavior to greet the inspectors\for our school's honor.\They are coming. response:	Still not here yet? Try to act more normal.
context: You just kill and don't clean up?\Pay attention.\A team of education inspectors are about to arrive.\Please make your preparations\and put your best behavior to greet the inspectors\for our school's honor.\They are coming.\Still not here yet? Try to act more normal. response:	Good teacher Chen.
context: Pay attention.\A team of education inspectors are about to arrive.\Please make your preparations\and put your best behavior to greet the inspectors\for our school's honor.\They are coming.\Still not here yet? Try to act more normal.\Good teacher Chen. response:	Hey, let me tell you...
context: A team of education inspectors are about to arrive.\Please make your preparations\and put your best behavior to greet the inspectors\for our school's honor.\They are coming.\Still not here yet? Try to act more normal.\Good teacher Chen.\Hey, let me tell you... response:	What is this?
context: Please make your preparations\and put your best behavior to greet the inspectors\for our school's honor.\They are coming.\Still not here yet? Try to act more normal.\Good teacher Chen.\Hey, let me tell you...\What is this? response:	Yao Zhe Tian's mother came to look for old Chen.
context: and put your best behavior to greet the inspectors\for our school's honor.\They are coming.\Still not here yet? Try to act more normal.\Good teacher Chen.\Hey, let me tell you...\What is this?\Yao Zhe Tian's mother came to look for old Chen. response:	Come come.
context: for our school's honor.\They are coming.\Still not here yet? Try to act more normal.\Good teacher Chen.\Hey, let me tell you...\What is this?\Yao Zhe Tian's mother came to look for old Chen.\Come come. response:	Director Qi.
context: They are coming.\Still not here yet? Try to act more normal.\Good teacher Chen.\Hey, let me tell you...\What is this?\Yao Zhe Tian's mother came to look for old Chen.\Come come.\Director Qi. response:	Over here, over here.
context: Still not here yet? Try to act more normal.\Good teacher Chen.\Hey, let me tell you...\What is this?\Yao Zhe Tian's mother came to look for old Chen.\Come come.\Director Qi.\Over here, over here. response:	We already obtained the paper to add points.
context: Good teacher Chen.\Hey, let me tell you...\What is this?\Yao Zhe Tian's mother came to look for old Chen.\Come come.\Director Qi.\Over here, over here.\We already obtained the paper to add points. response:	Lately Yao Zhe Tian's notes are not stable.
