context: /** TS by scol **/ response:	PHONE TEXT HERE
context: No way...\Having gotten too close to the truth, Hayato was taken prisoner.\A resistance organization calling themselves Missing rescued people like him.\Then, you guys too?\Yes, we're Other Earthlings.\In order for them to send in investigators, they take us clones captive.\Then when the investigators return, our memories are erased and we're sent back again.\But if the investigators get into some sort of trouble and end up dead, response:	we lose our means of getting home and have no choice but to live here.
context: Having gotten too close to the truth, Hayato was taken prisoner.\A resistance organization calling themselves Missing rescued people like him.\Then, you guys too?\Yes, we're Other Earthlings.\In order for them to send in investigators, they take us clones captive.\Then when the investigators return, our memories are erased and we're sent back again.\But if the investigators get into some sort of trouble and end up dead,\we lose our means of getting home and have no choice but to live here. response:	In this goddamn annoying utopia.
context: A resistance organization calling themselves Missing rescued people like him.\Then, you guys too?\Yes, we're Other Earthlings.\In order for them to send in investigators, they take us clones captive.\Then when the investigators return, our memories are erased and we're sent back again.\But if the investigators get into some sort of trouble and end up dead,\we lose our means of getting home and have no choice but to live here.\In this goddamn annoying utopia. response:	If it's a way home you need, I have one!
context: Then, you guys too?\Yes, we're Other Earthlings.\In order for them to send in investigators, they take us clones captive.\Then when the investigators return, our memories are erased and we're sent back again.\But if the investigators get into some sort of trouble and end up dead,\we lose our means of getting home and have no choice but to live here.\In this goddamn annoying utopia.\If it's a way home you need, I have one! response:	Having returned to the Other Earth, Hayato reported the truth to the populace.
context: Yes, we're Other Earthlings.\In order for them to send in investigators, they take us clones captive.\Then when the investigators return, our memories are erased and we're sent back again.\But if the investigators get into some sort of trouble and end up dead,\we lose our means of getting home and have no choice but to live here.\In this goddamn annoying utopia.\If it's a way home you need, I have one!\Having returned to the Other Earth, Hayato reported the truth to the populace. response:	Now, it's time to let them know that we are not their puppets to be manipulated!
context: In order for them to send in investigators, they take us clones captive.\Then when the investigators return, our memories are erased and we're sent back again.\But if the investigators get into some sort of trouble and end up dead,\we lose our means of getting home and have no choice but to live here.\In this goddamn annoying utopia.\If it's a way home you need, I have one!\Having returned to the Other Earth, Hayato reported the truth to the populace.\Now, it's time to let them know that we are not their puppets to be manipulated! response:	Then, the counterattack of the Other Earthlings began.
context: Then when the investigators return, our memories are erased and we're sent back again.\But if the investigators get into some sort of trouble and end up dead,\we lose our means of getting home and have no choice but to live here.\In this goddamn annoying utopia.\If it's a way home you need, I have one!\Having returned to the Other Earth, Hayato reported the truth to the populace.\Now, it's time to let them know that we are not their puppets to be manipulated!\Then, the counterattack of the Other Earthlings began. response:	Hey, hey.
context: But if the investigators get into some sort of trouble and end up dead,\we lose our means of getting home and have no choice but to live here.\In this goddamn annoying utopia.\If it's a way home you need, I have one!\Having returned to the Other Earth, Hayato reported the truth to the populace.\Now, it's time to let them know that we are not their puppets to be manipulated!\Then, the counterattack of the Other Earthlings began.\Hey, hey. response:	Can you really shoot me?
context: we lose our means of getting home and have no choice but to live here.\In this goddamn annoying utopia.\If it's a way home you need, I have one!\Having returned to the Other Earth, Hayato reported the truth to the populace.\Now, it's time to let them know that we are not their puppets to be manipulated!\Then, the counterattack of the Other Earthlings began.\Hey, hey.\Can you really shoot me? response:	Your original?
context: In this goddamn annoying utopia.\If it's a way home you need, I have one!\Having returned to the Other Earth, Hayato reported the truth to the populace.\Now, it's time to let them know that we are not their puppets to be manipulated!\Then, the counterattack of the Other Earthlings began.\Hey, hey.\Can you really shoot me?\Your original? response:	We are not test subject for your experiments!
context: If it's a way home you need, I have one!\Having returned to the Other Earth, Hayato reported the truth to the populace.\Now, it's time to let them know that we are not their puppets to be manipulated!\Then, the counterattack of the Other Earthlings began.\Hey, hey.\Can you really shoot me?\Your original?\We are not test subject for your experiments! response:	Eat this!
context: Having returned to the Other Earth, Hayato reported the truth to the populace.\Now, it's time to let them know that we are not their puppets to be manipulated!\Then, the counterattack of the Other Earthlings began.\Hey, hey.\Can you really shoot me?\Your original?\We are not test subject for your experiments!\Eat this! response:	I knew it, you guys are...
context: Now, it's time to let them know that we are not their puppets to be manipulated!\Then, the counterattack of the Other Earthlings began.\Hey, hey.\Can you really shoot me?\Your original?\We are not test subject for your experiments!\Eat this!\I knew it, you guys are... response:	beasts...
context: Then, the counterattack of the Other Earthlings began.\Hey, hey.\Can you really shoot me?\Your original?\We are not test subject for your experiments!\Eat this!\I knew it, you guys are...\beasts... response:	The Real Earthlings surrendered.
context: Hey, hey.\Can you really shoot me?\Your original?\We are not test subject for your experiments!\Eat this!\I knew it, you guys are...\beasts...\The Real Earthlings surrendered. response:	But that was the conclusion that they had reached after many years of observation.
context: Can you really shoot me?\Your original?\We are not test subject for your experiments!\Eat this!\I knew it, you guys are...\beasts...\The Real Earthlings surrendered.\But that was the conclusion that they had reached after many years of observation. response:	That is, that the Other Earthlings were foolish savages.
