context: That's because I was too silly. response:	I thought that I shouldn't be too concerned about his past.
context: Don't hold me back!\Come with me.\Greetings to High God.\Ye Hua...\Do you know that the pain I endured 300 years ago\ached as if it were just yesterday?\Whatever theory or reason it was you had for doing what you did\to protect my mortal self response:	I couldn't care less and I don't care about it.
context: Come with me.\Greetings to High God.\Ye Hua...\Do you know that the pain I endured 300 years ago\ached as if it were just yesterday?\Whatever theory or reason it was you had for doing what you did\to protect my mortal self\I couldn't care less and I don't care about it. response:	All I remember is the numerous lonely nights
context: Greetings to High God.\Ye Hua...\Do you know that the pain I endured 300 years ago\ached as if it were just yesterday?\Whatever theory or reason it was you had for doing what you did\to protect my mortal self\I couldn't care less and I don't care about it.\All I remember is the numerous lonely nights response:	I spent in the Hall of Beautiful Youth
context: Ye Hua...\Do you know that the pain I endured 300 years ago\ached as if it were just yesterday?\Whatever theory or reason it was you had for doing what you did\to protect my mortal self\I couldn't care less and I don't care about it.\All I remember is the numerous lonely nights\I spent in the Hall of Beautiful Youth response:	while my last glimmer of hope slowly died away...
context: Do you know that the pain I endured 300 years ago\ached as if it were just yesterday?\Whatever theory or reason it was you had for doing what you did\to protect my mortal self\I couldn't care less and I don't care about it.\All I remember is the numerous lonely nights\I spent in the Hall of Beautiful Youth\while my last glimmer of hope slowly died away... response:	Ye Hua...
context: ached as if it were just yesterday?\Whatever theory or reason it was you had for doing what you did\to protect my mortal self\I couldn't care less and I don't care about it.\All I remember is the numerous lonely nights\I spent in the Hall of Beautiful Youth\while my last glimmer of hope slowly died away...\Ye Hua... response:	How could I still marry you?
context: Whatever theory or reason it was you had for doing what you did\to protect my mortal self\I couldn't care less and I don't care about it.\All I remember is the numerous lonely nights\I spent in the Hall of Beautiful Youth\while my last glimmer of hope slowly died away...\Ye Hua...\How could I still marry you? response:	I heard you finished all the wine that Bai Zhen stashed away in the cellar.
context: to protect my mortal self\I couldn't care less and I don't care about it.\All I remember is the numerous lonely nights\I spent in the Hall of Beautiful Youth\while my last glimmer of hope slowly died away...\Ye Hua...\How could I still marry you?\I heard you finished all the wine that Bai Zhen stashed away in the cellar. response:	You're not here to ask me for more wine, are you?
context: I couldn't care less and I don't care about it.\All I remember is the numerous lonely nights\I spent in the Hall of Beautiful Youth\while my last glimmer of hope slowly died away...\Ye Hua...\How could I still marry you?\I heard you finished all the wine that Bai Zhen stashed away in the cellar.\You're not here to ask me for more wine, are you? response:	You still managed to get this pair of eyes back after 300 years.
context: All I remember is the numerous lonely nights\I spent in the Hall of Beautiful Youth\while my last glimmer of hope slowly died away...\Ye Hua...\How could I still marry you?\I heard you finished all the wine that Bai Zhen stashed away in the cellar.\You're not here to ask me for more wine, are you?\You still managed to get this pair of eyes back after 300 years. response:	That's quite a miracle.
context: I spent in the Hall of Beautiful Youth\while my last glimmer of hope slowly died away...\Ye Hua...\How could I still marry you?\I heard you finished all the wine that Bai Zhen stashed away in the cellar.\You're not here to ask me for more wine, are you?\You still managed to get this pair of eyes back after 300 years.\That's quite a miracle. response:	It's an even greater miracle that you could still recall
context: while my last glimmer of hope slowly died away...\Ye Hua...\How could I still marry you?\I heard you finished all the wine that Bai Zhen stashed away in the cellar.\You're not here to ask me for more wine, are you?\You still managed to get this pair of eyes back after 300 years.\That's quite a miracle.\It's an even greater miracle that you could still recall response:	your past after taking my amnesia potion.
context: Ye Hua...\How could I still marry you?\I heard you finished all the wine that Bai Zhen stashed away in the cellar.\You're not here to ask me for more wine, are you?\You still managed to get this pair of eyes back after 300 years.\That's quite a miracle.\It's an even greater miracle that you could still recall\your past after taking my amnesia potion. response:	Once eyes are taken from an immortal's body
context: How could I still marry you?\I heard you finished all the wine that Bai Zhen stashed away in the cellar.\You're not here to ask me for more wine, are you?\You still managed to get this pair of eyes back after 300 years.\That's quite a miracle.\It's an even greater miracle that you could still recall\your past after taking my amnesia potion.\Once eyes are taken from an immortal's body response:	they have to be used within 49 days or they will expire, right?
context: I heard you finished all the wine that Bai Zhen stashed away in the cellar.\You're not here to ask me for more wine, are you?\You still managed to get this pair of eyes back after 300 years.\That's quite a miracle.\It's an even greater miracle that you could still recall\your past after taking my amnesia potion.\Once eyes are taken from an immortal's body\they have to be used within 49 days or they will expire, right? response:	I thought that your eyes were gone.
context: You're not here to ask me for more wine, are you?\You still managed to get this pair of eyes back after 300 years.\That's quite a miracle.\It's an even greater miracle that you could still recall\your past after taking my amnesia potion.\Once eyes are taken from an immortal's body\they have to be used within 49 days or they will expire, right?\I thought that your eyes were gone. response:	Who knew that they had been planted into someone's sockets?
context: You still managed to get this pair of eyes back after 300 years.\That's quite a miracle.\It's an even greater miracle that you could still recall\your past after taking my amnesia potion.\Once eyes are taken from an immortal's body\they have to be used within 49 days or they will expire, right?\I thought that your eyes were gone.\Who knew that they had been planted into someone's sockets? response:	You've even brought them back now.
context: That's quite a miracle.\It's an even greater miracle that you could still recall\your past after taking my amnesia potion.\Once eyes are taken from an immortal's body\they have to be used within 49 days or they will expire, right?\I thought that your eyes were gone.\Who knew that they had been planted into someone's sockets?\You've even brought them back now. response:	Put my eyes back for me.
context: It's an even greater miracle that you could still recall\your past after taking my amnesia potion.\Once eyes are taken from an immortal's body\they have to be used within 49 days or they will expire, right?\I thought that your eyes were gone.\Who knew that they had been planted into someone's sockets?\You've even brought them back now.\Put my eyes back for me. response:	That's not a problem. First, I have to cleanse the foul aura off.
context: your past after taking my amnesia potion.\Once eyes are taken from an immortal's body\they have to be used within 49 days or they will expire, right?\I thought that your eyes were gone.\Who knew that they had been planted into someone's sockets?\You've even brought them back now.\Put my eyes back for me.\That's not a problem. First, I have to cleanse the foul aura off. response:	Then I can put them back for you.
context: Once eyes are taken from an immortal's body\they have to be used within 49 days or they will expire, right?\I thought that your eyes were gone.\Who knew that they had been planted into someone's sockets?\You've even brought them back now.\Put my eyes back for me.\That's not a problem. First, I have to cleanse the foul aura off.\Then I can put them back for you. response:	There's no rush.
context: they have to be used within 49 days or they will expire, right?\I thought that your eyes were gone.\Who knew that they had been planted into someone's sockets?\You've even brought them back now.\Put my eyes back for me.\That's not a problem. First, I have to cleanse the foul aura off.\Then I can put them back for you.\There's no rush. response:	Qian Qian, you still haven't told me who took your eyes from you.
context: I thought that your eyes were gone.\Who knew that they had been planted into someone's sockets?\You've even brought them back now.\Put my eyes back for me.\That's not a problem. First, I have to cleanse the foul aura off.\Then I can put them back for you.\There's no rush.\Qian Qian, you still haven't told me who took your eyes from you. response:	It was just a relationship trial.
context: Who knew that they had been planted into someone's sockets?\You've even brought them back now.\Put my eyes back for me.\That's not a problem. First, I have to cleanse the foul aura off.\Then I can put them back for you.\There's no rush.\Qian Qian, you still haven't told me who took your eyes from you.\It was just a relationship trial. response:	It's not worth mentioning.
context: You've even brought them back now.\Put my eyes back for me.\That's not a problem. First, I have to cleanse the foul aura off.\Then I can put them back for you.\There's no rush.\Qian Qian, you still haven't told me who took your eyes from you.\It was just a relationship trial.\It's not worth mentioning. response:	Su Su...
context: Put my eyes back for me.\That's not a problem. First, I have to cleanse the foul aura off.\Then I can put them back for you.\There's no rush.\Qian Qian, you still haven't told me who took your eyes from you.\It was just a relationship trial.\It's not worth mentioning.\Su Su... response:	Master...
context: That's not a problem. First, I have to cleanse the foul aura off.\Then I can put them back for you.\There's no rush.\Qian Qian, you still haven't told me who took your eyes from you.\It was just a relationship trial.\It's not worth mentioning.\Su Su...\Master... response:	Do you know...why I named you Su Su?
