context: -HALF- response:	Insert
context: Your hands holding mine\Give me warmth I dare to trust\Finally I realized, at least I found it\The truth blurred by my tears\It's okay to be myself\You tell me, stroking my head\I look at your face as you sleep\And new feelings are born in my heart response:	Thank you for being by my side
context: Give me warmth I dare to trust\Finally I realized, at least I found it\The truth blurred by my tears\It's okay to be myself\You tell me, stroking my head\I look at your face as you sleep\And new feelings are born in my heart\Thank you for being by my side response:	The seeds of a new beginning started to sprout
context: Finally I realized, at least I found it\The truth blurred by my tears\It's okay to be myself\You tell me, stroking my head\I look at your face as you sleep\And new feelings are born in my heart\Thank you for being by my side\The seeds of a new beginning started to sprout response:	The exile... of two
context: The truth blurred by my tears\It's okay to be myself\You tell me, stroking my head\I look at your face as you sleep\And new feelings are born in my heart\Thank you for being by my side\The seeds of a new beginning started to sprout\The exile... of two response:	The exile... of two
context: It's okay to be myself\You tell me, stroking my head\I look at your face as you sleep\And new feelings are born in my heart\Thank you for being by my side\The seeds of a new beginning started to sprout\The exile... of two\The exile... of two response:	3rd period
context: You tell me, stroking my head\I look at your face as you sleep\And new feelings are born in my heart\Thank you for being by my side\The seeds of a new beginning started to sprout\The exile... of two\The exile... of two\3rd period response:	3rd period
context: I look at your face as you sleep\And new feelings are born in my heart\Thank you for being by my side\The seeds of a new beginning started to sprout\The exile... of two\The exile... of two\3rd period\3rd period response:	3rd period
context: And new feelings are born in my heart\Thank you for being by my side\The seeds of a new beginning started to sprout\The exile... of two\The exile... of two\3rd period\3rd period\3rd period response:	3rd period
context: Thank you for being by my side\The seeds of a new beginning started to sprout\The exile... of two\The exile... of two\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: The seeds of a new beginning started to sprout\The exile... of two\The exile... of two\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: The exile... of two\The exile... of two\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: The exile... of two\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
context: 3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period\3rd period response:	3rd period
