context: Complaint and Roar response:	yume kanaeru made chousen wa tsuzuku
context: After the party today, I'll take her home in my German car!\Which one of you is Niizuma?\It's me!\HOW DO YOU DO?!\I'm looking forward to working together.\Me too.\What is this meeting regarding?\Well, it's a gathering where we share opinions on each other's manga, and stuff... response:	Sharing opinions?
context: Which one of you is Niizuma?\It's me!\HOW DO YOU DO?!\I'm looking forward to working together.\Me too.\What is this meeting regarding?\Well, it's a gathering where we share opinions on each other's manga, and stuff...\Sharing opinions? response:	Yeah.
context: It's me!\HOW DO YOU DO?!\I'm looking forward to working together.\Me too.\What is this meeting regarding?\Well, it's a gathering where we share opinions on each other's manga, and stuff...\Sharing opinions?\Yeah. response:	I even looked at Aoki's storyboard for her.
context: HOW DO YOU DO?!\I'm looking forward to working together.\Me too.\What is this meeting regarding?\Well, it's a gathering where we share opinions on each other's manga, and stuff...\Sharing opinions?\Yeah.\I even looked at Aoki's storyboard for her. response:	Is this true, Aoki?
context: I'm looking forward to working together.\Me too.\What is this meeting regarding?\Well, it's a gathering where we share opinions on each other's manga, and stuff...\Sharing opinions?\Yeah.\I even looked at Aoki's storyboard for her.\Is this true, Aoki? response:	Yes.
context: Me too.\What is this meeting regarding?\Well, it's a gathering where we share opinions on each other's manga, and stuff...\Sharing opinions?\Yeah.\I even looked at Aoki's storyboard for her.\Is this true, Aoki?\Yes. response:	Do you have no pride?
context: What is this meeting regarding?\Well, it's a gathering where we share opinions on each other's manga, and stuff...\Sharing opinions?\Yeah.\I even looked at Aoki's storyboard for her.\Is this true, Aoki?\Yes.\Do you have no pride? response:	I have confidence in my work!
context: Well, it's a gathering where we share opinions on each other's manga, and stuff...\Sharing opinions?\Yeah.\I even looked at Aoki's storyboard for her.\Is this true, Aoki?\Yes.\Do you have no pride?\I have confidence in my work! response:	I would never accept opinions of other authors!
context: Sharing opinions?\Yeah.\I even looked at Aoki's storyboard for her.\Is this true, Aoki?\Yes.\Do you have no pride?\I have confidence in my work!\I would never accept opinions of other authors! response:	I will excuse myself.
context: Yeah.\I even looked at Aoki's storyboard for her.\Is this true, Aoki?\Yes.\Do you have no pride?\I have confidence in my work!\I would never accept opinions of other authors!\I will excuse myself. response:	Niizuma, I leave the art to you.
context: I even looked at Aoki's storyboard for her.\Is this true, Aoki?\Yes.\Do you have no pride?\I have confidence in my work!\I would never accept opinions of other authors!\I will excuse myself.\Niizuma, I leave the art to you. response:	Roger!
context: Is this true, Aoki?\Yes.\Do you have no pride?\I have confidence in my work!\I would never accept opinions of other authors!\I will excuse myself.\Niizuma, I leave the art to you.\Roger! response:	I was kind of expecting things to turn out like this.
context: Yes.\Do you have no pride?\I have confidence in my work!\I would never accept opinions of other authors!\I will excuse myself.\Niizuma, I leave the art to you.\Roger!\I was kind of expecting things to turn out like this. response:	She's just like Aoki was two years ago!
context: Do you have no pride?\I have confidence in my work!\I would never accept opinions of other authors!\I will excuse myself.\Niizuma, I leave the art to you.\Roger!\I was kind of expecting things to turn out like this.\She's just like Aoki was two years ago! response:	True that.
context: I have confidence in my work!\I would never accept opinions of other authors!\I will excuse myself.\Niizuma, I leave the art to you.\Roger!\I was kind of expecting things to turn out like this.\She's just like Aoki was two years ago!\True that. response:	I was like that?
context: I would never accept opinions of other authors!\I will excuse myself.\Niizuma, I leave the art to you.\Roger!\I was kind of expecting things to turn out like this.\She's just like Aoki was two years ago!\True that.\I was like that? response:	Well then, let's have a toast!
context: I will excuse myself.\Niizuma, I leave the art to you.\Roger!\I was kind of expecting things to turn out like this.\She's just like Aoki was two years ago!\True that.\I was like that?\Well then, let's have a toast! response:	And then I'll take Aoki home...
context: Niizuma, I leave the art to you.\Roger!\I was kind of expecting things to turn out like this.\She's just like Aoki was two years ago!\True that.\I was like that?\Well then, let's have a toast!\And then I'll take Aoki home... response:	Before that...
context: Roger!\I was kind of expecting things to turn out like this.\She's just like Aoki was two years ago!\True that.\I was like that?\Well then, let's have a toast!\And then I'll take Aoki home...\Before that... response:	Master Niizuma.
context: I was kind of expecting things to turn out like this.\She's just like Aoki was two years ago!\True that.\I was like that?\Well then, let's have a toast!\And then I'll take Aoki home...\Before that...\Master Niizuma. response:	Why are you doing two manga?
context: She's just like Aoki was two years ago!\True that.\I was like that?\Well then, let's have a toast!\And then I'll take Aoki home...\Before that...\Master Niizuma.\Why are you doing two manga? response:	Is it so that you have something to fall back on if one goes south?
context: True that.\I was like that?\Well then, let's have a toast!\And then I'll take Aoki home...\Before that...\Master Niizuma.\Why are you doing two manga?\Is it so that you have something to fall back on if one goes south? response:	You should devote yourself to CROW.
context: I was like that?\Well then, let's have a toast!\And then I'll take Aoki home...\Before that...\Master Niizuma.\Why are you doing two manga?\Is it so that you have something to fall back on if one goes south?\You should devote yourself to CROW. response:	Don't you all agree?
context: Well then, let's have a toast!\And then I'll take Aoki home...\Before that...\Master Niizuma.\Why are you doing two manga?\Is it so that you have something to fall back on if one goes south?\You should devote yourself to CROW.\Don't you all agree? response:	Yeah, it does seem like an author's attention would be split if he worked on two manga...
context: And then I'll take Aoki home...\Before that...\Master Niizuma.\Why are you doing two manga?\Is it so that you have something to fall back on if one goes south?\You should devote yourself to CROW.\Don't you all agree?\Yeah, it does seem like an author's attention would be split if he worked on two manga... response:	And personally, I don't want to lose to Akina Aiko, so you drawing for her is sort of...
context: Before that...\Master Niizuma.\Why are you doing two manga?\Is it so that you have something to fall back on if one goes south?\You should devote yourself to CROW.\Don't you all agree?\Yeah, it does seem like an author's attention would be split if he worked on two manga...\And personally, I don't want to lose to Akina Aiko, so you drawing for her is sort of... response:	I also don't want to lose to +NATURAL.
context: Master Niizuma.\Why are you doing two manga?\Is it so that you have something to fall back on if one goes south?\You should devote yourself to CROW.\Don't you all agree?\Yeah, it does seem like an author's attention would be split if he worked on two manga...\And personally, I don't want to lose to Akina Aiko, so you drawing for her is sort of...\I also don't want to lose to +NATURAL. response:	I am against you drawing the art, since it feels like a ploy by the editorial department.
context: Why are you doing two manga?\Is it so that you have something to fall back on if one goes south?\You should devote yourself to CROW.\Don't you all agree?\Yeah, it does seem like an author's attention would be split if he worked on two manga...\And personally, I don't want to lose to Akina Aiko, so you drawing for her is sort of...\I also don't want to lose to +NATURAL.\I am against you drawing the art, since it feels like a ploy by the editorial department. response:	Don't do two manga! It's impossible.
