context: is because the girls' skirts are... response:	Mame Souichirou, 15 years old.
context: It seems too good to be true.\Don't be stupid!\Think about it.\If Otters is canceled,\you'll only be left with debt, and this young beauty will leave you.\That's reality.\In order to love, you have to finish up your manuscripts\and steadily build up your wealth. response:	I see...
context: Don't be stupid!\Think about it.\If Otters is canceled,\you'll only be left with debt, and this young beauty will leave you.\That's reality.\In order to love, you have to finish up your manuscripts\and steadily build up your wealth.\I see... response:	Won't you let me take care of it?
context: Think about it.\If Otters is canceled,\you'll only be left with debt, and this young beauty will leave you.\That's reality.\In order to love, you have to finish up your manuscripts\and steadily build up your wealth.\I see...\Won't you let me take care of it? response:	Both your love and work schedules.
context: If Otters is canceled,\you'll only be left with debt, and this young beauty will leave you.\That's reality.\In order to love, you have to finish up your manuscripts\and steadily build up your wealth.\I see...\Won't you let me take care of it?\Both your love and work schedules. response:	Don't laugh, assistant.
context: you'll only be left with debt, and this young beauty will leave you.\That's reality.\In order to love, you have to finish up your manuscripts\and steadily build up your wealth.\I see...\Won't you let me take care of it?\Both your love and work schedules.\Don't laugh, assistant. response:	Sorry...
context: That's reality.\In order to love, you have to finish up your manuscripts\and steadily build up your wealth.\I see...\Won't you let me take care of it?\Both your love and work schedules.\Don't laugh, assistant.\Sorry... response:	Okay!
context: In order to love, you have to finish up your manuscripts\and steadily build up your wealth.\I see...\Won't you let me take care of it?\Both your love and work schedules.\Don't laugh, assistant.\Sorry...\Okay! response:	If I finish this, I'll get the picture!
context: and steadily build up your wealth.\I see...\Won't you let me take care of it?\Both your love and work schedules.\Don't laugh, assistant.\Sorry...\Okay!\If I finish this, I'll get the picture! response:	Three more, and we'll go out to eat!
context: I see...\Won't you let me take care of it?\Both your love and work schedules.\Don't laugh, assistant.\Sorry...\Okay!\If I finish this, I'll get the picture!\Three more, and we'll go out to eat! response:	This is the schedule of my love!
context: Won't you let me take care of it?\Both your love and work schedules.\Don't laugh, assistant.\Sorry...\Okay!\If I finish this, I'll get the picture!\Three more, and we'll go out to eat!\This is the schedule of my love! response:	Right. Go Hiramaru!
context: Both your love and work schedules.\Don't laugh, assistant.\Sorry...\Okay!\If I finish this, I'll get the picture!\Three more, and we'll go out to eat!\This is the schedule of my love!\Right. Go Hiramaru! response:	Your future is bright.
context: Don't laugh, assistant.\Sorry...\Okay!\If I finish this, I'll get the picture!\Three more, and we'll go out to eat!\This is the schedule of my love!\Right. Go Hiramaru!\Your future is bright. response:	Can they really get first place?
context: Sorry...\Okay!\If I finish this, I'll get the picture!\Three more, and we'll go out to eat!\This is the schedule of my love!\Right. Go Hiramaru!\Your future is bright.\Can they really get first place? response:	We won't receive the results for another month, you know.
context: Okay!\If I finish this, I'll get the picture!\Three more, and we'll go out to eat!\This is the schedule of my love!\Right. Go Hiramaru!\Your future is bright.\Can they really get first place?\We won't receive the results for another month, you know. response:	I want to get first place no matter what!
context: If I finish this, I'll get the picture!\Three more, and we'll go out to eat!\This is the schedule of my love!\Right. Go Hiramaru!\Your future is bright.\Can they really get first place?\We won't receive the results for another month, you know.\I want to get first place no matter what! response:	You're too obsessed with first place.
context: Three more, and we'll go out to eat!\This is the schedule of my love!\Right. Go Hiramaru!\Your future is bright.\Can they really get first place?\We won't receive the results for another month, you know.\I want to get first place no matter what!\You're too obsessed with first place. response:	It's a gag manga, so as long as it gets enough votes, it'll be serialized.
context: This is the schedule of my love!\Right. Go Hiramaru!\Your future is bright.\Can they really get first place?\We won't receive the results for another month, you know.\I want to get first place no matter what!\You're too obsessed with first place.\It's a gag manga, so as long as it gets enough votes, it'll be serialized. response:	Hattori.
context: Right. Go Hiramaru!\Your future is bright.\Can they really get first place?\We won't receive the results for another month, you know.\I want to get first place no matter what!\You're too obsessed with first place.\It's a gag manga, so as long as it gets enough votes, it'll be serialized.\Hattori. response:	Wanna get some coffee?
context: Your future is bright.\Can they really get first place?\We won't receive the results for another month, you know.\I want to get first place no matter what!\You're too obsessed with first place.\It's a gag manga, so as long as it gets enough votes, it'll be serialized.\Hattori.\Wanna get some coffee? response:	What do you think of Ashirogi's gag manga?
context: Can they really get first place?\We won't receive the results for another month, you know.\I want to get first place no matter what!\You're too obsessed with first place.\It's a gag manga, so as long as it gets enough votes, it'll be serialized.\Hattori.\Wanna get some coffee?\What do you think of Ashirogi's gag manga? response:	What do I think?
context: We won't receive the results for another month, you know.\I want to get first place no matter what!\You're too obsessed with first place.\It's a gag manga, so as long as it gets enough votes, it'll be serialized.\Hattori.\Wanna get some coffee?\What do you think of Ashirogi's gag manga?\What do I think? response:	Nizuma said he hopes they don't become a jack of all trades, but master of none.
context: I want to get first place no matter what!\You're too obsessed with first place.\It's a gag manga, so as long as it gets enough votes, it'll be serialized.\Hattori.\Wanna get some coffee?\What do you think of Ashirogi's gag manga?\What do I think?\Nizuma said he hopes they don't become a jack of all trades, but master of none. response:	He said that, huh?
context: You're too obsessed with first place.\It's a gag manga, so as long as it gets enough votes, it'll be serialized.\Hattori.\Wanna get some coffee?\What do you think of Ashirogi's gag manga?\What do I think?\Nizuma said he hopes they don't become a jack of all trades, but master of none.\He said that, huh? response:	He has good insight.
context: It's a gag manga, so as long as it gets enough votes, it'll be serialized.\Hattori.\Wanna get some coffee?\What do you think of Ashirogi's gag manga?\What do I think?\Nizuma said he hopes they don't become a jack of all trades, but master of none.\He said that, huh?\He has good insight. response:	Do you also think they'd do better with story manga?
context: Hattori.\Wanna get some coffee?\What do you think of Ashirogi's gag manga?\What do I think?\Nizuma said he hopes they don't become a jack of all trades, but master of none.\He said that, huh?\He has good insight.\Do you also think they'd do better with story manga? response:	I've been watching Ashirogi since they first submitted a manuscript.
