context: Father, please speak. response:	I am giving you a golden lotus.
context: Perhaps we will find them.\Yes.\Senior.\Bring me along.\Now you are worried?\Senior, don't make me look bad. Let's hurry.\A heavenly trial is a serious matter.\Young immortal, the palace is not heavily guarded tonight. Leave quickly. response:	My older brother is watching your fellow disciple.
context: Yes.\Senior.\Bring me along.\Now you are worried?\Senior, don't make me look bad. Let's hurry.\A heavenly trial is a serious matter.\Young immortal, the palace is not heavily guarded tonight. Leave quickly.\My older brother is watching your fellow disciple. response:	I am not sure where he is being held. Escape first.
context: Senior.\Bring me along.\Now you are worried?\Senior, don't make me look bad. Let's hurry.\A heavenly trial is a serious matter.\Young immortal, the palace is not heavily guarded tonight. Leave quickly.\My older brother is watching your fellow disciple.\I am not sure where he is being held. Escape first. response:	Follow the black bird out of the garden and head north to get out of the palace.
context: Bring me along.\Now you are worried?\Senior, don't make me look bad. Let's hurry.\A heavenly trial is a serious matter.\Young immortal, the palace is not heavily guarded tonight. Leave quickly.\My older brother is watching your fellow disciple.\I am not sure where he is being held. Escape first.\Follow the black bird out of the garden and head north to get out of the palace. response:	Luring me into a trap?
context: Now you are worried?\Senior, don't make me look bad. Let's hurry.\A heavenly trial is a serious matter.\Young immortal, the palace is not heavily guarded tonight. Leave quickly.\My older brother is watching your fellow disciple.\I am not sure where he is being held. Escape first.\Follow the black bird out of the garden and head north to get out of the palace.\Luring me into a trap? response:	No, I'm already a prisoner. I wouldn't need to be tricked.
context: Senior, don't make me look bad. Let's hurry.\A heavenly trial is a serious matter.\Young immortal, the palace is not heavily guarded tonight. Leave quickly.\My older brother is watching your fellow disciple.\I am not sure where he is being held. Escape first.\Follow the black bird out of the garden and head north to get out of the palace.\Luring me into a trap?\No, I'm already a prisoner. I wouldn't need to be tricked. response:	Slowly, slow down!
context: A heavenly trial is a serious matter.\Young immortal, the palace is not heavily guarded tonight. Leave quickly.\My older brother is watching your fellow disciple.\I am not sure where he is being held. Escape first.\Follow the black bird out of the garden and head north to get out of the palace.\Luring me into a trap?\No, I'm already a prisoner. I wouldn't need to be tricked.\Slowly, slow down! response:	Good thing I have you or else I'd be lost.
context: Young immortal, the palace is not heavily guarded tonight. Leave quickly.\My older brother is watching your fellow disciple.\I am not sure where he is being held. Escape first.\Follow the black bird out of the garden and head north to get out of the palace.\Luring me into a trap?\No, I'm already a prisoner. I wouldn't need to be tricked.\Slowly, slow down!\Good thing I have you or else I'd be lost. response:	Where did it go?
context: My older brother is watching your fellow disciple.\I am not sure where he is being held. Escape first.\Follow the black bird out of the garden and head north to get out of the palace.\Luring me into a trap?\No, I'm already a prisoner. I wouldn't need to be tricked.\Slowly, slow down!\Good thing I have you or else I'd be lost.\Where did it go? response:	The weather sure is nice today.
context: I am not sure where he is being held. Escape first.\Follow the black bird out of the garden and head north to get out of the palace.\Luring me into a trap?\No, I'm already a prisoner. I wouldn't need to be tricked.\Slowly, slow down!\Good thing I have you or else I'd be lost.\Where did it go?\The weather sure is nice today. response:	Come here.
context: Follow the black bird out of the garden and head north to get out of the palace.\Luring me into a trap?\No, I'm already a prisoner. I wouldn't need to be tricked.\Slowly, slow down!\Good thing I have you or else I'd be lost.\Where did it go?\The weather sure is nice today.\Come here. response:	Come here.
context: Luring me into a trap?\No, I'm already a prisoner. I wouldn't need to be tricked.\Slowly, slow down!\Good thing I have you or else I'd be lost.\Where did it go?\The weather sure is nice today.\Come here.\Come here. response:	The color of your outfit is strange but it looks quite nice.
context: No, I'm already a prisoner. I wouldn't need to be tricked.\Slowly, slow down!\Good thing I have you or else I'd be lost.\Where did it go?\The weather sure is nice today.\Come here.\Come here.\The color of your outfit is strange but it looks quite nice. response:	Where did you buy it?
context: Slowly, slow down!\Good thing I have you or else I'd be lost.\Where did it go?\The weather sure is nice today.\Come here.\Come here.\The color of your outfit is strange but it looks quite nice.\Where did you buy it? response:	Qing... Qing Qiu.
context: Good thing I have you or else I'd be lost.\Where did it go?\The weather sure is nice today.\Come here.\Come here.\The color of your outfit is strange but it looks quite nice.\Where did you buy it?\Qing... Qing Qiu. response:	I was just worrying about not having a gift for my father's birthday.
context: Where did it go?\The weather sure is nice today.\Come here.\Come here.\The color of your outfit is strange but it looks quite nice.\Where did you buy it?\Qing... Qing Qiu.\I was just worrying about not having a gift for my father's birthday. response:	Little fellow, consider it a favor to me and give me your clothes.
context: The weather sure is nice today.\Come here.\Come here.\The color of your outfit is strange but it looks quite nice.\Where did you buy it?\Qing... Qing Qiu.\I was just worrying about not having a gift for my father's birthday.\Little fellow, consider it a favor to me and give me your clothes. response:	What... What are you doing?
context: Come here.\Come here.\The color of your outfit is strange but it looks quite nice.\Where did you buy it?\Qing... Qing Qiu.\I was just worrying about not having a gift for my father's birthday.\Little fellow, consider it a favor to me and give me your clothes.\What... What are you doing? response:	You're not a woman. What are you afraid of?
context: Come here.\The color of your outfit is strange but it looks quite nice.\Where did you buy it?\Qing... Qing Qiu.\I was just worrying about not having a gift for my father's birthday.\Little fellow, consider it a favor to me and give me your clothes.\What... What are you doing?\You're not a woman. What are you afraid of? response:	- Take them off now. I'll get someone- - No!
context: The color of your outfit is strange but it looks quite nice.\Where did you buy it?\Qing... Qing Qiu.\I was just worrying about not having a gift for my father's birthday.\Little fellow, consider it a favor to me and give me your clothes.\What... What are you doing?\You're not a woman. What are you afraid of?\- Take them off now. I'll get someone- - No! response:	Don't come any closer.
context: Where did you buy it?\Qing... Qing Qiu.\I was just worrying about not having a gift for my father's birthday.\Little fellow, consider it a favor to me and give me your clothes.\What... What are you doing?\You're not a woman. What are you afraid of?\- Take them off now. I'll get someone- - No!\Don't come any closer. response:	You...
context: Qing... Qing Qiu.\I was just worrying about not having a gift for my father's birthday.\Little fellow, consider it a favor to me and give me your clothes.\What... What are you doing?\You're not a woman. What are you afraid of?\- Take them off now. I'll get someone- - No!\Don't come any closer.\You... response:	Oh no!
context: I was just worrying about not having a gift for my father's birthday.\Little fellow, consider it a favor to me and give me your clothes.\What... What are you doing?\You're not a woman. What are you afraid of?\- Take them off now. I'll get someone- - No!\Don't come any closer.\You...\Oh no! response:	Without my immortal powers, won't I drown?
context: Little fellow, consider it a favor to me and give me your clothes.\What... What are you doing?\You're not a woman. What are you afraid of?\- Take them off now. I'll get someone- - No!\Don't come any closer.\You...\Oh no!\Without my immortal powers, won't I drown? response:	I'll pass air to you.
context: What... What are you doing?\You're not a woman. What are you afraid of?\- Take them off now. I'll get someone- - No!\Don't come any closer.\You...\Oh no!\Without my immortal powers, won't I drown?\I'll pass air to you. response:	Pass air to me?
