context: Piano! response:	Piano...
context: but the teacher who used to guide me over there will be busy for a while doing his own tour...\Well, it's a good chance...I'm thinking of participating in competitions here in Japan\Eeh...\That, and...\there's one more thing I want to do...\I want to make an orchestra...with Chiaki-kun\Huh?\Huh? response:	Honestly, until now I had had no interest in student orchestra...
context: Well, it's a good chance...I'm thinking of participating in competitions here in Japan\Eeh...\That, and...\there's one more thing I want to do...\I want to make an orchestra...with Chiaki-kun\Huh?\Huh?\Honestly, until now I had had no interest in student orchestra... response:	However...
context: Eeh...\That, and...\there's one more thing I want to do...\I want to make an orchestra...with Chiaki-kun\Huh?\Huh?\Honestly, until now I had had no interest in student orchestra...\However... response:	my performing with Stresemann in A-Oke was an incentive...
context: That, and...\there's one more thing I want to do...\I want to make an orchestra...with Chiaki-kun\Huh?\Huh?\Honestly, until now I had had no interest in student orchestra...\However...\my performing with Stresemann in A-Oke was an incentive... response:	on top of that, Chiaki-kun's conducting in the periodical public performance was also...
context: there's one more thing I want to do...\I want to make an orchestra...with Chiaki-kun\Huh?\Huh?\Honestly, until now I had had no interest in student orchestra...\However...\my performing with Stresemann in A-Oke was an incentive...\on top of that, Chiaki-kun's conducting in the periodical public performance was also... response:	quite an incentive.
context: I want to make an orchestra...with Chiaki-kun\Huh?\Huh?\Honestly, until now I had had no interest in student orchestra...\However...\my performing with Stresemann in A-Oke was an incentive...\on top of that, Chiaki-kun's conducting in the periodical public performance was also...\quite an incentive. response:	Won't you make an orchestra with me, and perform together?
context: Huh?\Huh?\Honestly, until now I had had no interest in student orchestra...\However...\my performing with Stresemann in A-Oke was an incentive...\on top of that, Chiaki-kun's conducting in the periodical public performance was also...\quite an incentive.\Won't you make an orchestra with me, and perform together? response:	I will
context: Huh?\Honestly, until now I had had no interest in student orchestra...\However...\my performing with Stresemann in A-Oke was an incentive...\on top of that, Chiaki-kun's conducting in the periodical public performance was also...\quite an incentive.\Won't you make an orchestra with me, and perform together?\I will response:	Immediate answer??
context: Honestly, until now I had had no interest in student orchestra...\However...\my performing with Stresemann in A-Oke was an incentive...\on top of that, Chiaki-kun's conducting in the periodical public performance was also...\quite an incentive.\Won't you make an orchestra with me, and perform together?\I will\Immediate answer?? response:	No...though I want to do it...but
context: However...\my performing with Stresemann in A-Oke was an incentive...\on top of that, Chiaki-kun's conducting in the periodical public performance was also...\quite an incentive.\Won't you make an orchestra with me, and perform together?\I will\Immediate answer??\No...though I want to do it...but response:	If it's about the members of the orchestra, there's no need to worry
context: my performing with Stresemann in A-Oke was an incentive...\on top of that, Chiaki-kun's conducting in the periodical public performance was also...\quite an incentive.\Won't you make an orchestra with me, and perform together?\I will\Immediate answer??\No...though I want to do it...but\If it's about the members of the orchestra, there's no need to worry response:	Actually I have talked with some students from other Academies whom I got to know from a Music Festival in Vienna
context: on top of that, Chiaki-kun's conducting in the periodical public performance was also...\quite an incentive.\Won't you make an orchestra with me, and perform together?\I will\Immediate answer??\No...though I want to do it...but\If it's about the members of the orchestra, there's no need to worry\Actually I have talked with some students from other Academies whom I got to know from a Music Festival in Vienna response:	All are excellent students
context: quite an incentive.\Won't you make an orchestra with me, and perform together?\I will\Immediate answer??\No...though I want to do it...but\If it's about the members of the orchestra, there's no need to worry\Actually I have talked with some students from other Academies whom I got to know from a Music Festival in Vienna\All are excellent students response:	For example Kikuchi-kun from Toukoku Music Academy, who won First Prize in Austria International Competition
context: Won't you make an orchestra with me, and perform together?\I will\Immediate answer??\No...though I want to do it...but\If it's about the members of the orchestra, there's no need to worry\Actually I have talked with some students from other Academies whom I got to know from a Music Festival in Vienna\All are excellent students\For example Kikuchi-kun from Toukoku Music Academy, who won First Prize in Austria International Competition response:	Kikuchi...who plays cello?
context: I will\Immediate answer??\No...though I want to do it...but\If it's about the members of the orchestra, there's no need to worry\Actually I have talked with some students from other Academies whom I got to know from a Music Festival in Vienna\All are excellent students\For example Kikuchi-kun from Toukoku Music Academy, who won First Prize in Austria International Competition\Kikuchi...who plays cello? response:	I've heard of him from rumors!
context: Immediate answer??\No...though I want to do it...but\If it's about the members of the orchestra, there's no need to worry\Actually I have talked with some students from other Academies whom I got to know from a Music Festival in Vienna\All are excellent students\For example Kikuchi-kun from Toukoku Music Academy, who won First Prize in Austria International Competition\Kikuchi...who plays cello?\I've heard of him from rumors! response:	He's also in Japan now
context: No...though I want to do it...but\If it's about the members of the orchestra, there's no need to worry\Actually I have talked with some students from other Academies whom I got to know from a Music Festival in Vienna\All are excellent students\For example Kikuchi-kun from Toukoku Music Academy, who won First Prize in Austria International Competition\Kikuchi...who plays cello?\I've heard of him from rumors!\He's also in Japan now response:	Then, Kuroki-kun from Morimichi Academy
context: If it's about the members of the orchestra, there's no need to worry\Actually I have talked with some students from other Academies whom I got to know from a Music Festival in Vienna\All are excellent students\For example Kikuchi-kun from Toukoku Music Academy, who won First Prize in Austria International Competition\Kikuchi...who plays cello?\I've heard of him from rumors!\He's also in Japan now\Then, Kuroki-kun from Morimichi Academy response:	I've heard of him too
context: Actually I have talked with some students from other Academies whom I got to know from a Music Festival in Vienna\All are excellent students\For example Kikuchi-kun from Toukoku Music Academy, who won First Prize in Austria International Competition\Kikuchi...who plays cello?\I've heard of him from rumors!\He's also in Japan now\Then, Kuroki-kun from Morimichi Academy\I've heard of him too response:	As to the others...there are some who are still studying abroad, or residing in Kansai...
context: All are excellent students\For example Kikuchi-kun from Toukoku Music Academy, who won First Prize in Austria International Competition\Kikuchi...who plays cello?\I've heard of him from rumors!\He's also in Japan now\Then, Kuroki-kun from Morimichi Academy\I've heard of him too\As to the others...there are some who are still studying abroad, or residing in Kansai... response:	If Chiaki-kun invite them, I think they'll come to gather here
context: For example Kikuchi-kun from Toukoku Music Academy, who won First Prize in Austria International Competition\Kikuchi...who plays cello?\I've heard of him from rumors!\He's also in Japan now\Then, Kuroki-kun from Morimichi Academy\I've heard of him too\As to the others...there are some who are still studying abroad, or residing in Kansai...\If Chiaki-kun invite them, I think they'll come to gather here response:	Huh? Me?
context: Kikuchi...who plays cello?\I've heard of him from rumors!\He's also in Japan now\Then, Kuroki-kun from Morimichi Academy\I've heard of him too\As to the others...there are some who are still studying abroad, or residing in Kansai...\If Chiaki-kun invite them, I think they'll come to gather here\Huh? Me? response:	Of course! Chiaki-kun is a Superstar now!
context: I've heard of him from rumors!\He's also in Japan now\Then, Kuroki-kun from Morimichi Academy\I've heard of him too\As to the others...there are some who are still studying abroad, or residing in Kansai...\If Chiaki-kun invite them, I think they'll come to gather here\Huh? Me?\Of course! Chiaki-kun is a Superstar now! response:	Haaa?
context: He's also in Japan now\Then, Kuroki-kun from Morimichi Academy\I've heard of him too\As to the others...there are some who are still studying abroad, or residing in Kansai...\If Chiaki-kun invite them, I think they'll come to gather here\Huh? Me?\Of course! Chiaki-kun is a Superstar now!\Haaa? response:	Dream Color Classic, isn't it?
