context: I got it. response:	Have you been possessed?
context: Yuan Zhen, hurry. Give your greetings to the Taoist priest.\Taoist Priest.\Very good, very good.\You mean to say...\I can tell from a glance\the Crown Prince was one among the ranks of the immortals of the Nine Heavens.\He descended to the Mortal Realm\to endure a trial because he had committed a wrong. response:	Will my son return to ranks of the immortals after he passes the trial?
context: Taoist Priest.\Very good, very good.\You mean to say...\I can tell from a glance\the Crown Prince was one among the ranks of the immortals of the Nine Heavens.\He descended to the Mortal Realm\to endure a trial because he had committed a wrong.\Will my son return to ranks of the immortals after he passes the trial? response:	If I properly guide and enlighten him
context: Very good, very good.\You mean to say...\I can tell from a glance\the Crown Prince was one among the ranks of the immortals of the Nine Heavens.\He descended to the Mortal Realm\to endure a trial because he had committed a wrong.\Will my son return to ranks of the immortals after he passes the trial?\If I properly guide and enlighten him response:	and the Crown Prince is wholeheartedly devoted to Taoist practice
context: You mean to say...\I can tell from a glance\the Crown Prince was one among the ranks of the immortals of the Nine Heavens.\He descended to the Mortal Realm\to endure a trial because he had committed a wrong.\Will my son return to ranks of the immortals after he passes the trial?\If I properly guide and enlighten him\and the Crown Prince is wholeheartedly devoted to Taoist practice response:	I believe it won't be difficult for him to return to the ranks of the immortals.
context: I can tell from a glance\the Crown Prince was one among the ranks of the immortals of the Nine Heavens.\He descended to the Mortal Realm\to endure a trial because he had committed a wrong.\Will my son return to ranks of the immortals after he passes the trial?\If I properly guide and enlighten him\and the Crown Prince is wholeheartedly devoted to Taoist practice\I believe it won't be difficult for him to return to the ranks of the immortals. response:	Quick, salute your master.
context: the Crown Prince was one among the ranks of the immortals of the Nine Heavens.\He descended to the Mortal Realm\to endure a trial because he had committed a wrong.\Will my son return to ranks of the immortals after he passes the trial?\If I properly guide and enlighten him\and the Crown Prince is wholeheartedly devoted to Taoist practice\I believe it won't be difficult for him to return to the ranks of the immortals.\Quick, salute your master. response:	Master.
context: He descended to the Mortal Realm\to endure a trial because he had committed a wrong.\Will my son return to ranks of the immortals after he passes the trial?\If I properly guide and enlighten him\and the Crown Prince is wholeheartedly devoted to Taoist practice\I believe it won't be difficult for him to return to the ranks of the immortals.\Quick, salute your master.\Master. response:	Master, if you do not mind, you can live here from now on.
context: to endure a trial because he had committed a wrong.\Will my son return to ranks of the immortals after he passes the trial?\If I properly guide and enlighten him\and the Crown Prince is wholeheartedly devoted to Taoist practice\I believe it won't be difficult for him to return to the ranks of the immortals.\Quick, salute your master.\Master.\Master, if you do not mind, you can live here from now on. response:	It will do.
context: Will my son return to ranks of the immortals after he passes the trial?\If I properly guide and enlighten him\and the Crown Prince is wholeheartedly devoted to Taoist practice\I believe it won't be difficult for him to return to the ranks of the immortals.\Quick, salute your master.\Master.\Master, if you do not mind, you can live here from now on.\It will do. response:	You can go for today. Come back tomorrow to study Taoism from me.
context: If I properly guide and enlighten him\and the Crown Prince is wholeheartedly devoted to Taoist practice\I believe it won't be difficult for him to return to the ranks of the immortals.\Quick, salute your master.\Master.\Master, if you do not mind, you can live here from now on.\It will do.\You can go for today. Come back tomorrow to study Taoism from me. response:	Yes.
context: and the Crown Prince is wholeheartedly devoted to Taoist practice\I believe it won't be difficult for him to return to the ranks of the immortals.\Quick, salute your master.\Master.\Master, if you do not mind, you can live here from now on.\It will do.\You can go for today. Come back tomorrow to study Taoism from me.\Yes. response:	It is only the first day of the first month.
context: I believe it won't be difficult for him to return to the ranks of the immortals.\Quick, salute your master.\Master.\Master, if you do not mind, you can live here from now on.\It will do.\You can go for today. Come back tomorrow to study Taoism from me.\Yes.\It is only the first day of the first month. response:	I really have to live here for half a year
context: Quick, salute your master.\Master.\Master, if you do not mind, you can live here from now on.\It will do.\You can go for today. Come back tomorrow to study Taoism from me.\Yes.\It is only the first day of the first month.\I really have to live here for half a year response:	until the day the beauty falls into Shuyu River.
context: Master.\Master, if you do not mind, you can live here from now on.\It will do.\You can go for today. Come back tomorrow to study Taoism from me.\Yes.\It is only the first day of the first month.\I really have to live here for half a year\until the day the beauty falls into Shuyu River. response:	But this can be good.
context: Master, if you do not mind, you can live here from now on.\It will do.\You can go for today. Come back tomorrow to study Taoism from me.\Yes.\It is only the first day of the first month.\I really have to live here for half a year\until the day the beauty falls into Shuyu River.\But this can be good. response:	I can observe how the Mortal Realm's imperial family spends their days.
context: It will do.\You can go for today. Come back tomorrow to study Taoism from me.\Yes.\It is only the first day of the first month.\I really have to live here for half a year\until the day the beauty falls into Shuyu River.\But this can be good.\I can observe how the Mortal Realm's imperial family spends their days. response:	High Immortal.
context: You can go for today. Come back tomorrow to study Taoism from me.\Yes.\It is only the first day of the first month.\I really have to live here for half a year\until the day the beauty falls into Shuyu River.\But this can be good.\I can observe how the Mortal Realm's imperial family spends their days.\High Immortal. response:	Ghost Lord, at the Eastern Sea, you spoke very rudely.
