context: SIGNS oh god timer why did you do the op credits response:	OP
context: She runs a pub in Mishuku.\Really?\Yeah.\Her name's Iwashita Aya.\I think she was Prime Minister Iinuma's mistress when he was only an MP.\She said he paid her rent at the hotel in New York.\I think she lived there twenty years ago.\I found a picture of her in New York with Prime Minister Iinuma while she was pregnant, too. response:	So you really are his son.
context: Really?\Yeah.\Her name's Iwashita Aya.\I think she was Prime Minister Iinuma's mistress when he was only an MP.\She said he paid her rent at the hotel in New York.\I think she lived there twenty years ago.\I found a picture of her in New York with Prime Minister Iinuma while she was pregnant, too.\So you really are his son. response:	I see.
context: Yeah.\Her name's Iwashita Aya.\I think she was Prime Minister Iinuma's mistress when he was only an MP.\She said he paid her rent at the hotel in New York.\I think she lived there twenty years ago.\I found a picture of her in New York with Prime Minister Iinuma while she was pregnant, too.\So you really are his son.\I see. response:	So that's why I remembered New York.
context: Her name's Iwashita Aya.\I think she was Prime Minister Iinuma's mistress when he was only an MP.\She said he paid her rent at the hotel in New York.\I think she lived there twenty years ago.\I found a picture of her in New York with Prime Minister Iinuma while she was pregnant, too.\So you really are his son.\I see.\So that's why I remembered New York. response:	Where are you now, Saki?
context: I think she was Prime Minister Iinuma's mistress when he was only an MP.\She said he paid her rent at the hotel in New York.\I think she lived there twenty years ago.\I found a picture of her in New York with Prime Minister Iinuma while she was pregnant, too.\So you really are his son.\I see.\So that's why I remembered New York.\Where are you now, Saki? response:	Right outside the front door. I'm with Micchon and the others.
context: She said he paid her rent at the hotel in New York.\I think she lived there twenty years ago.\I found a picture of her in New York with Prime Minister Iinuma while she was pregnant, too.\So you really are his son.\I see.\So that's why I remembered New York.\Where are you now, Saki?\Right outside the front door. I'm with Micchon and the others. response:	I see you, Saki.
context: I think she lived there twenty years ago.\I found a picture of her in New York with Prime Minister Iinuma while she was pregnant, too.\So you really are his son.\I see.\So that's why I remembered New York.\Where are you now, Saki?\Right outside the front door. I'm with Micchon and the others.\I see you, Saki. response:	Takizawa...
context: I found a picture of her in New York with Prime Minister Iinuma while she was pregnant, too.\So you really are his son.\I see.\So that's why I remembered New York.\Where are you now, Saki?\Right outside the front door. I'm with Micchon and the others.\I see you, Saki.\Takizawa... response:	I'm glad I found my past.
context: So you really are his son.\I see.\So that's why I remembered New York.\Where are you now, Saki?\Right outside the front door. I'm with Micchon and the others.\I see you, Saki.\Takizawa...\I'm glad I found my past. response:	I think I understand what my mom's like now.
context: I see.\So that's why I remembered New York.\Where are you now, Saki?\Right outside the front door. I'm with Micchon and the others.\I see you, Saki.\Takizawa...\I'm glad I found my past.\I think I understand what my mom's like now. response:	Thanks, Saki.
context: So that's why I remembered New York.\Where are you now, Saki?\Right outside the front door. I'm with Micchon and the others.\I see you, Saki.\Takizawa...\I'm glad I found my past.\I think I understand what my mom's like now.\Thanks, Saki. response:	It looks like you have your past back.
context: Where are you now, Saki?\Right outside the front door. I'm with Micchon and the others.\I see you, Saki.\Takizawa...\I'm glad I found my past.\I think I understand what my mom's like now.\Thanks, Saki.\It looks like you have your past back. response:	So, how does it feel being the Prime Minister's son?
context: Right outside the front door. I'm with Micchon and the others.\I see you, Saki.\Takizawa...\I'm glad I found my past.\I think I understand what my mom's like now.\Thanks, Saki.\It looks like you have your past back.\So, how does it feel being the Prime Minister's son? response:	You knew, Mononobe?
context: I see you, Saki.\Takizawa...\I'm glad I found my past.\I think I understand what my mom's like now.\Thanks, Saki.\It looks like you have your past back.\So, how does it feel being the Prime Minister's son?\You knew, Mononobe? response:	It doesn't feel real at all.
context: Takizawa...\I'm glad I found my past.\I think I understand what my mom's like now.\Thanks, Saki.\It looks like you have your past back.\So, how does it feel being the Prime Minister's son?\You knew, Mononobe?\It doesn't feel real at all. response:	Then let's get back to the real issue.
context: I'm glad I found my past.\I think I understand what my mom's like now.\Thanks, Saki.\It looks like you have your past back.\So, how does it feel being the Prime Minister's son?\You knew, Mononobe?\It doesn't feel real at all.\Then let's get back to the real issue. response:	I'll give you a budget equal to the money left on your phone.
context: I think I understand what my mom's like now.\Thanks, Saki.\It looks like you have your past back.\So, how does it feel being the Prime Minister's son?\You knew, Mononobe?\It doesn't feel real at all.\Then let's get back to the real issue.\I'll give you a budget equal to the money left on your phone. response:	And there's no need to worry about the Supporter anymore.
context: Thanks, Saki.\It looks like you have your past back.\So, how does it feel being the Prime Minister's son?\You knew, Mononobe?\It doesn't feel real at all.\Then let's get back to the real issue.\I'll give you a budget equal to the money left on your phone.\And there's no need to worry about the Supporter anymore. response:	I'll also remove your friends from suspicion.
